#Predicted Hamaker constants for Al2O3-001
#Estimated self-vacuum-self Hamaker: 48.73644857954232#Nominal refractive index: 1.966823736093772
#Name  kT        Joules        kJ/mol    
ALA    4.503     1.865E-20     11.257    
ARG    -6.557    -2.716E-20    -16.393   
LYS    5.042     2.088E-20     12.604    
HID    6.151     2.548E-20     15.378    
HIE    6.227     2.579E-20     15.567    
ASP    15.088    6.249E-20     37.720    
GLU    14.290    5.919E-20     35.725    
SER    15.253    6.318E-20     38.134    
THR    7.680     3.181E-20     19.201    
ASN    13.100    5.426E-20     32.751    
GLN    -0.478    -1.979E-21    -1.195    
CYS    25.611    1.061E-19     64.028    
GLY    19.316    8.001E-20     48.290    
PRO    5.646     2.338E-20     14.114    
VAL    3.058     1.267E-20     7.646     
ILE    -5.350    -2.216E-20    -13.376   
LEU    2.853     1.182E-20     7.133     
MET    2.686     1.112E-20     6.714     
PHE    0.899     3.722E-21     2.247     
TYR    -2.039    -8.445E-21    -5.097    
TRP    -3.377    -1.399E-20    -8.442    
HIP    2.310     9.567E-21     5.775     
ETA    43.634    1.807E-19     109.085   
PHO    -0.949    -3.930E-21    -2.372    
CHL    39.087    1.619E-19     97.717    
DGL    8.375     3.469E-20     20.937    
EST    7.751     3.210E-20     19.377    
CYM    14.656    6.070E-20     36.639    
GAN    5.196     2.152E-20     12.989    
MAN    15.310    6.341E-20     38.276    
FUC    12.396    5.134E-20     30.990    
BGL    19.782    8.194E-20     49.455    
NGL    3.771     1.562E-20     9.427     
NGA    8.039     3.330E-20     20.097    
NC4    39.080    1.619E-19     97.701    
MAS    7.744     3.207E-20     19.359    
PRA    5.196     2.152E-20     12.989    
DMP    -1.648    -6.828E-21    -4.121    
MMM    43.622    1.807E-19     109.054   
BTE    5.240     2.170E-20     13.100    
PAS    12.641    5.236E-20     31.603    
PGL    12.529    5.189E-20     31.322    
HMA    10.247    4.244E-20     25.617    
HMB    9.766     4.045E-20     24.415    
HMC    6.339     2.626E-20     15.848    
HMD    7.795     3.229E-20     19.487    
HFE    -7.047    -2.919E-20    -17.617   
HIS    5.179     2.145E-20     12.948    
HAF    5.179     2.145E-20     12.948    
HAS    9.226     3.821E-20     23.066    
X00    18.290    7.576E-20     45.725    
X01    -4.760    -1.972E-20    -11.901   
X02    16.860    6.983E-20     42.150    
X03    13.749    5.695E-20     34.372    
X04    17.910    7.418E-20     44.774    
X05    4.308     1.784E-20     10.770    
X06    1.203     4.984E-21     3.008     
X07    5.407     2.239E-20     13.517    
X08    7.921     3.281E-20     19.804    
X09    8.315     3.444E-20     20.788    
X0A    20.606    8.535E-20     51.514    
X0B    -1.176    -4.870E-21    -2.939    
X0C    3.117     1.291E-20     7.792     
X0D    7.818     3.238E-20     19.544    
X0E    21.762    9.014E-20     54.404    
X0F    10.398    4.307E-20     25.994    
X0G    2.973     1.231E-20     7.432     
X0H    1.120     4.638E-21     2.799     
X0I    13.582    5.626E-20     33.956    
X0J    3.890     1.611E-20     9.725     
X0K    38.901    1.611E-19     97.252    
X0L    36.506    1.512E-19     91.265    
X0M    3.169     1.313E-20     7.923     
X0N    6.310     2.613E-20     15.775    
X0O    0.259     1.073E-21     0.648     
X0P    11.761    4.871E-20     29.401    
X0Q    31.659    1.311E-19     79.148    
X0R    3.169     1.313E-20     7.923     
X0S    38.901    1.611E-19     97.252    
X0T    6.310     2.613E-20     15.775    
X0U    3.890     1.611E-20     9.725     
X0V    36.506    1.512E-19     91.265    
X0W    11.600    4.805E-20     29.000    
X0X    5.561     2.303E-20     13.902    
X0Y    0.477     1.976E-21     1.193     
X0Z    0.477     1.976E-21     1.193     
X10    15.416    6.385E-20     38.540    
X11    1.542     6.385E-21     3.854     
X12    -0.710    -2.941E-21    -1.775    
X13    7.620     3.156E-20     19.051    
X14    0.259     1.073E-21     0.648     
X15    29.744    1.232E-19     74.359    
X16    14.422    5.974E-20     36.055    
X17    20.167    8.353E-20     50.416    
X18    12.331    5.107E-20     30.827    
X19    4.927     2.041E-20     12.319    
X1A    0.436     1.806E-21     1.090     
X1B    21.262    8.807E-20     53.156    
X1C    0.223     9.255E-22     0.559     
X1D    13.442    5.568E-20     33.606    
X1E    16.253    6.732E-20     40.633    
X1F    14.826    6.141E-20     37.065    
X1G    1.317     5.453E-21     3.291     
X1H    2.032     8.418E-21     5.081     
X1I    8.976     3.718E-20     22.440    
X1J    8.974     3.717E-20     22.435    
X1K    9.734     4.032E-20     24.334    
