#Predicted Hamaker constants for Tobermorite-004
#Estimated self-vacuum-self Hamaker: 50.431363910178455#Nominal refractive index: 1.9894871375875065
#Name  kT        Joules        kJ/mol    
ALA    4.661     1.931E-20     11.653    
ARG    -6.732    -2.789E-20    -16.831   
LYS    5.216     2.161E-20     13.041    
HID    6.360     2.634E-20     15.899    
HIE    6.438     2.666E-20     16.094    
ASP    15.570    6.449E-20     38.926    
GLU    14.748    6.108E-20     36.869    
SER    15.741    6.520E-20     39.352    
THR    7.935     3.287E-20     19.838    
ASN    13.521    5.600E-20     33.803    
GLN    -0.470    -1.948E-21    -1.176    
CYS    26.421    1.094E-19     66.053    
GLY    19.929    8.255E-20     49.823    
PRO    5.839     2.418E-20     14.596    
VAL    3.173     1.314E-20     7.932     
ILE    -5.489    -2.274E-20    -13.723   
LEU    2.961     1.227E-20     7.404     
MET    2.789     1.155E-20     6.972     
PHE    0.948     3.925E-21     2.369     
TYR    -2.078    -8.609E-21    -5.196    
TRP    -3.457    -1.432E-20    -8.641    
HIP    2.402     9.947E-21     6.004     
ETA    45.022    1.865E-19     112.554   
PHO    -0.955    -3.958E-21    -2.389    
CHL    40.327    1.670E-19     100.817   
DGL    8.651     3.583E-20     21.627    
EST    8.008     3.317E-20     20.019    
CYM    15.124    6.264E-20     37.811    
GAN    5.375     2.226E-20     13.437    
MAN    15.799    6.544E-20     39.498    
FUC    12.795    5.300E-20     31.988    
BGL    20.410    8.454E-20     51.024    
NGL    3.907     1.618E-20     9.767     
NGA    8.305     3.440E-20     20.762    
NC4    40.320    1.670E-19     100.800   
MAS    8.001     3.314E-20     20.001    
PRA    5.375     2.226E-20     13.437    
DMP    -1.676    -6.943E-21    -4.191    
MMM    45.009    1.864E-19     112.523   
BTE    5.420     2.245E-20     13.551    
PAS    13.048    5.404E-20     32.620    
PGL    12.932    5.356E-20     32.331    
HIS    5.358     2.219E-20     13.395    
X00    18.871    7.816E-20     47.178    
X01    -4.882    -2.022E-20    -12.204   
X02    17.397    7.206E-20     43.492    
X03    14.190    5.877E-20     35.474    
X04    18.479    7.654E-20     46.198    
X05    4.460     1.847E-20     11.151    
X06    1.261     5.225E-21     3.154     
X07    5.592     2.316E-20     13.981    
