#Predicted Hamaker constants for graphene
#Estimated self-vacuum-self Hamaker: 44.39768483034842#Nominal refractive index: 1.9082604197622468
#Name  kT        Joules        kJ/mol    
ALA    4.085     1.692E-20     10.213    
ARG    -6.095    -2.524E-20    -15.237   
LYS    4.581     1.897E-20     11.453    
HID    5.601     2.320E-20     14.004    
HIE    5.671     2.349E-20     14.178    
ASP    13.816    5.723E-20     34.541    
GLU    13.083    5.419E-20     32.708    
SER    13.968    5.786E-20     34.921    
THR    7.008     2.902E-20     17.519    
ASN    11.990    4.966E-20     29.975    
GLN    -0.498    -2.061E-21    -1.244    
CYS    23.477    9.724E-20     58.693    
GLY    17.700    7.331E-20     44.249    
PRO    5.136     2.127E-20     12.841    
VAL    2.756     1.142E-20     6.891     
ILE    -4.983    -2.064E-20    -12.458   
LEU    2.568     1.064E-20     6.419     
MET    2.413     9.996E-21     6.034     
PHE    0.769     3.186E-21     1.923     
TYR    -1.934    -8.013E-21    -4.836    
TRP    -3.166    -1.311E-20    -7.915    
HIP    2.068     8.564E-21     5.169     
ETA    39.985    1.656E-19     99.962    
PHO    -0.931    -3.856E-21    -2.328    
CHL    35.825    1.484E-19     89.563    
DGL    7.646     3.167E-20     19.116    
EST    7.072     2.929E-20     17.681    
CYM    13.419    5.558E-20     33.548    
GAN    4.723     1.956E-20     11.806    
MAN    14.021    5.807E-20     35.051    
FUC    11.343    4.698E-20     28.357    
BGL    18.128    7.508E-20     45.319    
NGL    3.412     1.413E-20     8.530     
NGA    7.337     3.039E-20     18.343    
NC4    35.819    1.484E-19     89.548    
MAS    7.066     2.927E-20     17.665    
PRA    4.723     1.956E-20     11.806    
DMP    -1.575    -6.524E-21    -3.938    
MMM    39.974    1.656E-19     99.934    
BTE    4.763     1.973E-20     11.908    
PAS    11.568    4.791E-20     28.920    
PGL    11.465    4.749E-20     28.662    
HMA    9.367     3.880E-20     23.418    
HMB    8.925     3.697E-20     22.313    
HMC    5.774     2.392E-20     14.436    
HMD    7.113     2.946E-20     17.783    
HFE    -6.546    -2.711E-20    -16.364   
HIS    4.707     1.950E-20     11.769    
HAF    4.707     1.950E-20     11.769    
HAS    8.429     3.491E-20     21.073    
X00    16.757    6.941E-20     41.893    
X01    -4.440    -1.839E-20    -11.100   
X02    15.444    6.397E-20     38.610    
X03    12.586    5.213E-20     31.465    
X04    16.408    6.796E-20     41.021    
X05    3.906     1.618E-20     9.765     
X06    1.049     4.347E-21     2.624     
X07    4.917     2.036E-20     12.292    
X08    7.229     2.994E-20     18.073    
X09    7.591     3.144E-20     18.978    
X0A    18.884    7.822E-20     47.209    
X0B    -1.140    -4.722E-21    -2.850    
X0C    2.810     1.164E-20     7.026     
X0D    7.134     2.955E-20     17.835    
X0E    19.945    8.261E-20     49.862    
X0F    9.506     3.937E-20     23.765    
X0G    2.678     1.109E-20     6.695     
X0H    0.973     4.029E-21     2.432     
X0I    12.433    5.150E-20     31.082    
X0J    3.521     1.459E-20     8.803     
X0K    35.655    1.477E-19     89.137    
X0L    33.463    1.386E-19     83.656    
X0M    2.858     1.184E-20     7.146     
X0N    5.747     2.380E-20     14.368    
X0O    0.181     7.478E-22     0.451     
X0P    10.759    4.456E-20     26.897    
X0Q    29.022    1.202E-19     72.556    
X0R    2.858     1.184E-20     7.146     
X0S    35.655    1.477E-19     89.137    
X0T    5.747     2.380E-20     14.368    
X0U    3.521     1.459E-20     8.803     
X0V    33.463    1.386E-19     83.656    
X0W    10.611    4.395E-20     26.528    
X0X    5.058     2.095E-20     12.646    
X0Y    0.381     1.579E-21     0.953     
X0Z    0.381     1.579E-21     0.953     
X10    14.118    5.847E-20     35.294    
X11    1.361     5.636E-21     3.402     
X12    -0.711    -2.946E-21    -1.778    
X13    6.953     2.880E-20     17.381    
X14    0.181     7.478E-22     0.451     
X15    27.267    1.129E-19     68.167    
X16    13.205    5.469E-20     33.011    
X17    18.480    7.655E-20     46.201    
X18    11.283    4.673E-20     28.207    
X19    4.476     1.854E-20     11.190    
X1A    0.343     1.422E-21     0.859     
X1B    19.487    8.071E-20     48.716    
X1C    0.148     6.122E-22     0.370     
X1D    12.304    5.096E-20     30.761    
X1E    14.887    6.166E-20     37.217    
X1F    13.576    5.623E-20     33.939    
X1G    1.154     4.779E-21     2.884     
X1H    1.812     7.507E-21     4.531     
X1I    8.199     3.396E-20     20.498    
X1J    8.197     3.395E-20     20.493    
X1K    8.896     3.684E-20     22.239    
X1L    20.747    8.593E-20     51.868    
X1M    10.284    4.259E-20     25.709    
X1N    3.377     1.399E-20     8.441     
X1O    6.814     2.822E-20     17.035    
X1P    21.437    8.879E-20     53.592    
X1Q    9.630     3.989E-20     24.076    
X1R    1.854     7.680E-21     4.636     
X1S    1.328     5.502E-21     3.321     
X1T    13.202    5.468E-20     33.005    
X1U    9.055     3.750E-20     22.636    
X1V    27.620    1.144E-19     69.051    
X1W    9.055     3.750E-20     22.636    
X1X    11.752    4.868E-20     29.380    
X1Y    3.990     1.653E-20     9.975     
X1Z    11.633    4.818E-20     29.082    
X20    10.839    4.490E-20     27.098    
X21    12.390    5.132E-20     30.976    
X22    8.218     3.404E-20     20.545    
X23    44.826    1.857E-19     112.065   
X24    3.213     1.331E-20     8.031     
X25    25.349    1.050E-19     63.373    
X26    19.293    7.991E-20     48.234    
X27    3.098     1.283E-20     7.745     
X28    7.752     3.211E-20     19.381    
X29    4.091     1.694E-20     10.226    
X2A    13.209    5.471E-20     33.024    
X2B    15.325    6.347E-20     38.311    
X2C    8.372     3.467E-20     20.929    
X2D    4.455     1.845E-20     11.138    
X2E    35.739    1.480E-19     89.348    
X2F    23.612    9.780E-20     59.031    
X2G    6.696     2.773E-20     16.740    
X2H    2.194     9.086E-21     5.484     
X2I    10.659    4.415E-20     26.647    
X2J    10.427    4.319E-20     26.067    
X2K    10.304    4.268E-20     25.760    
X2L    -1.076    -4.456E-21    -2.689    
X2M    4.082     1.691E-20     10.205    
X2N    13.035    5.399E-20     32.588    
X2O    9.613     3.982E-20     24.033    
X2P    4.004     1.659E-20     10.011    
X2Q    15.645    6.480E-20     39.111    
X2R    1.135     4.700E-21     2.837     
X2S    0.461     1.908E-21     1.152     
X2T    1.394     5.772E-21     3.484     
X2U    6.759     2.799E-20     16.897    
X2V    1.961     8.121E-21     4.902     
X2W    6.690     2.771E-20     16.724    
X2X    6.962     2.884E-20     17.404    
X2Y    5.183     2.147E-20     12.958    
X2Z    15.035    6.228E-20     37.588    
X30    10.920    4.523E-20     27.300    
X31    4.104     1.700E-20     10.261    
X32    6.096     2.525E-20     15.240    
X33    11.558    4.787E-20     28.895    
X34    13.216    5.474E-20     33.040    
X35    2.506     1.038E-20     6.264     
X36    5.330     2.208E-20     13.325    
X37    11.824    4.897E-20     29.560    
X38    15.911    6.590E-20     39.778    
X39    5.026     2.082E-20     12.566    
X3A    9.448     3.913E-20     23.620    
X3B    16.270    6.739E-20     40.676    
X3C    3.975     1.646E-20     9.937     
X3D    10.095    4.181E-20     25.238    
X3E    12.304    5.096E-20     30.760    
X3F    6.750     2.796E-20     16.875    
X3G    14.310    5.927E-20     35.775    
X3H    4.989     2.066E-20     12.473    
X3I    11.856    4.911E-20     29.640    
X3J    2.826     1.171E-20     7.066     
X3K    6.652     2.755E-20     16.630    
X3L    2.038     8.443E-21     5.096     
