#Predicted Hamaker constants for hydroxyapatite-001-ph10
#Estimated self-vacuum-self Hamaker: 21.6683038001069#Nominal refractive index: 1.5780021259327894
#Name  kT        Joules        kJ/mol    
ALA    1.482     6.137E-21     3.704     
ARG    -3.198    -1.325E-20    -7.995    
LYS    1.709     7.077E-21     4.272     
HID    2.176     9.012E-21     5.440     
HIE    2.208     9.144E-21     5.519     
ASP    5.924     2.454E-20     14.809    
GLU    5.590     2.315E-20     13.975    
SER    5.993     2.482E-20     14.982    
THR    2.819     1.168E-20     7.048     
ASN    5.093     2.109E-20     12.731    
GLN    -0.621    -2.573E-21    -1.553    
CYS    10.298    4.265E-20     25.746    
GLY    7.687     3.184E-20     19.216    
PRO    1.963     8.131E-21     4.908     
VAL    0.873     3.614E-21     2.181     
ILE    -2.686    -1.112E-20    -6.714    
LEU    0.786     3.256E-21     1.965     
MET    0.715     2.963E-21     1.788     
PHE    -0.039    -1.627E-22    -0.098    
TYR    -1.282    -5.309E-21    -3.205    
TRP    -1.849    -7.657E-21    -4.621    
HIP    0.557     2.306E-21     1.392     
ETA    17.674    7.321E-20     44.186    
PHO    -0.820    -3.398E-21    -2.051    
CHL    15.829    6.556E-20     39.572    
DGL    3.111     1.289E-20     7.777     
EST    2.849     1.180E-20     7.122     
CYM    5.743     2.379E-20     14.357    
GAN    1.774     7.346E-21     4.434     
MAN    6.016     2.492E-20     15.041    
FUC    4.798     1.987E-20     11.994    
BGL    7.880     3.264E-20     19.701    
NGL    1.173     4.859E-21     2.933     
NGA    2.970     1.230E-20     7.424     
NC4    15.826    6.555E-20     39.565    
MAS    2.846     1.179E-20     7.114     
PRA    1.774     7.346E-21     4.434     
DMP    -1.117    -4.625E-21    -2.791    
MMM    17.669    7.319E-20     44.173    
BTE    1.792     7.423E-21     4.480     
PAS    4.900     2.030E-20     12.251    
PGL    4.853     2.010E-20     12.133    
HMA    3.897     1.614E-20     9.742     
HMB    3.695     1.530E-20     9.238     
HMC    2.255     9.340E-21     5.637     
HMD    2.867     1.188E-20     7.168     
HFE    -3.406    -1.411E-20    -8.515    
HIS    1.767     7.317E-21     4.417     
HAF    1.767     7.317E-21     4.417     
HAS    3.469     1.437E-20     8.671     
X00    7.259     3.007E-20     18.148    
X01    -2.435    -1.009E-20    -6.088    
X02    6.663     2.760E-20     16.658    
X03    5.364     2.222E-20     13.410    
X04    7.101     2.941E-20     17.752    
X05    1.400     5.797E-21     3.499     
X06    0.089     3.702E-22     0.223     
X07    1.862     7.714E-21     4.656     
X08    2.920     1.210E-20     7.301     
X09    3.086     1.278E-20     7.715     
X0A    8.223     3.406E-20     20.557    
