#Predicted Hamaker constants for CNT15
#Estimated self-vacuum-self Hamaker: 26.345473163981843#Nominal refractive index: 1.6509073223961175
#Name  kT        Joules        kJ/mol    
ALA    2.094     8.671E-21     5.234     
ARG    -3.880    -1.607E-20    -9.701    
LYS    2.384     9.873E-21     5.959     
HID    2.981     1.235E-20     7.451     
HIE    3.021     1.251E-20     7.553     
ASP    7.773     3.220E-20     19.433    
GLU    7.346     3.043E-20     18.366    
SER    7.862     3.256E-20     19.654    
THR    3.803     1.575E-20     9.506     
ASN    6.710     2.779E-20     16.774    
GLN    -0.592    -2.453E-21    -1.480    
CYS    13.377    5.541E-20     33.442    
GLY    10.030    4.154E-20     25.075    
PRO    2.709     1.122E-20     6.771     
VAL    1.315     5.448E-21     3.288     
ILE    -3.227    -1.337E-20    -8.067    
LEU    1.205     4.991E-21     3.012     
MET    1.115     4.617E-21     2.786     
PHE    0.151     6.250E-22     0.377     
TYR    -1.435    -5.946E-21    -3.589    
TRP    -2.159    -8.942E-21    -5.397    
HIP    0.912     3.777E-21     2.280     
ETA    22.853    9.466E-20     57.133    
PHO    -0.846    -3.506E-21    -2.116    
CHL    20.479    8.482E-20     51.197    
DGL    4.176     1.730E-20     10.439    
EST    3.840     1.591E-20     9.601     
CYM    7.542     3.124E-20     18.855    
GAN    2.466     1.022E-20     6.166     
MAN    7.892     3.269E-20     19.730    
FUC    6.333     2.623E-20     15.832    
BGL    10.279    4.257E-20     25.696    
NGL    1.699     7.039E-21     4.248     
NGA    3.995     1.655E-20     9.988     
NC4    20.475    8.481E-20     51.188    
MAS    3.837     1.589E-20     9.592     
PRA    2.466     1.022E-20     6.166     
DMP    -1.224    -5.072E-21    -3.061    
MMM    22.847    9.463E-20     57.118    
BTE    2.490     1.031E-20     6.226     
PAS    6.464     2.677E-20     16.160    
PGL    6.404     2.652E-20     16.010    
HIS    2.458     1.018E-20     6.144     
X00    9.483     3.928E-20     23.708    
X01    -2.907    -1.204E-20    -7.269    
X02    8.720     3.612E-20     21.800    
X03    7.057     2.923E-20     17.642    
X04    9.280     3.844E-20     23.201    
X05    1.989     8.237E-21     4.972     
X06    0.315     1.306E-21     0.788     
X07    2.580     1.069E-20     6.450     
X08    3.932     1.629E-20     9.830     
X09    4.144     1.716E-20     10.359    
