#Predicted Hamaker constants for Au-001-PEG
#Estimated self-vacuum-self Hamaker: 111.19235781207391#Nominal refractive index: 2.7734063218768514
#Name  kT        Joules        kJ/mol    
ALA    9.112     3.774E-20     22.781    
ARG    -11.621   -4.813E-20    -29.053   
LYS    10.130    4.196E-20     25.326    
HID    12.228    5.065E-20     30.571    
HIE    12.371    5.124E-20     30.929    
ASP    29.252    1.212E-19     73.131    
GLU    27.722    1.148E-19     69.306    
SER    29.570    1.225E-19     73.924    
THR    15.125    6.265E-20     37.812    
ASN    25.446    1.054E-19     63.614    
GLN    -0.260    -1.078E-21    -0.651    
CYS    49.622    2.055E-19     124.055   
GLY    37.391    1.549E-19     93.477    
PRO    11.272    4.669E-20     28.179    
VAL    6.388     2.646E-20     15.969    
ILE    -9.372    -3.882E-20    -23.431   
LEU    6.001     2.486E-20     15.003    
MET    5.686     2.355E-20     14.214    
PHE    2.324     9.625E-21     5.810     
TYR    -3.186    -1.319E-20    -7.964    
TRP    -5.688    -2.356E-20    -14.220   
HIP    4.978     2.062E-20     12.445    
ETA    85.535    3.543E-19     213.838   
PHO    -1.143    -4.736E-21    -2.859    
CHL    76.333    3.162E-19     190.832   
DGL    16.443    6.811E-20     41.107    
EST    15.258    6.320E-20     38.146    
CYM    28.423    1.177E-19     71.057    
GAN    10.421    4.316E-20     26.052    
MAN    29.679    1.229E-19     74.196    
FUC    24.100    9.982E-20     60.249    
BGL    38.292    1.586E-19     95.729    
NGL    7.731     3.202E-20     19.328    
NGA    15.805    6.546E-20     39.512    
NC4    76.319    3.161E-19     190.798   
MAS    15.245    6.314E-20     38.113    
PRA    10.421    4.316E-20     26.053    
DMP    -2.454    -1.017E-20    -6.136    
MMM    85.511    3.542E-19     213.776   
BTE    10.505    4.351E-20     26.262    
PAS    24.568    1.018E-19     61.420    
PGL    24.354    1.009E-19     60.884    
HIS    10.390    4.303E-20     25.975    
X00    35.410    1.467E-19     88.525    
X01    -8.272    -3.426E-20    -20.680   
X02    32.656    1.353E-19     81.640    
X03    26.686    1.105E-19     66.716    
X04    34.677    1.436E-19     86.693    
X05    8.745     3.622E-20     21.862    
X06    2.896     1.200E-20     7.241     
X07    10.820    4.482E-20     27.050    
X08    15.582    6.454E-20     38.956    
X09    16.329    6.764E-20     40.823    
X0A    39.885    1.652E-19     99.713    
X0B    -1.569    -6.498E-21    -3.922    
X0C    6.498     2.691E-20     16.245    
X0D    15.385    6.373E-20     38.464    
X0E    42.126    1.745E-19     105.315   
X0F    20.289    8.403E-20     50.721    
X0G    6.227     2.579E-20     15.567    
X0H    2.739     1.135E-20     6.848     
X0I    26.367    1.092E-19     65.918    
X0J    7.956     3.295E-20     19.889    
X0K    75.959    3.146E-19     189.897   
X0L    71.155    2.947E-19     177.887   
X0M    6.596     2.732E-20     16.491    
X0N    12.528    5.189E-20     31.321    
X0O    1.122     4.649E-21     2.806     
X0P    22.887    9.479E-20     57.216    
X0Q    61.513    2.548E-19     153.783   
X0R    6.596     2.732E-20     16.491    
X0S    75.959    3.146E-19     189.897   
X0T    12.528    5.189E-20     31.321    
X0U    7.956     3.295E-20     19.889    
X0V    71.155    2.947E-19     177.887   
X0W    22.580    9.353E-20     56.450    
X0X    11.111    4.602E-20     27.778    
X0Y    1.532     6.346E-21     3.830     
X0Z    1.532     6.346E-21     3.830     
X10    29.881    1.238E-19     74.703    
X11    3.532     1.463E-20     8.831     
X12    -0.696    -2.882E-21    -1.739    
X13    15.011    6.218E-20     37.528    
X14    1.122     4.649E-21     2.806     
X15    57.731    2.391E-19     144.329   
X16    27.975    1.159E-19     69.939    
X17    39.035    1.617E-19     97.588    
X18    23.975    9.930E-20     59.938    
X19    9.914     4.106E-20     24.785    
X1A    1.455     6.026E-21     3.637     
X1B    41.158    1.705E-19     102.894   
X1C    1.056     4.373E-21     2.639     
X1D    26.100    1.081E-19     65.249    
X1E    31.490    1.304E-19     78.724    
X1F    28.750    1.191E-19     71.874    
X1G    3.109     1.288E-20     7.773     
X1H    4.456     1.846E-20     11.140    
X1I    17.585    7.284E-20     43.962    
X1J    17.581    7.282E-20     43.952    
X1K    19.025    7.880E-20     47.562    
X1L    43.823    1.815E-19     109.559   
X1M    21.901    9.071E-20     54.752    
X1N    7.659     3.172E-20     19.146    
X1O    14.726    6.099E-20     36.814    
X1P    45.285    1.876E-19     113.213   
X1Q    20.546    8.510E-20     51.365    
X1R    4.541     1.881E-20     11.353    
X1S    3.466     1.436E-20     8.665     
X1T    27.971    1.159E-19     69.927    
X1U    19.354    8.016E-20     48.385    
X1V    58.492    2.423E-19     146.229   
X1W    19.354    8.016E-20     48.385    
X1X    24.951    1.033E-19     62.376    
X1Y    8.917     3.693E-20     22.292    
X1Z    24.702    1.023E-19     61.756    
X20    23.054    9.549E-20     57.635    
X21    26.279    1.088E-19     65.697    
X22    17.624    7.300E-20     44.059    
X23    96.397    3.993E-19     240.993   
X24    7.322     3.033E-20     18.306    
X25    53.619    2.221E-19     134.047   
X26    40.750    1.688E-19     101.875   
X27    7.088     2.936E-20     17.719    
X28    16.662    6.901E-20     41.655    
X29    9.123     3.779E-20     22.808    
X2A    27.986    1.159E-19     69.965    
