#Predicted Hamaker constants for mos2-001
#Estimated self-vacuum-self Hamaker: 60.599068850956705#Nominal refractive index: 2.123538596762876
#Name  kT        Joules        kJ/mol    
ALA    5.559     2.302E-20     13.897    
ARG    -7.724    -3.199E-20    -19.311   
LYS    6.207     2.571E-20     15.518    
HID    7.542     3.124E-20     18.855    
HIE    7.633     3.162E-20     19.083    
ASP    18.312    7.585E-20     45.779    
GLU    17.349    7.186E-20     43.372    
SER    18.511    7.667E-20     46.278    
THR    9.383     3.886E-20     23.456    
ASN    15.914    6.591E-20     39.784    
GLN    -0.428    -1.772E-21    -1.070    
CYS    31.036    1.285E-19     77.589    
GLY    23.418    9.700E-20     58.545    
PRO    6.934     2.872E-20     17.334    
VAL    3.822     1.583E-20     9.554     
ILE    -6.277    -2.600E-20    -15.692   
LEU    3.575     1.481E-20     8.938     
MET    3.374     1.397E-20     8.434     
PHE    1.226     5.077E-21     3.065     
TYR    -2.303    -9.537E-21    -5.756    
TRP    -3.909    -1.619E-20    -9.772    
HIP    2.922     1.210E-20     7.305     
ETA    52.960    2.194E-19     132.399   
PHO    -0.994    -4.115E-21    -2.484    
CHL    47.410    1.964E-19     118.526   
DGL    10.219    4.233E-20     25.547    
EST    9.467     3.921E-20     23.668    
CYM    17.790    7.368E-20     44.474    
GAN    6.392     2.648E-20     15.981    
MAN    18.580    7.696E-20     46.450    
FUC    15.064    6.240E-20     37.661    
BGL    23.981    9.933E-20     59.953    
NGL    4.679     1.938E-20     11.696    
NGA    9.814     4.065E-20     24.535    
NC4    47.402    1.963E-19     118.506   
MAS    9.459     3.918E-20     23.647    
PRA    6.392     2.648E-20     15.981    
DMP    -1.834    -7.595E-21    -4.584    
MMM    52.945    2.193E-19     132.362   
BTE    6.446     2.670E-20     16.114    
PAS    15.360    6.362E-20     38.400    
PGL    15.225    6.306E-20     38.061    
HMA    12.474    5.167E-20     31.184    
HMB    11.894    4.927E-20     29.736    
HMC    7.768     3.218E-20     19.420    
HMD    9.521     3.943E-20     23.801    
HFE    -8.312    -3.443E-20    -20.779   
HIS    6.373     2.639E-20     15.931    
HAF    6.373     2.639E-20     15.931    
HAS    11.244    4.657E-20     28.111    
X00    22.178    9.186E-20     55.445    
X01    -5.569    -2.307E-20    -13.923   
X02    20.451    8.471E-20     51.127    
X03    16.696    6.915E-20     41.740    
X04    21.719    8.996E-20     54.297    
X05    5.325     2.205E-20     13.312    
X06    1.592     6.593E-21     3.980     
X07    6.646     2.753E-20     16.616    
X08    9.673     4.006E-20     24.182    
X09    10.147    4.203E-20     25.367    
X0A    24.977    1.035E-19     62.443    
X0B    -1.266    -5.244E-21    -3.165    
X0C    3.892     1.612E-20     9.730     
X0D    9.548     3.955E-20     23.870    
X0E    26.375    1.092E-19     65.938    
X0F    12.655    5.242E-20     31.639    
X0G    3.719     1.540E-20     9.298     
X0H    1.492     6.178E-21     3.729     
X0I    16.495    6.832E-20     41.237    
X0J    4.822     1.997E-20     12.054    
