#Predicted Hamaker constants for CNT15-COOH-3
#Estimated self-vacuum-self Hamaker: 21.138702633522964#Nominal refractive index: 1.569484218849689
#Name  kT        Joules        kJ/mol    
ALA    1.409     5.835E-21     3.522     
ARG    -3.117    -1.291E-20    -7.791    
LYS    1.628     6.744E-21     4.071     
HID    2.080     8.615E-21     5.200     
HIE    2.111     8.743E-21     5.277     
ASP    5.704     2.362E-20     14.259    
GLU    5.381     2.229E-20     13.453    
SER    5.770     2.390E-20     14.426    
THR    2.702     1.119E-20     6.755     
ASN    4.900     2.030E-20     12.250    
GLN    -0.625    -2.587E-21    -1.562    
CYS    9.932     4.114E-20     24.831    
GLY    7.408     3.068E-20     18.520    
PRO    1.874     7.763E-21     4.686     
VAL    0.820     3.395E-21     2.049     
ILE    -2.621    -1.086E-20    -6.553    
LEU    0.736     3.049E-21     1.840     
MET    0.668     2.766E-21     1.669     
PHE    -0.062    -2.565E-22    -0.155    
TYR    -1.264    -5.233E-21    -3.159    
TRP    -1.812    -7.504E-21    -4.529    
HIP    0.514     2.130E-21     1.286     
ETA    17.060    7.066E-20     42.650    
PHO    -0.817    -3.385E-21    -2.043    
CHL    15.277    6.328E-20     38.192    
DGL    2.984     1.236E-20     7.461     
EST    2.731     1.131E-20     6.826     
CYM    5.529     2.290E-20     13.822    
GAN    1.691     7.004E-21     4.228     
MAN    5.793     2.400E-20     14.483    
FUC    4.615     1.912E-20     11.537    
BGL    7.595     3.146E-20     18.988    
NGL    1.110     4.599E-21     2.776     
NGA    2.848     1.179E-20     7.119     
NC4    15.274    6.327E-20     38.186    
MAS    2.728     1.130E-20     6.819     
PRA    1.691     7.004E-21     4.228     
DMP    -1.104    -4.571E-21    -2.759    
MMM    17.055    7.064E-20     42.638    
BTE    1.709     7.079E-21     4.273     
PAS    4.714     1.953E-20     11.786    
PGL    4.669     1.934E-20     11.672    
HMA    3.744     1.551E-20     9.360     
HMB    3.549     1.470E-20     8.872     
HMC    2.157     8.932E-21     5.391     
HMD    2.749     1.138E-20     6.871     
HFE    -3.318    -1.374E-20    -8.294    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    1.684     6.976E-21     4.211     
HAF    1.684     6.976E-21     4.211     
HAS    3.330     1.379E-20     8.325     
X00    6.995     2.897E-20     17.487    
X01    -2.379    -9.854E-21    -5.947    
X02    6.419     2.659E-20     16.047    
X03    5.162     2.138E-20     12.906    
X04    6.842     2.834E-20     17.104    
X05    1.329     5.506E-21     3.324     
X06    0.062     2.588E-22     0.156     
X07    1.777     7.360E-21     4.442     
X08    2.800     1.160E-20     7.000     
X09    2.960     1.226E-20     7.400     
X0A    7.926     3.283E-20     19.816    
X0B    -0.910    -3.770E-21    -2.276    
X0C    0.844     3.494E-21     2.109     
X0D    2.758     1.142E-20     6.894     
X0E    8.391     3.475E-20     20.976    
X0F    3.805     1.576E-20     9.513     
X0G    0.785     3.251E-21     1.962     
X0H    0.028     1.176E-22     0.071     
X0I    5.095     2.110E-20     12.737    
X0J    1.159     4.800E-21     2.897     
X0K    15.204    6.297E-20     38.010    
X0L    14.260    5.906E-20     35.650    
X0M    0.865     3.583E-21     2.162     
X0N    2.145     8.883E-21     5.361     
X0O    -0.323    -1.339E-21    -0.808    
X0P    4.358     1.805E-20     10.894    
X0Q    12.342    5.112E-20     30.854    
X0R    0.865     3.583E-21     2.162     
X0S    15.204    6.297E-20     38.010    
X0T    2.145     8.883E-21     5.361     
X0U    1.159     4.800E-21     2.897     
X0V    14.260    5.906E-20     35.650    
X0W    4.293     1.778E-20     10.732    
X0X    1.840     7.620E-21     4.599     
X0Y    -0.234    -9.700E-22    -0.585    
X0Z    -0.234    -9.700E-22    -0.585    
X10    5.836     2.417E-20     14.590    
X11    0.201     8.313E-22     0.502     
X12    -0.720    -2.981E-21    -1.799    
X13    2.678     1.109E-20     6.694     
X14    -0.323    -1.339E-21    -0.808    
X15    11.580    4.797E-20     28.951    
X16    5.435     2.251E-20     13.586    
X17    7.750     3.210E-20     19.375    
X18    4.589     1.901E-20     11.472    
X19    1.582     6.552E-21     3.954     
X1A    -0.251    -1.040E-21    -0.628    
X1B    8.190     3.392E-20     20.475    
X1C    -0.338    -1.400E-21    -0.845    
X1D    5.038     2.087E-20     12.596    
X1E    6.174     2.557E-20     15.435    
X1F    5.598     2.319E-20     13.994    
X1G    0.109     4.505E-22     0.272     
X1H    0.401     1.661E-21     1.003     
X1I    3.228     1.337E-20     8.071     
X1J    3.228     1.337E-20     8.069     
X1K    3.536     1.465E-20     8.840     
