#Predicted Hamaker constants for Gypsum-011
#Estimated self-vacuum-self Hamaker: 21.69582991324569#Nominal refractive index: 1.5784432010980463
#Name  kT        Joules        kJ/mol    
ALA    1.485     6.153E-21     3.714     
ARG    -3.202    -1.326E-20    -8.005    
LYS    1.713     7.095E-21     4.282     
HID    2.181     9.033E-21     5.452     
HIE    2.213     9.165E-21     5.532     
ASP    5.935     2.458E-20     14.838    
GLU    5.601     2.320E-20     14.002    
SER    6.004     2.487E-20     15.011    
THR    2.825     1.170E-20     7.063     
ASN    5.102     2.113E-20     12.756    
GLN    -0.621    -2.572E-21    -1.553    
CYS    10.317    4.273E-20     25.793    
GLY    7.701     3.190E-20     19.252    
PRO    1.968     8.150E-21     4.919     
VAL    0.875     3.625E-21     2.188     
ILE    -2.689    -1.114E-20    -6.722    
LEU    0.789     3.266E-21     1.972     
MET    0.718     2.973E-21     1.794     
PHE    -0.038    -1.579E-22    -0.095    
TYR    -1.283    -5.313E-21    -3.207    
TRP    -1.850    -7.665E-21    -4.626    
HIP    0.559     2.315E-21     1.397     
ETA    17.706    7.334E-20     44.265    
PHO    -0.821    -3.399E-21    -2.051    
CHL    15.857    6.568E-20     39.643    
DGL    3.118     1.291E-20     7.794     
EST    2.855     1.182E-20     7.137     
CYM    5.754     2.383E-20     14.385    
GAN    1.778     7.363E-21     4.444     
MAN    6.028     2.497E-20     15.070    
FUC    4.807     1.991E-20     12.018    
BGL    7.895     3.270E-20     19.738    
NGL    1.176     4.872E-21     2.941     
NGA    2.976     1.233E-20     7.440     
NC4    15.855    6.567E-20     39.637    
MAS    2.852     1.181E-20     7.130     
PRA    1.778     7.364E-21     4.444     
DMP    -1.117    -4.627E-21    -2.793    
MMM    17.701    7.332E-20     44.253    
BTE    1.796     7.441E-21     4.491     
PAS    4.910     2.034E-20     12.275    
PGL    4.863     2.014E-20     12.157    
HMA    3.905     1.617E-20     9.762     
HMB    3.703     1.534E-20     9.256     
HMC    2.260     9.361E-21     5.650     
HMD    2.873     1.190E-20     7.183     
HFE    -3.410    -1.413E-20    -8.526    
HIS    1.771     7.335E-21     4.427     
HAF    1.771     7.335E-21     4.427     
HAS    3.476     1.440E-20     8.689     
X00    7.273     3.012E-20     18.183    
X01    -2.438    -1.010E-20    -6.095    
X02    6.676     2.765E-20     16.690    
X03    5.374     2.226E-20     13.436    
X04    7.114     2.947E-20     17.786    
X05    1.403     5.812E-21     3.508     
X06    0.091     3.760E-22     0.227     
X07    1.867     7.732E-21     4.667     
X08    2.927     1.212E-20     7.317     
X09    3.092     1.281E-20     7.731     
X0A    8.238     3.412E-20     20.596    
X0B    -0.917    -3.797E-21    -2.292    
X0C    0.900     3.728E-21     2.250     
X0D    2.883     1.194E-20     7.207     
X0E    8.719     3.612E-20     21.798    
X0F    3.968     1.644E-20     9.920     
X0G    0.839     3.476E-21     2.098     
X0H    0.055     2.297E-22     0.139     
X0I    5.304     2.197E-20     13.261    
X0J    1.227     5.080E-21     3.066     
X0K    15.782    6.537E-20     39.454    
X0L    14.803    6.131E-20     37.008    
X0M    0.922     3.819E-21     2.305     
X0N    2.248     9.310E-21     5.619     
X0O    -0.309    -1.280E-21    -0.772    
X0P    4.540     1.881E-20     11.351    
X0Q    12.814    5.308E-20     32.036    
X0R    0.922     3.819E-21     2.305     
X0S    15.782    6.537E-20     39.454    
X0T    2.248     9.310E-21     5.619     
X0U    1.227     5.080E-21     3.066     
X0V    14.803    6.131E-20     37.008    
X0W    4.473     1.853E-20     11.183    
X0X    1.932     8.002E-21     4.830     
X0Y    -0.217    -8.969E-22    -0.541    
X0Z    -0.217    -8.969E-22    -0.541    
X10    6.072     2.515E-20     15.181    
X11    0.234     9.690E-22     0.585     
X12    -0.719    -2.980E-21    -1.798    
X13    2.800     1.160E-20     7.000     
X14    -0.309    -1.280E-21    -0.772    
X15    12.025    4.981E-20     30.063    
X16    5.656     2.343E-20     14.141    
X17    8.055     3.337E-20     20.139    
X18    4.780     1.980E-20     11.950    
X19    1.665     6.895E-21     4.162     
X1A    -0.234    -9.691E-22    -0.585    
X1B    8.512     3.525E-20     21.279    
X1C    -0.324    -1.342E-21    -0.810    
X1D    5.246     2.173E-20     13.114    
X1E    6.422     2.660E-20     16.056    
X1F    5.825     2.413E-20     14.563    
X1G    0.139     5.746E-22     0.347     
X1H    0.442     1.829E-21     1.104     
X1I    3.371     1.396E-20     8.426     
X1J    3.370     1.396E-20     8.424     
X1K    3.689     1.528E-20     9.223     
X1L    9.083     3.762E-20     22.707    
X1M    4.324     1.791E-20     10.809    
X1N    1.160     4.805E-21     2.900     
X1O    2.736     1.133E-20     6.841     
X1P    9.395     3.891E-20     23.487    
X1Q    4.025     1.667E-20     10.062    
X1R    0.461     1.909E-21     1.152     
X1S    0.219     9.071E-22     0.547     
X1T    5.655     2.342E-20     14.138    
X1U    3.762     1.558E-20     9.404     
X1V    12.184    5.047E-20     30.461    
X1W    3.762     1.558E-20     9.404     
X1X    4.994     2.068E-20     12.485    
X1Y    1.442     5.972E-21     3.604     
X1Z    4.939     2.046E-20     12.349    
X20    4.577     1.896E-20     11.443    
X21    5.285     2.189E-20     13.213    
X22    3.379     1.400E-20     8.448     
X23    19.845    8.220E-20     49.612    
X24    1.085     4.493E-21     2.712     
X25    11.162    4.623E-20     27.904    
X26    8.424     3.489E-20     21.060    
X27    1.032     4.275E-21     2.581     
X28    3.166     1.311E-20     7.915     
X29    1.488     6.163E-21     3.720     
X2A    5.659     2.344E-20     14.146    
X2B    6.622     2.743E-20     16.554    
X2C    3.449     1.429E-20     8.624     
X2D    1.655     6.856E-21     4.138     
X2E    15.819    6.552E-20     39.548    
X2F    10.378    4.299E-20     25.945    
