#Predicted Hamaker constants for Montmorillonite-001-NaCEC143
#Estimated self-vacuum-self Hamaker: 8.824801478421893#Nominal refractive index: 1.3445409723959754
#Name  kT        Joules        kJ/mol    
ALA    -0.617    -2.557E-21    -1.543    
ARG    -0.849    -3.515E-21    -2.122    
LYS    -0.606    -2.510E-21    -1.515    
HID    -0.583    -2.415E-21    -1.458    
HIE    -0.582    -2.409E-21    -1.454    
ASP    -0.399    -1.652E-21    -0.997    
GLU    -0.415    -1.720E-21    -1.038    
SER    -0.395    -1.638E-21    -0.989    
THR    -0.551    -2.284E-21    -1.379    
ASN    -0.440    -1.821E-21    -1.099    
GLN    -0.721    -2.987E-21    -1.803    
CYS    -0.185    -7.660E-22    -0.462    
GLY    -0.312    -1.294E-21    -0.781    
PRO    -0.594    -2.459E-21    -1.484    
VAL    -0.647    -2.681E-21    -1.618    
ILE    -0.823    -3.410E-21    -2.058    
LEU    -0.652    -2.699E-21    -1.629    
MET    -0.655    -2.713E-21    -1.638    
PHE    -0.692    -2.868E-21    -1.731    
TYR    -0.754    -3.122E-21    -1.884    
TRP    -0.782    -3.238E-21    -1.955    
HIP    -0.663    -2.746E-21    -1.657    
ETA    0.172     7.134E-22     0.431     
PHO    -0.731    -3.028E-21    -1.827    
CHL    0.083     3.452E-22     0.208     
DGL    -0.537    -2.224E-21    -1.343    
EST    -0.550    -2.278E-21    -1.375    
CYM    -0.408    -1.689E-21    -1.019    
GAN    -0.603    -2.497E-21    -1.507    
MAN    -0.394    -1.633E-21    -0.986    
FUC    -0.454    -1.881E-21    -1.135    
BGL    -0.303    -1.255E-21    -0.757    
NGL    -0.633    -2.620E-21    -1.581    
NGA    -0.544    -2.253E-21    -1.360    
NC4    0.083     3.446E-22     0.208     
MAS    -0.550    -2.278E-21    -1.375    
PRA    -0.603    -2.497E-21    -1.507    
DMP    -0.746    -3.088E-21    -1.864    
MMM    0.172     7.124E-22     0.430     
BTE    -0.602    -2.493E-21    -1.505    
PAS    -0.449    -1.860E-21    -1.123    
PGL    -0.451    -1.870E-21    -1.128    
HMA    -0.498    -2.064E-21    -1.246    
HMB    -0.508    -2.105E-21    -1.271    
HMC    -0.579    -2.399E-21    -1.448    
HMD    -0.549    -2.274E-21    -1.373    
HFE    -0.859    -3.558E-21    -2.147    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    -0.603    -2.499E-21    -1.508    
HAF    -0.603    -2.499E-21    -1.508    
HAS    -0.519    -2.151E-21    -1.299    
X00    -0.333    -1.381E-21    -0.833    
X01    -0.811    -3.358E-21    -2.027    
X02    -0.363    -1.502E-21    -0.906    
X03    -0.426    -1.766E-21    -1.066    
X04    -0.341    -1.413E-21    -0.853    
X05    -0.621    -2.574E-21    -1.553    
X06    -0.686    -2.841E-21    -1.715    
X07    -0.599    -2.479E-21    -1.496    
X08    -0.546    -2.263E-21    -1.366    
X09    -0.538    -2.229E-21    -1.346    
X0A    -0.286    -1.186E-21    -0.716    
X0B    -0.736    -3.047E-21    -1.839    
