#Predicted Hamaker constants for Rutile-100-old
#Estimated self-vacuum-self Hamaker: 555.1753728030109#Nominal refractive index: 9.102059411930425
#Name  kT        Joules        kJ/mol    
ALA    19.701    8.160E-20     49.252    
ARG    -22.824   -9.454E-20    -57.060   
LYS    21.842    9.047E-20     54.604    
HID    26.272    1.088E-19     65.680    
HIE    26.575    1.101E-19     66.438    
ASP    63.152    2.616E-19     157.881   
GLU    59.765    2.475E-19     149.414   
SER    63.857    2.645E-19     159.642   
THR    32.428    1.343E-19     81.069    
ASN    54.753    2.268E-19     136.882   
GLN    0.231     9.552E-22     0.577     
CYS    109.843   4.550E-19     274.606   
GLY    81.437    3.373E-19     203.593   
PRO    24.249    1.004E-19     60.623    
VAL    13.995    5.797E-20     34.988    
ILE    -18.305   -7.582E-20    -45.762   
LEU    13.190    5.463E-20     32.975    
MET    12.532    5.191E-20     31.329    
PHE    5.556     2.301E-20     13.890    
TYR    -5.760    -2.386E-20    -14.400   
TRP    -10.854   -4.496E-20    -27.136   
HIP    11.059    4.580E-20     27.647    
ETA    201.462   8.344E-19     503.655   
PHO    -1.582    -6.553E-21    -3.955    
CHL    176.607   7.315E-19     441.518   
DGL    35.244    1.460E-19     88.110    
EST    32.712    1.355E-19     81.781    
CYM    61.314    2.540E-19     153.286   
GAN    22.454    9.300E-20     56.136    
MAN    64.099    2.655E-19     160.247   
FUC    51.805    2.146E-19     129.512   
BGL    83.490    3.458E-19     208.724   
NGL    16.804    6.960E-20     42.010    
NGA    33.880    1.403E-19     84.699    
NC4    176.572   7.314E-19     441.430   
MAS    32.685    1.354E-19     81.711    
PRA    22.454    9.301E-20     56.136    
DMP    -4.266    -1.767E-20    -10.666   
MMM    201.394   8.342E-19     503.484   
BTE    22.631    9.374E-20     56.577    
PAS    52.829    2.188E-19     132.073   
PGL    52.360    2.169E-19     130.900   
HMA    42.897    1.777E-19     107.244   
HMB    40.922    1.695E-19     102.306   
HMC    27.025    1.119E-19     67.563    
HMD    32.892    1.362E-19     82.229    
HFE    -24.650   -1.021E-19    -61.625   
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    22.389    9.273E-20     55.973    
HAF    22.389    9.273E-20     55.973    
HAS    38.713    1.603E-19     96.784    
X00    76.945    3.187E-19     192.361   
X01    -16.086   -6.663E-20    -40.215   
X02    70.743    2.930E-19     176.858   
X03    57.480    2.381E-19     143.701   
X04    75.289    3.118E-19     188.224   
X05    18.929    7.840E-20     47.322    
X06    6.740     2.792E-20     16.850    
X07    23.296    9.649E-20     58.239    
X08    33.404    1.384E-19     83.511    
X09    35.001    1.450E-19     87.503    
X0A    87.136    3.609E-19     217.840   
X0B    -2.454    -1.016E-20    -6.135    
X0C    14.226    5.892E-20     35.565    
X0D    32.984    1.366E-19     82.460    
X0E    92.295    3.823E-19     230.737   
X0F    43.519    1.803E-19     108.797   
X0G    13.660    5.658E-20     34.150    
X0H    6.415     2.657E-20     16.038    
X0I    56.778    2.352E-19     141.945   
X0J    17.274    7.155E-20     43.185    
X0K    175.620   7.274E-19     439.049   
X0L    163.080   6.755E-19     407.701   
X0M    14.431    5.977E-20     36.078    
X0N    26.908    1.114E-19     67.269    
X0O    3.076     1.274E-20     7.691     
X0P    49.158    2.036E-19     122.894   
X0Q    138.679   5.744E-19     346.698   
X0R    14.431    5.977E-20     36.078    
X0S    175.620   7.274E-19     439.049   
X0T    26.908    1.114E-19     67.269    
X0U    17.274    7.155E-20     43.185    
X0V    163.080   6.755E-19     407.701   
X0W    48.491    2.008E-19     121.226   
X0X    23.911    9.904E-20     59.777    
X0Y    3.921     1.624E-20     9.802     
X0Z    3.921     1.624E-20     9.802     
X10    64.549    2.674E-19     161.374   
X11    8.058     3.337E-20     20.144    
X12    -0.664    -2.748E-21    -1.659    
X13    32.185    1.333E-19     80.464    
X14    3.076     1.274E-20     7.691     
X15    129.366   5.358E-19     323.415   
X16    60.325    2.499E-19     150.811   
X17    85.189    3.528E-19     212.972   
X18    51.533    2.134E-19     128.834   
X19    21.387    8.858E-20     53.467    
X1A    3.762     1.558E-20     9.404     
X1B    90.061    3.730E-19     225.151   
X1C    2.939     1.217E-20     7.347     
X1D    56.189    2.327E-19     140.473   
X1E    68.134    2.822E-19     170.334   
X1F    62.038    2.570E-19     155.095   
X1G    7.181     2.974E-20     17.952    
X1H    9.974     4.131E-20     24.934    
X1I    37.692    1.561E-19     94.231    
X1J    37.683    1.561E-19     94.209    
X1K    40.790    1.690E-19     101.976   
X1L    96.229    3.986E-19     240.573   
X1M    47.014    1.947E-19     117.534   
X1N    16.652    6.897E-20     41.630    
X1O    31.577    1.308E-19     78.941    
X1P    99.635    4.127E-19     249.088   
X1Q    44.076    1.826E-19     110.190   
X1R    10.151    4.205E-20     25.378    
X1S    7.920     3.280E-20     19.799    
X1T    60.314    2.498E-19     150.785   
X1U    41.500    1.719E-19     103.749   
X1V    131.227   5.435E-19     328.069   
X1W    41.500    1.719E-19     103.749   
X1X    53.667    2.223E-19     134.168   
X1Y    19.290    7.990E-20     48.226    
X1Z    53.124    2.200E-19     132.809   
X20    49.523    2.051E-19     123.806   
X21    56.584    2.344E-19     141.459   
X22    37.776    1.565E-19     94.440    
X23    232.298   9.622E-19     580.745   
X24    15.948    6.606E-20     39.871    
X25    119.391   4.945E-19     298.478   
X26    89.122    3.691E-19     222.806   
X27    15.458    6.403E-20     38.644    
X28    35.714    1.479E-19     89.284    
X29    19.723    8.169E-20     49.309    
X2A    60.348    2.500E-19     150.869   
X2B    70.183    2.907E-19     175.457   
X2C    38.458    1.593E-19     96.145    
X2D    21.298    8.821E-20     53.245    
X2E    176.108   7.294E-19     440.271   
X2F    110.525   4.578E-19     276.313   
X2G    31.058    1.286E-19     77.645    
X2H    11.595    4.802E-20     28.987    
X2I    48.706    2.017E-19     121.765   
X2J    47.658    1.974E-19     119.145   
X2K    47.105    1.951E-19     117.761   
X2L    -2.186    -9.054E-21    -5.465    
X2M    19.687    8.154E-20     49.218    
X2N    59.545    2.466E-19     148.864   
X2O    43.999    1.822E-19     109.998   
X2P    19.352    8.015E-20     48.380    
X2Q    71.686    2.969E-19     179.214   
X2R    7.101     2.941E-20     17.751    
X2S    4.256     1.763E-20     10.639    
X2T    8.197     3.395E-20     20.492    
X2U    31.334    1.298E-19     78.336    
X2V    10.604    4.392E-20     26.509    
X2W    31.030    1.285E-19     77.575    
X2X    32.226    1.335E-19     80.565    
X2Y    24.452    1.013E-19     61.130    
X2Z    68.828    2.851E-19     172.069   
X30    49.888    2.066E-19     124.719   
X31    19.784    8.194E-20     49.459    
X32    28.429    1.178E-19     71.074    
X33    52.784    2.186E-19     131.960   
