#Name  kT        Joules        kJ/mol    
X1L    7.338     3.039E-20     18.345    
X1M    6.734     2.789E-20     16.835    
X1N    7.468     3.093E-20     18.669    
X1O    7.482     3.099E-20     18.706    
X1P    7.460     3.090E-20     18.650    
X1Q    3.956     1.639E-20     9.890     
X1R    6.459     2.675E-20     16.147    
X1S    4.792     1.985E-20     11.979    
X1T    50.822    2.105E-19     127.056   
X1U    5.928     2.455E-20     14.819    
X1V    12.352    5.116E-20     30.880    
X1W    10.848    4.493E-20     27.120    
X1X    6.627     2.745E-20     16.567    
X1Y    6.154     2.549E-20     15.386    
X1Z    5.764     2.387E-20     14.410    
X20    9.162     3.795E-20     22.905    
X21    6.655     2.757E-20     16.638    
X22    11.583    4.798E-20     28.957    
X23    6.526     2.703E-20     16.316    
X24    18.959    7.853E-20     47.396    
X25    10.369    4.295E-20     25.923    
X26    6.975     2.889E-20     17.438    
X27    4.700     1.947E-20     11.750    
X28    11.284    4.674E-20     28.211    
X29    2.591     1.073E-20     6.478     
X2A    8.273     3.426E-20     20.682    
X2B    6.541     2.709E-20     16.352    
X2C    5.762     2.386E-20     14.404    
X2D    8.181     3.388E-20     20.452    
X2E    6.875     2.848E-20     17.189    
X2F    6.338     2.625E-20     15.844    
X2G    8.739     3.620E-20     21.847    
X2H    6.192     2.565E-20     15.481    
X2I    6.880     2.850E-20     17.201    
X2J    12.690    5.256E-20     31.724    
X2K    6.518     2.700E-20     16.295    
X2L    7.118     2.948E-20     17.795    
X2M    7.715     3.196E-20     19.289    
X2N    10.404    4.309E-20     26.010    
X2O    6.547     2.712E-20     16.369    
X2P    8.460     3.504E-20     21.149    
X2Q    8.810     3.649E-20     22.024    
X2R    6.471     2.680E-20     16.178    
X2S    4.138     1.714E-20     10.346    
X2T    5.938     2.459E-20     14.844    
X2U    6.138     2.542E-20     15.345    
X2V    5.309     2.199E-20     13.271    
X2W    10.700    4.432E-20     26.751    
X2X    8.576     3.552E-20     21.439    
X2Y    8.572     3.550E-20     21.430    
X2Z    8.724     3.613E-20     21.809    
X30    7.646     3.167E-20     19.115    
X31    5.990     2.481E-20     14.975    
X32    9.928     4.112E-20     24.820    
X33    6.540     2.709E-20     16.350    
X34    3.954     1.638E-20     9.884     
X35    12.241    5.070E-20     30.602    
X36    5.555     2.301E-20     13.886    
X37    7.596     3.146E-20     18.990    
X38    6.476     2.682E-20     16.189    
X39    8.513     3.526E-20     21.282    
X3A    7.387     3.060E-20     18.467    
X3B    6.130     2.539E-20     15.324    
X3C    7.317     3.031E-20     18.293    
X3D    3.901     1.616E-20     9.754     
X3E    9.446     3.913E-20     23.616    
X3F    7.683     3.182E-20     19.208    
X3G    6.149     2.547E-20     15.372    
X3H    8.112     3.360E-20     20.280    
X3I    5.843     2.420E-20     14.607    
X3J    7.253     3.004E-20     18.131    
X3K    5.595     2.317E-20     13.987    
X3L    5.896     2.442E-20     14.741    
X3M    5.780     2.394E-20     14.450    
X3N    7.335     3.038E-20     18.338    
X3O    6.794     2.814E-20     16.986    
X3P    6.981     2.891E-20     17.451    
X3Q    9.551     3.956E-20     23.878    
X3R    3.960     1.640E-20     9.900     
X3S    4.234     1.754E-20     10.584    
X3T    4.897     2.028E-20     12.243    
X3U    4.587     1.900E-20     11.468    
X3V    4.699     1.946E-20     11.747    
X3W    3.761     1.558E-20     9.401     
X3X    9.333     3.866E-20     23.332    
X3Y    6.888     2.853E-20     17.221    
X3Z    9.438     3.909E-20     23.596    
X40    5.640     2.336E-20     14.101    
X41    9.357     3.876E-20     23.393    
X42    8.215     3.403E-20     20.538    
X43    8.569     3.549E-20     21.422    
X44    8.798     3.644E-20     21.994    
X45    10.653    4.412E-20     26.632    
X46    5.281     2.187E-20     13.201    
X47    10.517    4.356E-20     26.292    
X48    6.913     2.863E-20     17.282    
X49    3.769     1.561E-20     9.423     
X4A    8.655     3.585E-20     21.637    
X4B    5.289     2.191E-20     13.224    
X4C    8.192     3.393E-20     20.480    
X4D    9.127     3.780E-20     22.818    
X4E    17.642    7.307E-20     44.106    
X4F    18.739    7.762E-20     46.848    
X4G    6.774     2.806E-20     16.934    
X4H    9.695     4.015E-20     24.236    
X4I    4.679     1.938E-20     11.697    
X4J    5.103     2.114E-20     12.758    
X4K    7.235     2.997E-20     18.088    
X4L    9.032     3.741E-20     22.581    
X4M    6.906     2.860E-20     17.264    
X4N    13.856    5.739E-20     34.639    
X4O    7.354     3.046E-20     18.384    
X4P    3.042     1.260E-20     7.604     
X4Q    9.394     3.891E-20     23.485    
X4R    11.274    4.670E-20     28.185    
X4S    9.938     4.116E-20     24.845    
X4T    9.028     3.739E-20     22.570    
X4U    10.092    4.180E-20     25.229    
X4V    8.762     3.629E-20     21.905    
X4W    8.310     3.442E-20     20.774    
X4X    8.862     3.671E-20     22.156    
X4Y    9.267     3.838E-20     23.168    
X4Z    9.704     4.019E-20     24.259    
X50    7.684     3.183E-20     19.209    
X51    14.314    5.929E-20     35.786    
X52    15.463    6.405E-20     38.658    
X53    12.940    5.360E-20     32.350    
