#Predicted Hamaker constants for TiO2-ana-101
#Estimated self-vacuum-self Hamaker: 49.840730188139425#Nominal refractive index: 1.9816018991212418
#Name  kT        Joules        kJ/mol    
ALA    4.606     1.908E-20     11.516    
ARG    -6.672    -2.763E-20    -16.679   
LYS    5.156     2.136E-20     12.890    
HID    6.287     2.604E-20     15.718    
HIE    6.365     2.636E-20     15.911    
ASP    15.403    6.380E-20     38.508    
GLU    14.589    6.043E-20     36.472    
SER    15.572    6.450E-20     38.930    
THR    7.847     3.250E-20     19.617    
ASN    13.375    5.540E-20     33.438    
GLN    -0.473    -1.959E-21    -1.182    
CYS    26.141    1.083E-19     65.351    
GLY    19.717    8.167E-20     49.292    
PRO    5.772     2.391E-20     14.429    
VAL    3.133     1.298E-20     7.832     
ILE    -5.441    -2.254E-20    -13.603   
LEU    2.924     1.211E-20     7.310     
MET    2.753     1.140E-20     6.882     
PHE    0.931     3.855E-21     2.327     
TYR    -2.065    -8.552E-21    -5.162    
TRP    -3.429    -1.420E-20    -8.572    
HIP    2.370     9.815E-21     5.924     
ETA    44.540    1.845E-19     111.351   
PHO    -0.953    -3.948E-21    -2.383    
CHL    39.897    1.653E-19     99.742    
DGL    8.555     3.544E-20     21.388    
EST    7.919     3.280E-20     19.796    
CYM    14.962    6.197E-20     37.405    
GAN    5.313     2.201E-20     13.282    
MAN    15.630    6.474E-20     39.074    
FUC    12.657    5.242E-20     31.642    
BGL    20.192    8.363E-20     50.480    
NGL    3.860     1.599E-20     9.649     
NGA    8.212     3.402E-20     20.531    
NC4    39.890    1.652E-19     99.725    
MAS    7.912     3.277E-20     19.779    
PRA    5.313     2.201E-20     13.282    
DMP    -1.667    -6.903E-21    -4.166    
MMM    44.528    1.844E-19     111.320   
BTE    5.358     2.219E-20     13.395    
PAS    12.907    5.346E-20     32.267    
PGL    12.792    5.299E-20     31.981    
HMA    10.465    4.334E-20     26.161    
HMB    9.974     4.131E-20     24.935    
HMC    6.479     2.684E-20     16.197    
HMD    7.964     3.299E-20     19.909    
HFE    -7.171    -2.970E-20    -17.927   
HIS    5.296     2.194E-20     13.240    
HAF    5.296     2.194E-20     13.240    
HAS    9.424     3.903E-20     23.559    
X00    18.670    7.733E-20     46.674    
X01    -4.840    -2.005E-20    -12.099   
X02    17.211    7.129E-20     43.027    
X03    14.037    5.814E-20     35.092    
X04    18.282    7.572E-20     45.705    
X05    4.408     1.826E-20     11.019    
X06    1.241     5.141E-21     3.103     
X07    5.528     2.290E-20     13.820    
X08    8.093     3.352E-20     20.232    
X09    8.494     3.518E-20     21.236    
X0A    21.033    8.712E-20     52.582    
X0B    -1.185    -4.907E-21    -2.962    
X0C    3.193     1.322E-20     7.982     
X0D    7.987     3.308E-20     19.967    
X0E    22.212    9.200E-20     55.530    
X0F    10.618    4.398E-20     26.546    
X0G    3.046     1.262E-20     7.615     
X0H    1.156     4.789E-21     2.890     
X0I    13.867    5.744E-20     34.667    
X0J    3.981     1.649E-20     9.953     
X0K    39.707    1.645E-19     99.267    
X0L    37.262    1.543E-19     93.154    
X0M    3.246     1.344E-20     8.115     
X0N    6.449     2.671E-20     16.123    
X0O    0.278     1.153E-21     0.696     
X0P    12.009    4.974E-20     30.022    
X0Q    32.313    1.338E-19     80.783    
X0R    3.246     1.344E-20     8.115     
X0S    39.707    1.645E-19     99.267    
X0T    6.449     2.671E-20     16.123    
X0U    3.981     1.649E-20     9.953     
X0V    37.262    1.543E-19     93.154    
X0W    11.845    4.906E-20     29.612    
X0X    5.685     2.355E-20     14.213    
X0Y    0.501     2.075E-21     1.252     
X0Z    0.501     2.075E-21     1.252     
X10    15.738    6.518E-20     39.344    
X11    1.586     6.570E-21     3.966     
X12    -0.710    -2.939E-21    -1.774    
X13    7.786     3.225E-20     19.464    
X14    0.278     1.153E-21     0.696     
X15    30.358    1.257E-19     75.896    
X16    14.724    6.098E-20     36.809    
X17    20.584    8.526E-20     51.461    
X18    12.591    5.215E-20     31.476    
X19    5.039     2.087E-20     12.598    
X1A    0.459     1.901E-21     1.147     
X1B    21.703    8.989E-20     54.257    
X1C    0.242     1.003E-21     0.605     
X1D    13.724    5.684E-20     34.310    
X1E    16.592    6.872E-20     41.480    
X1F    15.136    6.269E-20     37.839    
X1G    1.357     5.620E-21     3.392     
X1H    2.087     8.644E-21     5.217     
X1I    9.169     3.798E-20     22.921    
X1J    9.166     3.797E-20     22.916    
X1K    9.941     4.118E-20     24.853    
X1L    23.104    9.570E-20     57.760    
X1M    11.482    4.756E-20     28.704    
X1N    3.821     1.582E-20     9.551     
X1O    7.632     3.161E-20     19.080    
X1P    23.871    9.887E-20     59.678    
X1Q    10.756    4.455E-20     26.891    
X1R    2.133     8.836E-21     5.333     
X1S    1.550     6.421E-21     3.876     
X1T    14.721    6.097E-20     36.803    
X1U    10.118    4.191E-20     25.294    
X1V    30.752    1.274E-19     76.880    
X1W    10.118    4.191E-20     25.294    
X1X    13.111    5.431E-20     32.778    
X1Y    4.501     1.864E-20     11.252    
X1Z    12.979    5.376E-20     32.447    
X20    12.098    5.011E-20     30.246    
X21    13.820    5.724E-20     34.550    
X22    9.189     3.806E-20     22.974    
X23    49.952    2.069E-19     124.880   
X24    3.639     1.507E-20     9.097     
X25    28.223    1.169E-19     70.559    
X26    21.488    8.900E-20     53.720    
X27    3.512     1.455E-20     8.780     
X28    8.673     3.592E-20     21.683    
X29    4.612     1.910E-20     11.530    
X2A    14.729    6.101E-20     36.823    
X2B    17.078    7.074E-20     42.695    
X2C    9.360     3.877E-20     23.400    
X2D    5.016     2.078E-20     12.541    
X2E    39.801    1.649E-19     99.502    
X2F    26.291    1.089E-19     65.727    
X2G    7.501     3.107E-20     18.753    
X2H    2.509     1.039E-20     6.273     
X2I    11.898    4.928E-20     29.745    
X2J    11.640    4.821E-20     29.101    
X2K    11.504    4.765E-20     28.760    
X2L    -1.113    -4.612E-21    -2.783    
X2M    4.603     1.906E-20     11.507    
X2N    14.536    6.021E-20     36.340    
X2O    10.737    4.447E-20     26.844    
X2P    4.517     1.871E-20     11.291    
X2Q    17.433    7.221E-20     43.584    
X2R    1.336     5.533E-21     3.340     
X2S    0.589     2.439E-21     1.472     
X2T    1.623     6.721E-21     4.057     
X2U    7.571     3.136E-20     18.927    
X2V    2.251     9.324E-21     5.628     
X2W    7.494     3.104E-20     18.735    
X2X    7.796     3.229E-20     19.490    
X2Y    5.823     2.412E-20     14.559    
X2Z    16.757    6.941E-20     41.892    
X30    12.188    5.048E-20     30.469    
X31    4.628     1.917E-20     11.569    
X32    6.836     2.831E-20     17.089    
X33    12.896    5.341E-20     32.240    
X34    14.736    6.104E-20     36.841    
X35    2.855     1.183E-20     7.138     
X36    5.987     2.480E-20     14.966    
X37    13.191    5.464E-20     32.977    
X38    17.730    7.343E-20     44.324    
X39    5.650     2.340E-20     14.124    
X3A    10.554    4.371E-20     26.385    
X3B    18.129    7.509E-20     45.321    
X3C    4.484     1.857E-20     11.209    
X3D    11.272    4.669E-20     28.180    
X3E    13.724    5.684E-20     34.310    
X3F    7.561     3.132E-20     18.902    
X3G    15.951    6.607E-20     39.878    
X3H    5.608     2.323E-20     14.021    
X3I    13.227    5.478E-20     33.067    
X3J    3.211     1.330E-20     8.027     
X3K    7.452     3.087E-20     18.631    
X3L    2.337     9.681E-21     5.843     
X3M    12.119    5.019E-20     30.296    
X3N    4.019     1.665E-20     10.047    
X3O    4.911     2.034E-20     12.277    
X3P    4.648     1.925E-20     11.620    
X3Q    11.636    4.820E-20     29.090    
X3R    5.457     2.260E-20     13.641    
X3S    20.326    8.419E-20     50.814    
X3T    3.933     1.629E-20     9.833     
X3U    10.166    4.211E-20     25.415    
X3V    19.257    7.976E-20     48.143    
X3W    4.728     1.958E-20     11.820    
X3X    7.547     3.126E-20     18.868    
X3Y    3.853     1.596E-20     9.634     
X3Z    14.519    6.014E-20     36.298    
X40    8.369     3.466E-20     20.921    
X41    10.265    4.252E-20     25.662    
X42    24.126    9.993E-20     60.316    
X43    11.383    4.715E-20     28.457    
X44    18.125    7.507E-20     45.312    
X45    7.484     3.100E-20     18.711    
X46    13.424    5.560E-20     33.561    
X47    2.611     1.081E-20     6.528     
X48    13.679    5.666E-20     34.197    
X49    0.759     3.144E-21     1.898     
X4A    2.920     1.209E-20     7.299     
X4B    7.872     3.260E-20     19.679    
X4C    1.628     6.742E-21     4.069     
X4D    6.019     2.493E-20     15.047    
X4E    7.122     2.950E-20     17.805    
X4F    6.795     2.814E-20     16.987    
X4G    20.993    8.695E-20     52.482    
X4H    17.763    7.358E-20     44.409    
X4I    1.120     4.639E-21     2.800     
X4J    16.161    6.694E-20     40.403    
X4K    3.238     1.341E-20     8.096     
X4L    21.012    8.703E-20     52.529    
X4M    5.167     2.140E-20     12.916    
X4N    4.525     1.874E-20     11.312    
X4O    10.203    4.226E-20     25.507    
X4P    12.702    5.261E-20     31.754    
X4Q    20.157    8.349E-20     50.392    
X4R    0.705     2.921E-21     1.763     
X4S    15.374    6.368E-20     38.435    
X4T    11.406    4.724E-20     28.515    
X4U    14.341    5.940E-20     35.853    
X4V    6.743     2.793E-20     16.859    
X4W    -0.764    -3.163E-21    -1.909    
X4X    15.862    6.570E-20     39.654    
X4Y    7.464     3.091E-20     18.659    
X4Z    8.982     3.720E-20     22.456    
X50    -0.223    -9.253E-22    -0.559    
X51    3.529     1.462E-20     8.822     
X52    5.263     2.180E-20     13.159    
X53    10.287    4.261E-20     25.718    
X54    -7.317    -3.031E-20    -18.293   
X55    12.234    5.067E-20     30.585    
X56    13.547    5.611E-20     33.869    
X57    0.448     1.857E-21     1.121     
X58    4.864     2.015E-20     12.160    
X59    7.890     3.268E-20     19.725    
X5A    10.684    4.425E-20     26.709    
X5B    24.831    1.028E-19     62.078    
X5C    0.701     2.904E-21     1.753     
X5D    -1.040    -4.307E-21    -2.600    
X5E    1.378     5.709E-21     3.446     
X5F    1.620     6.709E-21     4.050     
X5G    -6.185    -2.562E-20    -15.462   
X5H    0.036     1.510E-22     0.091     
X5I    -3.003    -1.244E-20    -7.506    
X5J    5.052     2.092E-20     12.629    
X5K    1.285     5.324E-21     3.214     
X5L    7.170     2.970E-20     17.926    
