#Name  kT        Joules        kJ/mol    
ALA    0.566     2.344E-21     1.415     
ARG    3.197     1.324E-20     7.993     
LYS    3.980     1.648E-20     9.949     
HID    3.238     1.341E-20     8.094     
HIE    3.240     1.342E-20     8.099     
ASP    3.635     1.506E-20     9.088     
GLU    3.079     1.275E-20     7.698     
SER    2.348     9.723E-21     5.869     
THR    2.004     8.300E-21     5.010     
ASN    3.094     1.282E-20     7.736     
GLN    2.714     1.124E-20     6.785     
CYS    5.638     2.335E-20     14.094    
GLY    2.914     1.207E-20     7.285     
PRO    2.724     1.128E-20     6.809     
VAL    1.191     4.932E-21     2.977     
ILE    1.280     5.302E-21     3.200     
LEU    1.265     5.238E-21     3.161     
MET    3.302     1.368E-20     8.256     
PHE    2.031     8.411E-21     5.077     
TYR    2.446     1.013E-20     6.114     
TRP    2.910     1.205E-20     7.275     
HIP    3.837     1.589E-20     9.591     
ETA    10.900    4.515E-20     27.251    
PHO    4.212     1.745E-20     10.531    
CHL    7.169     2.970E-20     17.924    
DGL    3.290     1.363E-20     8.225     
EST    2.497     1.034E-20     6.241     
CYM    5.665     2.346E-20     14.162    
GAN    2.782     1.152E-20     6.954     
HIS    3.403     1.410E-20     8.507     
X00    0.860     3.562E-21     2.150     
X01    4.031     1.670E-20     10.078    
X02    3.586     1.485E-20     8.964     
X03    2.645     1.096E-20     6.612     
X04    6.994     2.897E-20     17.486    
X05    2.846     1.179E-20     7.115     
X06    2.153     8.916E-21     5.382     
X07    2.840     1.176E-20     7.100     
X08    2.837     1.175E-20     7.093     
X09    0.687     2.846E-21     1.718     
X0A    0.674     2.790E-21     1.684     
X0B    1.880     7.788E-21     4.701     
X0C    3.626     1.502E-20     9.065     
X0D    1.588     6.579E-21     3.971     
X0E    2.534     1.050E-20     6.336     
X0F    1.615     6.690E-21     4.038     
X0G    2.587     1.071E-20     6.467     
X0H    2.122     8.790E-21     5.305     
X0I    0.650     2.692E-21     1.625     
X0J    3.413     1.414E-20     8.532     
X0K    4.764     1.973E-20     11.910    
X0L    3.871     1.603E-20     9.678     
X0M    5.939     2.460E-20     14.848    
X0N    2.202     9.121E-21     5.505     
X0O    2.890     1.197E-20     7.226     
X0P    0.986     4.082E-21     2.464     
X0Q    9.073     3.758E-20     22.682    
X0R    5.939     2.460E-20     14.848    
X0S    4.764     1.973E-20     11.910    
X0T    2.202     9.121E-21     5.505     
X0U    3.413     1.414E-20     8.532     
X0V    3.871     1.603E-20     9.678     
X0W    5.714     2.367E-20     14.285    
X0X    3.541     1.466E-20     8.851     
X0Y    3.095     1.282E-20     7.737     
X0Z    3.095     1.282E-20     7.737     
X10    3.262     1.351E-20     8.155     
X11    2.415     1.000E-20     6.038     
X12    3.041     1.259E-20     7.602     
X13    2.868     1.188E-20     7.170     
X14    2.890     1.197E-20     7.226     
X15    1.014     4.200E-21     2.535     
X16    1.191     4.933E-21     2.977     
X17    0.938     3.884E-21     2.344     
X18    1.261     5.221E-21     3.151     
X19    1.371     5.678E-21     3.427     
X1A    1.455     6.028E-21     3.638     
X1B    1.455     6.028E-21     3.638     
X1C    1.689     6.998E-21     4.224     
X1D    4.215     1.746E-20     10.537    
X1E    7.170     2.970E-20     17.924    
X1F    2.497     1.034E-20     6.242     
X1G    3.837     1.589E-20     9.591     
X1H    10.900    4.515E-20     27.250    
X1I    4.467     1.850E-20     11.169    
X1J    2.980     1.234E-20     7.451     
X1K    2.782     1.152E-20     6.954     
X1L    3.213     1.331E-20     8.032     
X1M    2.948     1.221E-20     7.371     
X1N    3.270     1.354E-20     8.174     
X1O    3.276     1.357E-20     8.190     
X1P    3.266     1.353E-20     8.166     
X1Q    1.732     7.174E-21     4.330     
X1R    2.828     1.171E-20     7.070     
X1S    2.098     8.690E-21     5.245     
X1T    22.251    9.216E-20     55.628    
X1U    2.595     1.075E-20     6.488     
X1V    5.408     2.240E-20     13.520    
X1W    4.749     1.967E-20     11.874    
X1X    2.901     1.202E-20     7.253     
X1Y    2.694     1.116E-20     6.736     
X1Z    2.524     1.045E-20     6.309     
X20    4.011     1.661E-20     10.028    
X21    2.914     1.207E-20     7.285     
X22    5.071     2.100E-20     12.678    
X23    2.857     1.184E-20     7.144     
X24    8.300     3.438E-20     20.751    
X25    4.540     1.880E-20     11.350    
X26    3.054     1.265E-20     7.635     
X27    2.058     8.523E-21     5.145     
X28    4.941     2.046E-20     12.351    
X29    1.135     4.699E-21     2.836     
X2A    3.622     1.500E-20     9.055     
X2B    2.864     1.186E-20     7.159     
X2C    2.523     1.045E-20     6.306     
X2D    3.582     1.484E-20     8.954     
X2E    3.010     1.247E-20     7.526     
X2F    2.775     1.149E-20     6.937     
X2G    3.826     1.585E-20     9.565     
X2H    2.711     1.123E-20     6.778     
X2I    3.012     1.248E-20     7.531     
X2J    5.556     2.301E-20     13.890    
X2K    2.854     1.182E-20     7.134     
X2L    3.116     1.291E-20     7.791     
X2M    3.378     1.399E-20     8.445     
X2N    4.555     1.887E-20     11.388    
X2O    2.867     1.187E-20     7.167     
X2P    3.704     1.534E-20     9.259     
X2Q    3.857     1.598E-20     9.643     
X2R    2.833     1.174E-20     7.083     
X2S    1.812     7.505E-21     4.530     
X2T    2.600     1.077E-20     6.499     
X2U    2.687     1.113E-20     6.718     
X2V    2.324     9.627E-21     5.810     
X2W    4.685     1.940E-20     11.712    
X2X    3.755     1.555E-20     9.387     
X2Y    3.753     1.554E-20     9.382     
X2Z    3.819     1.582E-20     9.549     
X30    3.348     1.387E-20     8.369     
X31    2.623     1.086E-20     6.556     
X32    4.347     1.800E-20     10.867    
X33    2.863     1.186E-20     7.158     
X34    1.731     7.170E-21     4.328     
X35    5.359     2.220E-20     13.398    
X36    2.432     1.007E-20     6.080     
X37    3.326     1.377E-20     8.314     
X38    2.835     1.174E-20     7.088     
X39    3.727     1.544E-20     9.318     
X3A    3.234     1.340E-20     8.085     
X3B    2.684     1.112E-20     6.709     
X3C    3.204     1.327E-20     8.009     
X3D    1.708     7.075E-21     4.270     
