#Name  kT        Joules        kJ/mol    
ALA    4.096     1.697E-20     10.240    
ARG    23.144    9.586E-20     57.859    
LYS    28.809    1.193E-19     72.021    
HID    23.436    9.707E-20     58.591    
HIE    23.452    9.714E-20     58.629    
ASP    26.316    1.090E-19     65.791    
GLU    22.289    9.232E-20     55.724    
SER    16.994    7.039E-20     42.485    
THR    14.507    6.009E-20     36.267    
ASN    22.400    9.278E-20     56.000    
GLN    19.647    8.138E-20     49.117    
CYS    40.811    1.690E-19     102.028   
GLY    21.096    8.738E-20     52.740    
PRO    19.717    8.166E-20     49.291    
VAL    8.620     3.570E-20     21.550    
ILE    9.266     3.838E-20     23.165    
LEU    9.154     3.791E-20     22.884    
MET    23.905    9.901E-20     59.762    
PHE    14.701    6.089E-20     36.752    
TYR    17.704    7.333E-20     44.260    
TRP    21.065    8.725E-20     52.663    
HIP    27.773    1.150E-19     69.432    
ETA    78.907    3.268E-19     197.267   
PHO    30.493    1.263E-19     76.232    
CHL    51.899    2.150E-19     129.749   
DGL    23.817    9.865E-20     59.543    
EST    18.073    7.486E-20     45.182    
CYM    41.006    1.698E-19     102.516   
GAN    20.137    8.341E-20     50.343    
HIS    24.634    1.020E-19     61.586    
X00    6.225     2.578E-20     15.563    
X01    29.182    1.209E-19     72.955    
X02    25.957    1.075E-19     64.893    
X03    19.147    7.930E-20     47.866    
X04    50.632    2.097E-19     126.581   
X05    20.603    8.534E-20     51.508    
X06    15.583    6.454E-20     38.957    
X07    20.558    8.515E-20     51.394    
X08    20.539    8.507E-20     51.348    
X09    4.975     2.060E-20     12.436    
X0A    4.876     2.020E-20     12.190    
X0B    13.612    5.638E-20     34.030    
X0C    26.247    1.087E-19     65.618    
X0D    11.499    4.763E-20     28.747    
X0E    18.346    7.599E-20     45.864    
X0F    11.693    4.843E-20     29.231    
X0G    18.726    7.756E-20     46.815    
X0H    15.362    6.363E-20     38.406    
X0I    4.705     1.949E-20     11.762    
X0J    24.705    1.023E-19     61.763    
X0K    34.487    1.428E-19     86.218    
X0L    28.024    1.161E-19     70.060    
X0M    42.995    1.781E-19     107.488   
X0N    15.941    6.603E-20     39.854    
X0O    20.923    8.666E-20     52.306    
X0P    7.134     2.955E-20     17.836    
X0Q    65.679    2.720E-19     164.197   
X0R    42.995    1.781E-19     107.488   
X0S    34.487    1.428E-19     86.218    
X0T    15.941    6.603E-20     39.854    
X0U    24.705    1.023E-19     61.763    
X0V    28.024    1.161E-19     70.060    
X0W    41.363    1.713E-19     103.409   
X0X    25.630    1.062E-19     64.074    
X0Y    22.402    9.279E-20     56.005    
X0Z    22.402    9.279E-20     56.005    
X10    23.614    9.781E-20     59.036    
X11    17.485    7.242E-20     43.713    
X12    22.012    9.117E-20     55.030    
X13    20.762    8.600E-20     51.905    
X14    20.923    8.666E-20     52.306    
X15    7.341     3.041E-20     18.352    
X16    8.621     3.571E-20     21.552    
X17    6.789     2.812E-20     16.971    
X18    9.125     3.779E-20     22.812    
X19    9.924     4.110E-20     24.810    
X1A    10.535    4.363E-20     26.337    
X1B    10.535    4.364E-20     26.338    
X1C    12.230    5.066E-20     30.575    
X1D    30.511    1.264E-19     76.277    
X1E    51.900    2.150E-19     129.750   
X1F    18.075    7.486E-20     45.187    
X1G    27.773    1.150E-19     69.432    
X1H    78.905    3.268E-19     197.261   
X1I    32.340    1.339E-19     80.849    
X1J    21.575    8.936E-20     53.938    
X1K    20.136    8.340E-20     50.341    
X1L    23.257    9.633E-20     58.142    
X1M    21.343    8.840E-20     53.358    
X1N    23.668    9.803E-20     59.170    
X1O    23.714    9.822E-20     59.286    
X1P    23.644    9.793E-20     59.111    
X1Q    12.539    5.193E-20     31.347    
X1R    20.470    8.479E-20     51.176    
X1S    15.187    6.290E-20     37.968    
X1T    161.076   6.672E-19     402.690   
X1U    18.787    7.782E-20     46.969    
X1V    39.148    1.621E-19     97.870    
X1W    34.381    1.424E-19     85.954    
X1X    21.002    8.699E-20     52.506    
X1Y    19.505    8.079E-20     48.763    
X1Z    18.268    7.567E-20     45.671    
X20    29.038    1.203E-19     72.596    
X21    21.093    8.737E-20     52.734    
X22    36.710    1.521E-19     91.776    
X23    20.685    8.568E-20     51.712    
X24    60.087    2.489E-19     150.218   
X25    32.864    1.361E-19     82.160    
X26    22.107    9.157E-20     55.268    
X27    14.897    6.170E-20     37.242    
X28    35.765    1.481E-19     89.412    
X29    8.213     3.402E-20     20.533    
X2A    26.219    1.086E-19     65.548    
X2B    20.731    8.587E-20     51.827    
X2C    18.261    7.564E-20     45.652    
X2D    25.928    1.074E-19     64.820    
X2E    21.791    9.026E-20     54.477    
X2F    20.087    8.320E-20     50.217    
X2G    27.696    1.147E-19     69.241    
X2H    19.626    8.129E-20     49.065    
X2I    21.807    9.032E-20     54.517    
X2J    40.219    1.666E-19     100.547   
X2K    20.658    8.557E-20     51.646    
X2L    22.559    9.344E-20     56.399    
X2M    24.453    1.013E-19     61.133    
X2N    32.974    1.366E-19     82.436    
X2O    20.751    8.595E-20     51.878    
X2P    26.812    1.111E-19     67.029    
X2Q    27.922    1.156E-19     69.804    
X2R    20.510    8.495E-20     51.275    
X2S    13.116    5.433E-20     32.790    
X2T    18.819    7.795E-20     47.047    
X2U    19.454    8.058E-20     48.635    
X2V    16.825    6.969E-20     42.062    
X2W    33.914    1.405E-19     84.785    
X2X    27.180    1.126E-19     67.949    
X2Y    27.168    1.125E-19     67.919    
X2Z    27.649    1.145E-19     69.122    
X30    24.233    1.004E-19     60.582    
X31    18.984    7.863E-20     47.461    
X32    31.465    1.303E-19     78.663    
X33    20.727    8.585E-20     51.818    
X34    12.531    5.190E-20     31.327    
X35    38.795    1.607E-19     96.988    
X36    17.605    7.292E-20     44.011    
X37    24.075    9.972E-20     60.186    
X38    20.524    8.501E-20     51.309    
X39    26.980    1.118E-19     67.450    
X3A    23.412    9.697E-20     58.531    
X3B    19.428    8.047E-20     48.569    
X3C    23.191    9.606E-20     57.978    
X3D    12.365    5.122E-20     30.913    
X3E    29.939    1.240E-19     74.848    
X3F    24.351    1.009E-19     60.878    
X3G    19.488    8.072E-20     48.721    
X3H    25.710    1.065E-19     64.276    
X3I    18.518    7.670E-20     46.296    
X3J    22.986    9.521E-20     57.465    
X3K    17.732    7.345E-20     44.331    
X3L    18.688    7.741E-20     46.721    
X3M    18.319    7.588E-20     45.798    
X3N    23.248    9.629E-20     58.120    
X3O    21.534    8.919E-20     53.835    
X3P    22.124    9.164E-20     55.310    
X3Q    30.272    1.254E-19     75.679    
X3R    12.551    5.199E-20     31.378    
X3S    13.419    5.558E-20     33.546    
X3T    15.522    6.429E-20     38.804    
X3U    14.538    6.022E-20     36.346    
X3V    14.892    6.168E-20     37.230    
X3W    11.919    4.937E-20     29.797    
X3X    29.579    1.225E-19     73.948    
X3Y    21.831    9.042E-20     54.579    
X3Z    29.914    1.239E-19     74.784    
X40    17.876    7.404E-20     44.690    
X41    29.656    1.228E-19     74.140    
X42    26.037    1.078E-19     65.094    
X43    27.158    1.125E-19     67.896    
X44    27.884    1.155E-19     69.709    
X45    33.763    1.398E-19     84.407    
X46    16.736    6.932E-20     41.840    
X47    33.332    1.381E-19     83.329    
X48    21.909    9.075E-20     54.772    
X49    11.946    4.948E-20     29.865    
X4A    27.430    1.136E-19     68.575    
X4B    16.764    6.944E-20     41.911    
X4C    25.963    1.075E-19     64.908    
X4D    28.928    1.198E-19     72.320    
X4E    55.916    2.316E-19     139.789   
X4F    59.392    2.460E-19     148.480   
X4G    21.468    8.892E-20     53.670    
X4H    30.726    1.273E-19     76.814    
X4I    14.829    6.142E-20     37.071    
X4J    16.174    6.699E-20     40.436    
X4K    22.932    9.498E-20     57.329    
X4L    28.627    1.186E-19     71.568    
X4M    21.887    9.065E-20     54.716    
X4N    43.914    1.819E-19     109.786   
X4O    23.306    9.653E-20     58.266    
X4P    9.640     3.993E-20     24.100    
X4Q    29.774    1.233E-19     74.434    
X4R    35.732    1.480E-19     89.329    
X4S    31.498    1.305E-19     78.744    
X4T    28.613    1.185E-19     71.534    
X4U    31.984    1.325E-19     79.960    
X4V    27.771    1.150E-19     69.427    
X4W    26.336    1.091E-19     65.840    
X4X    28.089    1.163E-19     70.222    
X4Y    29.371    1.217E-19     73.427    
X4Z    30.755    1.274E-19     76.887    
X50    24.353    1.009E-19     60.881    
X51    45.368    1.879E-19     113.420   
X52    49.009    2.030E-19     122.523   
X53    41.012    1.699E-19     102.530   
