#Name  kT        Joules        kJ/mol    
ALA    0.744     3.082E-21     1.860     
ARG    4.204     1.741E-20     10.511    
LYS    5.234     2.168E-20     13.084    
HID    4.258     1.763E-20     10.644    
HIE    4.260     1.765E-20     10.651    
ASP    4.781     1.980E-20     11.952    
GLU    4.049     1.677E-20     10.123    
SER    3.087     1.279E-20     7.718     
THR    2.635     1.092E-20     6.588     
ASN    4.069     1.685E-20     10.173    
GLN    3.569     1.478E-20     8.923     
CYS    7.414     3.071E-20     18.535    
GLY    3.832     1.587E-20     9.581     
PRO    3.582     1.484E-20     8.955     
VAL    1.566     6.486E-21     3.915     
ILE    1.683     6.972E-21     4.208     
LEU    1.663     6.888E-21     4.157     
MET    4.343     1.799E-20     10.857    
PHE    2.671     1.106E-20     6.677     
TYR    3.216     1.332E-20     8.040     
TRP    3.827     1.585E-20     9.567     
HIP    5.045     2.090E-20     12.613    
ETA    14.335    5.937E-20     35.837    
PHO    5.540     2.294E-20     13.849    
CHL    9.428     3.905E-20     23.571    
DGL    4.327     1.792E-20     10.817    
EST    3.283     1.360E-20     8.208     
CYM    7.449     3.086E-20     18.624    
GAN    3.658     1.515E-20     9.146     
HIS    4.475     1.854E-20     11.188    
X00    1.131     4.684E-21     2.827     
X01    5.301     2.196E-20     13.253    
X02    4.716     1.953E-20     11.789    
X03    3.478     1.441E-20     8.696     
X04    9.198     3.810E-20     22.995    
X05    3.743     1.550E-20     9.357     
X06    2.831     1.173E-20     7.077     
X07    3.735     1.547E-20     9.337     
X08    3.731     1.545E-20     9.328     
X09    0.904     3.743E-21     2.259     
X0A    0.886     3.669E-21     2.215     
X0B    2.473     1.024E-20     6.182     
X0C    4.768     1.975E-20     11.921    
X0D    2.089     8.652E-21     5.222     
X0E    3.333     1.380E-20     8.332     
X0F    2.124     8.798E-21     5.310     
X0G    3.402     1.409E-20     8.505     
X0H    2.791     1.156E-20     6.977     
X0I    0.855     3.540E-21     2.137     
X0J    4.488     1.859E-20     11.220    
X0K    6.265     2.595E-20     15.663    
X0L    5.091     2.109E-20     12.728    
X0M    7.811     3.235E-20     19.527    
X0N    2.896     1.200E-20     7.240     
X0O    3.801     1.574E-20     9.502     
X0P    1.296     5.368E-21     3.240     
X0Q    11.932    4.942E-20     29.829    
X0R    7.811     3.235E-20     19.527    
X0S    6.265     2.595E-20     15.663    
X0T    2.896     1.200E-20     7.240     
X0U    4.488     1.859E-20     11.220    
X0V    5.091     2.109E-20     12.728    
X0W    7.514     3.112E-20     18.786    
X0X    4.656     1.929E-20     11.640    
X0Y    4.070     1.686E-20     10.174    
X0Z    4.070     1.686E-20     10.174    
X10    4.290     1.777E-20     10.725    
X11    3.176     1.316E-20     7.941     
X12    3.999     1.656E-20     9.997     
X13    3.772     1.562E-20     9.429     
X14    3.801     1.574E-20     9.502     
X15    1.334     5.524E-21     3.334     
X16    1.566     6.487E-21     3.915     
X17    1.233     5.108E-21     3.083     
X18    1.658     6.866E-21     4.144     
X19    1.803     7.467E-21     4.507     
X1A    1.914     7.927E-21     4.784     
X1B    1.914     7.927E-21     4.785     
X1C    2.222     9.203E-21     5.555     
X1D    5.543     2.296E-20     13.857    
X1E    9.429     3.905E-20     23.571    
X1F    3.284     1.360E-20     8.209     
X1G    5.045     2.090E-20     12.613    
X1H    14.334    5.937E-20     35.836    
X1I    5.875     2.433E-20     14.688    
X1J    3.919     1.623E-20     9.799     
X1K    3.658     1.515E-20     9.145     
X1L    4.225     1.750E-20     10.562    
X1M    3.877     1.606E-20     9.693     
X1N    4.300     1.781E-20     10.749    
X1O    4.308     1.784E-20     10.770    
X1P    4.295     1.779E-20     10.738    
X1Q    2.278     9.435E-21     5.695     
X1R    3.719     1.540E-20     9.297     
X1S    2.759     1.143E-20     6.897     
X1T    29.262    1.212E-19     73.155    
X1U    3.413     1.414E-20     8.533     
X1V    7.112     2.946E-20     17.780    
X1W    6.246     2.587E-20     15.615    
X1X    3.815     1.580E-20     9.539     
X1Y    3.543     1.468E-20     8.859     
X1Z    3.319     1.375E-20     8.297     
X20    5.275     2.185E-20     13.188    
X21    3.832     1.587E-20     9.580     
X22    6.669     2.762E-20     16.673    
X23    3.758     1.556E-20     9.394     
X24    10.916    4.521E-20     27.290    
X25    5.970     2.473E-20     14.926    
X26    4.016     1.663E-20     10.040    
X27    2.706     1.121E-20     6.766     
X28    6.497     2.691E-20     16.243    
X29    1.492     6.180E-21     3.730     
X2A    4.763     1.973E-20     11.908    
X2B    3.766     1.560E-20     9.415     
X2C    3.317     1.374E-20     8.294     
X2D    4.710     1.951E-20     11.776    
X2E    3.959     1.640E-20     9.897     
X2F    3.649     1.511E-20     9.123     
X2G    5.031     2.084E-20     12.579    
X2H    3.565     1.477E-20     8.913     
X2I    3.962     1.641E-20     9.904     
X2J    7.306     3.026E-20     18.266    
X2K    3.753     1.554E-20     9.382     
X2L    4.098     1.697E-20     10.246    
X2M    4.442     1.840E-20     11.106    
X2N    5.990     2.481E-20     14.976    
X2O    3.770     1.561E-20     9.425     
X2P    4.871     2.017E-20     12.177    
X2Q    5.072     2.101E-20     12.681    
X2R    3.726     1.543E-20     9.315     
X2S    2.383     9.869E-21     5.957     
X2T    3.419     1.416E-20     8.547     
X2U    3.534     1.464E-20     8.835     
X2V    3.057     1.266E-20     7.641     
X2W    6.161     2.552E-20     15.403    
X2X    4.938     2.045E-20     12.344    
X2Y    4.935     2.044E-20     12.339    
X2Z    5.023     2.080E-20     12.557    
X30    4.402     1.823E-20     11.006    
X31    3.449     1.428E-20     8.622     
X32    5.716     2.368E-20     14.290    
X33    3.765     1.560E-20     9.414     
X34    2.276     9.429E-21     5.691     
X35    7.048     2.919E-20     17.620    
X36    3.198     1.325E-20     7.995     
X37    4.374     1.811E-20     10.934    
X38    3.728     1.544E-20     9.321     
X39    4.901     2.030E-20     12.253    
X3A    4.253     1.762E-20     10.633    
X3B    3.529     1.462E-20     8.823     
X3C    4.213     1.745E-20     10.533    
X3D    2.246     9.304E-21     5.616     
X3E    5.439     2.253E-20     13.597    
X3F    4.424     1.832E-20     11.059    
X3G    3.540     1.466E-20     8.851     
X3H    4.671     1.935E-20     11.677    
X3I    3.364     1.393E-20     8.410     
X3J    4.176     1.730E-20     10.440    
X3K    3.221     1.334E-20     8.053     
X3L    3.395     1.406E-20     8.488     
X3M    3.328     1.378E-20     8.320     
X3N    4.223     1.749E-20     10.558    
X3O    3.912     1.620E-20     9.780     
X3P    4.019     1.665E-20     10.048    
X3Q    5.499     2.278E-20     13.748    
X3R    2.280     9.444E-21     5.700     
X3S    2.438     1.010E-20     6.094     
X3T    2.820     1.168E-20     7.049     
X3U    2.641     1.094E-20     6.603     
X3V    2.705     1.121E-20     6.763     
X3W    2.165     8.968E-21     5.413     
X3X    5.374     2.226E-20     13.434    
X3Y    3.966     1.643E-20     9.915     
X3Z    5.434     2.251E-20     13.586    
X40    3.247     1.345E-20     8.119     
X41    5.388     2.231E-20     13.469    
X42    4.730     1.959E-20     11.825    
X43    4.934     2.044E-20     12.334    
X44    5.066     2.098E-20     12.664    
X45    6.134     2.540E-20     15.334    
X46    3.040     1.259E-20     7.601     
X47    6.055     2.508E-20     15.138    
X48    3.980     1.649E-20     9.950     
X49    2.170     8.989E-21     5.426     
X4A    4.983     2.064E-20     12.458    
X4B    3.046     1.261E-20     7.614     
X4C    4.717     1.954E-20     11.792    
X4D    5.255     2.177E-20     13.138    
