#Predicted Hamaker constants for hydroxyapatite-101-ph5
#Estimated self-vacuum-self Hamaker: 19.389190083746225#Nominal refractive index: 1.5408893394909606
#Name  kT        Joules        kJ/mol    
ALA    1.162     4.813E-21     2.905     
ARG    -2.841    -1.177E-20    -7.102    
LYS    1.356     5.617E-21     3.391     
HID    1.756     7.272E-21     4.389     
HIE    1.783     7.385E-21     4.457     
ASP    4.959     2.054E-20     12.397    
GLU    4.674     1.936E-20     11.685    
SER    5.018     2.078E-20     12.544    
THR    2.305     9.549E-21     5.764     
ASN    4.249     1.760E-20     10.622    
GLN    -0.636    -2.636E-21    -1.591    
CYS    8.694     3.601E-20     21.736    
GLY    6.465     2.678E-20     16.162    
PRO    1.574     6.518E-21     3.934     
VAL    0.641     2.656E-21     1.603     
ILE    -2.403    -9.951E-21    -6.006    
LEU    0.567     2.349E-21     1.418     
MET    0.507     2.099E-21     1.267     
PHE    -0.139    -5.743E-22    -0.347    
TYR    -1.202    -4.977E-21    -3.004    
TRP    -1.686    -6.985E-21    -4.216    
HIP    0.371     1.537E-21     0.928     
ETA    14.983    6.206E-20     37.459    
PHO    -0.807    -3.342E-21    -2.017    
CHL    13.411    5.555E-20     33.528    
DGL    2.555     1.058E-20     6.388     
EST    2.331     9.654E-21     5.827     
CYM    4.804     1.990E-20     12.011    
GAN    1.412     5.847E-21     3.529     
MAN    5.038     2.087E-20     12.595    
FUC    3.997     1.655E-20     9.992     
BGL    6.630     2.746E-20     16.576    
NGL    0.898     3.720E-21     2.246     
NGA    2.434     1.008E-20     6.086     
NC4    13.409    5.554E-20     33.523    
MAS    2.328     9.644E-21     5.821     
PRA    1.412     5.847E-21     3.529     
DMP    -1.060    -4.391E-21    -2.650    
MMM    14.979    6.204E-20     37.448    
BTE    1.428     5.913E-21     3.569     
PAS    4.084     1.692E-20     10.211    
PGL    4.044     1.675E-20     10.111    
HMA    3.227     1.337E-20     8.067     
HMB    3.054     1.265E-20     7.636     
HMC    1.823     7.552E-21     4.558     
HMD    2.347     9.720E-21     5.867     
HFE    -3.019    -1.250E-20    -7.547    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    1.406     5.822E-21     3.514     
HAF    1.406     5.822E-21     3.514     
HAS    2.861     1.185E-20     7.152     
X00    6.100     2.526E-20     15.249    
X01    -2.188    -9.064E-21    -5.471    
X02    5.591     2.316E-20     13.977    
X03    4.480     1.856E-20     11.201    
X04    5.965     2.470E-20     14.911    
X05    1.092     4.522E-21     2.730     
X06    -0.029    -1.185E-22    -0.072    
