#Predicted Hamaker constants for ZnO1m210NB
#Estimated self-vacuum-self Hamaker: 46.52387148069119#Nominal refractive index: 1.9370644816821725
#Name  kT        Joules        kJ/mol    
ALA    4.292     1.778E-20     10.731    
ARG    -6.324    -2.619E-20    -15.810   
LYS    4.809     1.992E-20     12.024    
HID    5.874     2.433E-20     14.685    
HIE    5.947     2.463E-20     14.867    
ASP    14.447    5.984E-20     36.116    
GLU    13.681    5.667E-20     34.203    
SER    14.605    6.049E-20     36.513    
THR    7.341     3.041E-20     18.352    
ASN    12.540    5.194E-20     31.351    
GLN    -0.488    -2.021E-21    -1.220    
CYS    24.534    1.016E-19     61.336    
GLY    18.500    7.663E-20     46.251    
PRO    5.389     2.232E-20     13.472    
VAL    2.906     1.204E-20     7.265     
ILE    -5.165    -2.139E-20    -12.913   
LEU    2.709     1.122E-20     6.773     
MET    2.548     1.056E-20     6.371     
PHE    0.833     3.452E-21     2.083     
TYR    -1.986    -8.227E-21    -4.966    
TRP    -3.271    -1.355E-20    -8.176    
HIP    2.188     9.061E-21     5.469     
ETA    41.791    1.731E-19     104.477   
PHO    -0.940    -3.893E-21    -2.350    
CHL    37.440    1.551E-19     93.600    
DGL    8.007     3.317E-20     20.019    
EST    7.409     3.069E-20     18.521    
CYM    14.032    5.812E-20     35.079    
GAN    4.957     2.053E-20     12.393    
MAN    14.660    6.072E-20     36.649    
FUC    11.865    4.914E-20     29.662    
BGL    18.947    7.848E-20     47.368    
NGL    3.590     1.487E-20     8.975     
NGA    7.685     3.183E-20     19.212    
NC4    37.433    1.550E-19     93.584    
MAS    7.402     3.066E-20     18.505    
PRA    4.957     2.053E-20     12.393    
DMP    -1.611    -6.674E-21    -4.029    
MMM    41.779    1.730E-19     104.448   
BTE    5.000     2.071E-20     12.499    
PAS    12.100    5.012E-20     30.250    
PGL    11.992    4.967E-20     29.981    
HMA    9.803     4.060E-20     24.508    
HMB    9.342     3.869E-20     23.354    
HMC    6.054     2.508E-20     15.136    
HMD    7.451     3.086E-20     18.628    
HFE    -6.794    -2.814E-20    -16.985   
HIS    4.941     2.047E-20     12.353    
HAF    4.941     2.047E-20     12.353    
HAS    8.824     3.655E-20     22.060    
X00    17.517    7.255E-20     43.792    
X01    -4.599    -1.905E-20    -11.497   
X02    16.146    6.687E-20     40.364    
X03    13.162    5.452E-20     32.906    
X04    17.152    7.104E-20     42.880    
X05    4.105     1.700E-20     10.263    
X06    1.126     4.662E-21     2.814     
X07    5.160     2.137E-20     12.899    
X08    7.572     3.136E-20     18.931    
X09    7.950     3.293E-20     19.875    
X0A    19.737    8.175E-20     49.342    
X0B    -1.158    -4.795E-21    -2.894    
X0C    2.962     1.227E-20     7.406     
X0D    7.473     3.095E-20     18.682    
X0E    20.845    8.634E-20     52.112    
X0F    9.948     4.120E-20     24.870    
X0G    2.824     1.170E-20     7.060     
X0H    1.046     4.331E-21     2.614     
X0I    13.002    5.386E-20     32.506    
X0J    3.704     1.534E-20     9.260     
X0K    37.262    1.543E-19     93.155    
X0L    34.969    1.448E-19     87.424    
X0M    3.012     1.248E-20     7.531     
X0N    6.026     2.496E-20     15.065    
X0O    0.219     9.089E-22     0.549     
X0P    11.255    4.662E-20     28.138    
X0Q    30.328    1.256E-19     75.820    
X0R    3.012     1.248E-20     7.531     
X0S    37.262    1.543E-19     93.155    
X0T    6.026     2.496E-20     15.065    
X0U    3.704     1.534E-20     9.260     
X0V    34.969    1.448E-19     87.424    
X0W    11.101    4.598E-20     27.753    
X0X    5.307     2.198E-20     13.269    
X0Y    0.429     1.776E-21     1.072     
X0Z    0.429     1.776E-21     1.072     
X10    14.761    6.114E-20     36.902    
X11    1.450     6.008E-21     3.626     
X12    -0.711    -2.943E-21    -1.777    
X13    7.284     3.017E-20     18.209    
X14    0.219     9.089E-22     0.549     
X15    28.494    1.180E-19     71.234    
X16    13.808    5.719E-20     34.520    
X17    19.316    8.001E-20     48.290    
X18    11.802    4.888E-20     29.506    
X19    4.700     1.947E-20     11.749    
X1A    0.389     1.613E-21     0.973     
X1B    20.366    8.436E-20     50.916    
X1C    0.185     7.675E-22     0.463     
X1D    12.868    5.330E-20     32.170    
X1E    15.564    6.447E-20     38.910    
X1F    14.195    5.880E-20     35.488    
X1G    1.234     5.113E-21     3.086     
X1H    1.922     7.959E-21     4.804     
X1I    8.584     3.556E-20     21.461    
X1J    8.582     3.555E-20     21.455    
X1K    9.311     3.857E-20     23.277    
X1L    21.683    8.981E-20     54.207    
X1M    10.760    4.457E-20     26.899    
X1N    3.553     1.472E-20     8.882     
X1O    7.139     2.957E-20     17.847    
X1P    22.403    9.279E-20     56.008    
X1Q    10.078    4.174E-20     25.194    
X1R    1.965     8.139E-21     4.913     
X1S    1.416     5.867E-21     3.541     
X1T    13.805    5.718E-20     34.514    
X1U    9.477     3.925E-20     23.692    
X1V    28.863    1.195E-19     72.158    
X1W    9.477     3.925E-20     23.692    
X1X    12.292    5.091E-20     30.730    
X1Y    4.193     1.737E-20     10.482    
X1Z    12.167    5.040E-20     30.418    
X20    11.339    4.697E-20     28.348    
X21    12.958    5.367E-20     32.395    
X22    8.604     3.564E-20     21.510    
X23    46.857    1.941E-19     117.144   
X24    3.382     1.401E-20     8.455     
X25    26.490    1.097E-19     66.225    
X26    20.165    8.352E-20     50.412    
X27    3.262     1.351E-20     8.156     
X28    8.118     3.363E-20     20.295    
X29    4.298     1.780E-20     10.744    
X2A    13.813    5.721E-20     34.533    
X2B    16.021    6.636E-20     40.052    
X2C    8.764     3.630E-20     21.910    
X2D    4.678     1.938E-20     11.696    
X2E    37.350    1.547E-19     93.375    
X2F    24.675    1.022E-19     61.688    
X2G    7.016     2.906E-20     17.539    
X2H    2.319     9.605E-21     5.798     
X2I    11.151    4.619E-20     27.877    
X2J    10.909    4.518E-20     27.272    
X2K    10.781    4.465E-20     26.952    
X2L    -1.091    -4.518E-21    -2.727    
X2M    4.289     1.776E-20     10.722    
X2N    13.631    5.646E-20     34.078    
X2O    10.060    4.167E-20     25.149    
X2P    4.208     1.743E-20     10.520    
X2Q    16.355    6.774E-20     40.887    
X2R    1.215     5.031E-21     3.037     
X2S    0.512     2.119E-21     1.279     
X2T    1.485     6.149E-21     3.712     
X2U    7.081     2.933E-20     17.704    
X2V    2.076     8.599E-21     5.190     
X2W    7.009     2.903E-20     17.523    
X2X    7.293     3.021E-20     18.233    
X2Y    5.437     2.252E-20     13.594    
X2Z    15.719    6.511E-20     39.297    
X30    11.424    4.732E-20     28.559    
X31    4.312     1.786E-20     10.781    
X32    6.390     2.647E-20     15.974    
X33    12.089    5.007E-20     30.224    
X34    13.820    5.724E-20     34.549    
X35    2.645     1.095E-20     6.612     
X36    5.591     2.316E-20     13.977    
