#Predicted Hamaker constants for TricalciumAluminate-Wet-010
#Estimated self-vacuum-self Hamaker: 33.583132260243815#Nominal refractive index: 1.7575722150250441
#Name  kT        Joules        kJ/mol    
ALA    2.951     1.222E-20     7.377     
ARG    -4.835    -2.003E-20    -12.087   
LYS    3.329     1.379E-20     8.323     
HID    4.108     1.702E-20     10.270    
HIE    4.161     1.724E-20     10.403    
ASP    10.369    4.295E-20     25.923    
GLU    9.811     4.064E-20     24.528    
SER    10.485    4.343E-20     26.212    
THR    5.181     2.146E-20     12.953    
ASN    8.979     3.719E-20     22.447    
GLN    -0.551    -2.284E-21    -1.379    
CYS    17.708    7.335E-20     44.270    
GLY    13.322    5.518E-20     33.306    
PRO    3.753     1.555E-20     9.383     
VAL    1.936     8.017E-21     4.839     
ILE    -3.984    -1.650E-20    -9.959    
LEU    1.791     7.420E-21     4.479     
MET    1.674     6.932E-21     4.184     
PHE    0.417     1.728E-21     1.043     
TYR    -1.650    -6.836E-21    -4.126    
TRP    -2.593    -1.074E-20    -6.482    
HIP    1.409     5.838E-21     3.524     
ETA    30.172    1.250E-19     75.430    
PHO    -0.883    -3.657E-21    -2.207    
CHL    27.041    1.120E-19     67.603    
DGL    5.668     2.348E-20     14.171    
EST    5.230     2.166E-20     13.076    
CYM    10.067    4.170E-20     25.167    
GAN    3.437     1.424E-20     8.593     
MAN    10.525    4.359E-20     26.312    
FUC    8.486     3.515E-20     21.215    
BGL    13.648    5.653E-20     34.119    
NGL    2.436     1.009E-20     6.091     
NGA    5.433     2.250E-20     13.581    
NC4    27.037    1.120E-19     67.592    
MAS    5.226     2.164E-20     13.064    
PRA    3.437     1.424E-20     8.593     
DMP    -1.375    -5.697E-21    -3.439    
MMM    30.164    1.249E-19     75.409    
BTE    3.468     1.437E-20     8.671     
PAS    8.657     3.586E-20     21.644    
PGL    8.579     3.553E-20     21.447    
HIS    3.426     1.419E-20     8.564     
X00    12.606    5.221E-20     31.516    
X01    -3.568    -1.478E-20    -8.920    
X02    11.608    4.808E-20     29.019    
X03    9.433     3.907E-20     23.582    
X04    12.341    5.112E-20     30.852    
X05    2.814     1.165E-20     7.034     
X06    0.631     2.615E-21     1.578     
X07    3.585     1.485E-20     8.963     
X08    5.350     2.216E-20     13.376    
X09    5.626     2.330E-20     14.066    
X0A    14.222    5.891E-20     35.555    
X0B    -1.043    -4.319E-21    -2.607    
X0C    1.977     8.188E-21     4.942     
X0D    5.277     2.186E-20     13.194    
X0E    15.028    6.224E-20     37.570    
X0F    7.086     2.935E-20     17.716    
X0G    1.876     7.769E-21     4.689     
X0H    0.573     2.372E-21     1.432     
X0I    9.316     3.859E-20     23.290    
X0J    2.520     1.044E-20     6.300     
X0K    26.913    1.115E-19     67.283    
X0L    25.260    1.046E-19     63.150    
X0M    2.013     8.340E-21     5.034     
X0N    4.219     1.748E-20     10.548    
X0O    -0.033    -1.363E-22    -0.082    
X0P    8.041     3.331E-20     20.102    
X0Q    21.906    9.073E-20     54.766    
X0R    2.013     8.340E-21     5.034     
X0S    26.913    1.115E-19     67.283    
X0T    4.219     1.748E-20     10.548    
X0U    2.520     1.044E-20     6.300     
X0V    25.260    1.046E-19     63.150    
X0W    7.928     3.284E-20     19.821    
X0X    3.694     1.530E-20     9.234     
X0Y    0.121     4.994E-22     0.301     
X0Z    0.121     4.994E-22     0.301     
X10    10.599    4.390E-20     26.496    
X11    0.869     3.601E-21     2.173     
X12    -0.715    -2.961E-21    -1.787    
X13    5.139     2.129E-20     12.848    
X14    -0.033    -1.363E-22    -0.082    
X15    20.578    8.523E-20     51.446    
X16    9.904     4.102E-20     24.759    
X17    13.916    5.764E-20     34.790    
X18    8.440     3.496E-20     21.101    
X19    3.249     1.346E-20     8.122     
X1A    0.092     3.795E-22     0.229     
X1B    14.680    6.080E-20     36.700    
X1C    -0.058    -2.400E-22    -0.145    
X1D    9.218     3.818E-20     23.045    
X1E    11.184    4.632E-20     27.960    
X1F    10.186    4.219E-20     25.465    
X1G    0.711     2.945E-21     1.777     
X1H    1.214     5.030E-21     3.036     
X1I    6.090     2.522E-20     15.225    
X1J    6.088     2.522E-20     15.221    
X1K    6.621     2.742E-20     16.552    
X1L    15.637    6.477E-20     39.093    
X1M    7.679     3.181E-20     19.198    
X1N    2.409     9.979E-21     6.023     
X1O    5.033     2.085E-20     12.583    
X1P    16.160    6.694E-20     40.401    
X1Q    7.181     2.974E-20     17.952    
X1R    1.246     5.162E-21     3.116     
X1S    0.844     3.498E-21     2.111     
X1T    9.902     4.101E-20     24.755    
X1U    6.742     2.793E-20     16.855    
X1V    20.846    8.634E-20     52.115    
X1W    6.742     2.793E-20     16.855    
X1X    8.798     3.644E-20     21.994    
X1Y    2.878     1.192E-20     7.195     
X1Z    8.707     3.606E-20     21.767    
X20    8.102     3.356E-20     20.256    
X21    9.284     3.845E-20     23.209    
X22    6.104     2.528E-20     15.261    
X23    33.806    1.400E-19     84.515    
X24    2.284     9.461E-21     5.710     
X25    19.126    7.922E-20     47.816    
X26    14.533    6.020E-20     36.333    
X27    2.197     9.098E-21     5.492     
X28    5.749     2.381E-20     14.373    
X29    2.955     1.224E-20     7.387     
X2A    9.907     4.104E-20     24.768    
