#Predicted Hamaker constants for ZnS-NP
#Estimated self-vacuum-self Hamaker: 55.59243636346994#Nominal refractive index: 2.057890636805148
#Name  kT        Joules        kJ/mol    
ALA    5.127     2.124E-20     12.818    
ARG    -7.248    -3.002E-20    -18.119   
LYS    5.731     2.374E-20     14.327    
HID    6.973     2.888E-20     17.434    
HIE    7.058     2.923E-20     17.646    
ASP    16.992    7.038E-20     42.481    
GLU    16.097    6.667E-20     40.243    
SER    17.178    7.115E-20     42.945    
THR    8.686     3.598E-20     21.716    
ASN    14.763    6.115E-20     36.906    
GLN    -0.448    -1.857E-21    -1.121    
CYS    28.813    1.193E-19     72.033    
GLY    21.738    9.004E-20     54.346    
PRO    6.407     2.654E-20     16.018    
VAL    3.510     1.454E-20     8.774     
ILE    -5.898    -2.443E-20    -14.746   
LEU    3.280     1.359E-20     8.200     
MET    3.092     1.281E-20     7.731     
PHE    1.092     4.524E-21     2.730     
TYR    -2.195    -9.091E-21    -5.487    
TRP    -3.691    -1.529E-20    -9.228    
HIP    2.672     1.107E-20     6.679     
ETA    49.130    2.035E-19     122.824   
PHO    -0.975    -4.039E-21    -2.438    
CHL    43.994    1.822E-19     109.986   
DGL    9.465     3.920E-20     23.662    
EST    8.765     3.631E-20     21.913    
CYM    16.507    6.837E-20     41.268    
GAN    5.903     2.445E-20     14.758    
MAN    17.242    7.141E-20     43.104    
FUC    13.973    5.787E-20     34.932    
BGL    22.262    9.221E-20     55.655    
NGL    4.308     1.784E-20     10.769    
NGA    9.088     3.764E-20     22.720    
NC4    43.987    1.822E-19     109.967   
MAS    8.758     3.627E-20     21.894    
PRA    5.903     2.445E-20     14.758    
DMP    -1.758    -7.282E-21    -4.395    
MMM    49.116    2.034E-19     122.790   
BTE    5.953     2.466E-20     14.882    
PAS    14.248    5.901E-20     35.619    
PGL    14.122    5.849E-20     35.304    
HMA    11.563    4.789E-20     28.907    
HMB    11.024    4.566E-20     27.559    
HMC    7.184     2.976E-20     17.960    
HMD    8.815     3.651E-20     22.037    
HFE    -7.795    -3.229E-20    -19.488   
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    5.885     2.437E-20     14.712    
HAF    5.885     2.437E-20     14.712    
HAS    10.419    4.315E-20     26.047    
X00    20.586    8.527E-20     51.466    
X01    -5.239    -2.170E-20    -13.097   
X02    18.981    7.862E-20     47.452    
X03    15.490    6.416E-20     38.725    
X04    20.159    8.350E-20     50.399    
X05    4.909     2.033E-20     12.273    
X06    1.433     5.935E-21     3.582     
X07    6.139     2.543E-20     15.349    
X08    8.957     3.710E-20     22.392    
X09    9.398     3.892E-20     23.494    
X0A    23.187    9.604E-20     57.968    
X0B    -1.229    -5.091E-21    -3.073    
X0C    3.575     1.481E-20     8.938     
X0D    8.840     3.662E-20     22.101    
X0E    24.486    1.014E-19     61.215    
X0F    11.732    4.859E-20     29.330    
X0G    3.414     1.414E-20     8.535     
X0H    1.340     5.549E-21     3.349     
X0I    15.303    6.338E-20     38.258    
X0J    4.441     1.839E-20     11.102    
X0K    43.784    1.814E-19     109.461   
X0L    41.083    1.702E-19     102.706   
X0M    3.634     1.505E-20     9.084     
X0N    7.151     2.962E-20     17.878    
X0O    0.376     1.559E-21     0.941     
X0P    13.260    5.492E-20     33.150    
X0Q    35.620    1.475E-19     89.049    
X0R    3.634     1.505E-20     9.084     
X0S    43.784    1.814E-19     109.461   
X0T    7.151     2.962E-20     17.878    
X0U    4.441     1.839E-20     11.102    
X0V    41.083    1.702E-19     102.706   
X0W    13.080    5.418E-20     32.700    
X0X    6.312     2.614E-20     15.780    
X0Y    0.620     2.570E-21     1.551     
X0Z    0.620     2.570E-21     1.551     
X10    17.360    7.191E-20     43.401    
X11    1.812     7.504E-21     4.529     
X12    -0.708    -2.933E-21    -1.770    
X13    8.619     3.570E-20     21.548    
X14    0.376     1.559E-21     0.941     
X15    33.463    1.386E-19     83.658    
X16    16.245    6.729E-20     40.613    
X17    22.694    9.400E-20     56.734    
