#Name  kT        Joules        kJ/mol    
ALA    0.642     2.660E-21     1.606     
ARG    3.629     1.503E-20     9.073     
LYS    4.518     1.871E-20     11.294    
HID    3.675     1.522E-20     9.188     
HIE    3.677     1.523E-20     9.194     
ASP    4.127     1.709E-20     10.317    
GLU    3.495     1.448E-20     8.738     
SER    2.665     1.104E-20     6.662     
THR    2.275     9.422E-21     5.687     
ASN    3.513     1.455E-20     8.781     
GLN    3.081     1.276E-20     7.702     
CYS    6.400     2.651E-20     15.999    
GLY    3.308     1.370E-20     8.270     
PRO    3.092     1.281E-20     7.729     
VAL    1.352     5.599E-21     3.379     
ILE    1.453     6.018E-21     3.633     
LEU    1.435     5.945E-21     3.589     
MET    3.749     1.553E-20     9.371     
PHE    2.305     9.548E-21     5.763     
TYR    2.776     1.150E-20     6.940     
TRP    3.303     1.368E-20     8.258     
HIP    4.355     1.804E-20     10.888    
ETA    12.374    5.125E-20     30.934    
PHO    4.782     1.981E-20     11.954    
CHL    8.138     3.371E-20     20.346    
DGL    3.735     1.547E-20     9.337     
EST    2.834     1.174E-20     7.085     
CYM    6.430     2.663E-20     16.076    
GAN    3.158     1.308E-20     7.894     
HIS    3.863     1.600E-20     9.657     
X00    0.976     4.043E-21     2.440     
X01    4.576     1.895E-20     11.440    
X02    4.070     1.686E-20     10.176    
X03    3.002     1.244E-20     7.506     
X04    7.940     3.289E-20     19.849    
X05    3.231     1.338E-20     8.077     
X06    2.444     1.012E-20     6.109     
X07    3.224     1.335E-20     8.059     
X08    3.221     1.334E-20     8.052     
X09    0.780     3.231E-21     1.950     
X0A    0.765     3.167E-21     1.912     
X0B    2.135     8.841E-21     5.336     
X0C    4.116     1.705E-20     10.290    
X0D    1.803     7.469E-21     4.508     
X0E    2.877     1.192E-20     7.192     
X0F    1.834     7.594E-21     4.584     
X0G    2.936     1.216E-20     7.341     
X0H    2.409     9.978E-21     6.023     
X0I    0.738     3.056E-21     1.844     
X0J    3.874     1.605E-20     9.685     
X0K    5.408     2.240E-20     13.520    
X0L    4.395     1.820E-20     10.986    
X0M    6.742     2.793E-20     16.855    
X0N    2.500     1.035E-20     6.250     
X0O    3.281     1.359E-20     8.202     
X0P    1.119     4.634E-21     2.797     
X0Q    10.299    4.266E-20     25.748    
X0R    6.742     2.793E-20     16.855    
X0S    5.408     2.240E-20     13.520    
X0T    2.500     1.035E-20     6.250     
X0U    3.874     1.605E-20     9.685     
X0V    4.395     1.820E-20     10.986    
X0W    6.486     2.687E-20     16.216    
X0X    4.019     1.665E-20     10.048    
X0Y    3.513     1.455E-20     8.782     
X0Z    3.513     1.455E-20     8.782     
X10    3.703     1.534E-20     9.257     
X11    2.742     1.136E-20     6.855     
X12    3.452     1.430E-20     8.629     
X13    3.256     1.349E-20     8.139     
X14    3.281     1.359E-20     8.202     
X15    1.151     4.768E-21     2.878     
X16    1.352     5.599E-21     3.380     
X17    1.065     4.409E-21     2.661     
X18    1.431     5.927E-21     3.577     
X19    1.556     6.446E-21     3.891     
X1A    1.652     6.842E-21     4.130     
X1B    1.652     6.843E-21     4.130     
X1C    1.918     7.944E-21     4.795     
X1D    4.784     1.982E-20     11.961    
X1E    8.139     3.371E-20     20.346    
X1F    2.834     1.174E-20     7.086     
X1G    4.355     1.804E-20     10.888    
X1H    12.373    5.125E-20     30.933    
X1I    5.071     2.100E-20     12.678    
X1J    3.383     1.401E-20     8.458     
X1K    3.158     1.308E-20     7.894     
X1L    3.647     1.511E-20     9.117     
X1M    3.347     1.386E-20     8.367     
X1N    3.711     1.537E-20     9.279     
X1O    3.719     1.540E-20     9.297     
X1P    3.708     1.536E-20     9.269     
X1Q    1.966     8.144E-21     4.916     
X1R    3.210     1.330E-20     8.025     
X1S    2.382     9.864E-21     5.954     
X1T    25.259    1.046E-19     63.147    
X1U    2.946     1.220E-20     7.365     
X1V    6.139     2.543E-20     15.347    
X1W    5.391     2.233E-20     13.479    
X1X    3.293     1.364E-20     8.234     
X1Y    3.059     1.267E-20     7.647     
X1Z    2.865     1.187E-20     7.162     
X20    4.554     1.886E-20     11.384    
X21    3.308     1.370E-20     8.269     
X22    5.757     2.384E-20     14.392    
X23    3.244     1.343E-20     8.109     
X24    9.422     3.903E-20     23.556    
X25    5.153     2.135E-20     12.884    
X26    3.467     1.436E-20     8.667     
X27    2.336     9.676E-21     5.840     
X28    5.608     2.323E-20     14.021    
X29    1.288     5.334E-21     3.220     
X2A    4.112     1.703E-20     10.279    
X2B    3.251     1.346E-20     8.127     
X2C    2.864     1.186E-20     7.159     
X2D    4.066     1.684E-20     10.165    
X2E    3.417     1.415E-20     8.543     
X2F    3.150     1.305E-20     7.875     
X2G    4.343     1.799E-20     10.858    
X2H    3.078     1.275E-20     7.694     
X2I    3.420     1.416E-20     8.549     
X2J    6.307     2.612E-20     15.767    
X2K    3.239     1.342E-20     8.099     
X2L    3.538     1.465E-20     8.844     
X2M    3.835     1.588E-20     9.586     
X2N    5.171     2.142E-20     12.927    
X2O    3.254     1.348E-20     8.135     
X2P    4.204     1.741E-20     10.511    
X2Q    4.378     1.814E-20     10.946    
X2R    3.216     1.332E-20     8.041     
X2S    2.057     8.519E-21     5.142     
X2T    2.951     1.222E-20     7.377     
X2U    3.051     1.264E-20     7.626     
X2V    2.638     1.093E-20     6.596     
X2W    5.318     2.203E-20     13.295    
X2X    4.262     1.765E-20     10.655    
X2Y    4.260     1.765E-20     10.651    
X2Z    4.336     1.796E-20     10.839    
X30    3.800     1.574E-20     9.500     
X31    2.977     1.233E-20     7.442     
X32    4.934     2.044E-20     12.335    
X33    3.250     1.346E-20     8.126     
X34    1.965     8.139E-21     4.912     
X35    6.084     2.520E-20     15.209    
X36    2.761     1.143E-20     6.902     
X37    3.775     1.564E-20     9.438     
X38    3.218     1.333E-20     8.046     
X39    4.231     1.752E-20     10.577    
X3A    3.671     1.521E-20     9.178     
X3B    3.046     1.262E-20     7.616     
X3C    3.637     1.506E-20     9.092     
X3D    1.939     8.031E-21     4.848     
X3E    4.695     1.945E-20     11.737    
X3F    3.819     1.582E-20     9.546     
X3G    3.056     1.266E-20     7.640     
X3H    4.032     1.670E-20     10.079    
X3I    2.904     1.203E-20     7.260     
X3J    3.604     1.493E-20     9.011     
X3K    2.781     1.152E-20     6.952     
X3L    2.931     1.214E-20     7.326     
X3M    2.873     1.190E-20     7.182     
X3N    3.646     1.510E-20     9.114     
X3O    3.377     1.399E-20     8.442     
X3P    3.469     1.437E-20     8.673     
X3Q    4.747     1.966E-20     11.867    
X3R    1.968     8.152E-21     4.920     
X3S    2.104     8.715E-21     5.260     
X3T    2.434     1.008E-20     6.085     
X3U    2.280     9.443E-21     5.699     
X3V    2.335     9.672E-21     5.838     
X3W    1.869     7.741E-21     4.673     
X3X    4.638     1.921E-20     11.596    
X3Y    3.423     1.418E-20     8.559     
X3Z    4.691     1.943E-20     11.727    
X40    2.803     1.161E-20     7.008     
X41    4.650     1.926E-20     11.626    
X42    4.083     1.691E-20     10.207    
X43    4.259     1.764E-20     10.647    
X44    4.372     1.811E-20     10.931    
X45    5.294     2.193E-20     13.236    
X46    2.624     1.087E-20     6.561     
X47    5.227     2.165E-20     13.067    
X48    3.436     1.423E-20     8.589     
X49    1.873     7.759E-21     4.683     
X4A    4.301     1.782E-20     10.753    
X4B    2.629     1.089E-20     6.572     
X4C    4.071     1.686E-20     10.178    
X4D    4.536     1.879E-20     11.341    
X4E    8.768     3.632E-20     21.921    
X4F    9.313     3.858E-20     23.284    
X4G    3.366     1.394E-20     8.416     
X4H    4.818     1.996E-20     12.045    
X4I    2.325     9.631E-21     5.813     
X4J    2.536     1.051E-20     6.341     
X4K    3.596     1.489E-20     8.990     
X4L    4.489     1.859E-20     11.223    
X4M    3.432     1.422E-20     8.580     
X4N    6.886     2.852E-20     17.216    
X4O    3.655     1.514E-20     9.137     
X4P    1.512     6.261E-21     3.779     
X4Q    4.669     1.934E-20     11.672    
X4R    5.603     2.321E-20     14.008    
X4S    4.939     2.046E-20     12.348    
X4T    4.487     1.858E-20     11.217    
X4U    5.016     2.077E-20     12.539    
X4V    4.355     1.804E-20     10.887    
X4W    4.130     1.711E-20     10.325    
X4X    4.405     1.824E-20     11.012    
X4Y    4.606     1.908E-20     11.514    
X4Z    4.823     1.998E-20     12.057    
X50    3.819     1.582E-20     9.547     
X51    7.114     2.947E-20     17.786    
X52    7.685     3.183E-20     19.213    
X53    6.431     2.664E-20     16.078    
