#Name  kT        Joules        kJ/mol    
ALA    1.476     6.112E-21     3.689     
ARG    8.338     3.453E-20     20.844    
LYS    10.378    4.299E-20     25.946    
HID    8.443     3.497E-20     21.108    
HIE    8.449     3.499E-20     21.121    
ASP    9.481     3.927E-20     23.701    
GLU    8.030     3.326E-20     20.075    
SER    6.122     2.536E-20     15.305    
THR    5.226     2.165E-20     13.065    
ASN    8.070     3.342E-20     20.174    
GLN    7.078     2.932E-20     17.695    
CYS    14.702    6.090E-20     36.756    
GLY    7.600     3.148E-20     19.000    
PRO    7.103     2.942E-20     17.757    
VAL    3.105     1.286E-20     7.764     
ILE    3.338     1.383E-20     8.345     
LEU    3.298     1.366E-20     8.244     
MET    8.612     3.567E-20     21.530    
PHE    5.296     2.194E-20     13.240    
TYR    6.378     2.642E-20     15.945    
TRP    7.589     3.143E-20     18.972    
HIP    10.005    4.144E-20     25.013    
ETA    28.427    1.177E-19     71.066    
PHO    10.985    4.550E-20     27.463    
CHL    18.697    7.744E-20     46.743    
DGL    8.580     3.554E-20     21.451    
EST    6.511     2.697E-20     16.277    
CYM    14.773    6.119E-20     36.932    
GAN    7.255     3.005E-20     18.136    
HIS    8.875     3.676E-20     22.186    
X00    2.243     9.289E-21     5.607     
X01    10.513    4.354E-20     26.282    
X02    9.351     3.873E-20     23.378    
X03    6.898     2.857E-20     17.244    
X04    18.241    7.555E-20     45.601    
X05    7.422     3.074E-20     18.556    
X06    5.614     2.325E-20     14.035    
X07    7.406     3.068E-20     18.515    
X08    7.399     3.065E-20     18.498    
X09    1.792     7.423E-21     4.480     
X0A    1.757     7.276E-21     4.391     
X0B    4.904     2.031E-20     12.259    
X0C    9.456     3.917E-20     23.639    
X0D    4.143     1.716E-20     10.356    
X0E    6.609     2.737E-20     16.523    
X0F    4.212     1.745E-20     10.531    
X0G    6.746     2.794E-20     16.865    
X0H    5.534     2.292E-20     13.836    
X0I    1.695     7.020E-21     4.237     
X0J    8.900     3.686E-20     22.250    
X0K    12.424    5.146E-20     31.060    
X0L    10.096    4.182E-20     25.240    
X0M    15.489    6.416E-20     38.723    
X0N    5.743     2.379E-20     14.357    
X0O    7.537     3.122E-20     18.844    
X0P    2.570     1.065E-20     6.425     
X0Q    23.661    9.800E-20     59.153    
X0R    15.489    6.416E-20     38.723    
X0S    12.424    5.146E-20     31.060    
X0T    5.743     2.379E-20     14.357    
X0U    8.900     3.686E-20     22.250    
X0V    10.096    4.182E-20     25.240    
X0W    14.901    6.172E-20     37.253    
X0X    9.233     3.824E-20     23.083    
X0Y    8.070     3.343E-20     20.176    
X0Z    8.070     3.343E-20     20.176    
X10    8.507     3.524E-20     21.268    
X11    6.299     2.609E-20     15.748    
X12    7.930     3.285E-20     19.825    
X13    7.480     3.098E-20     18.699    
X14    7.537     3.122E-20     18.844    
X15    2.645     1.095E-20     6.611     
X16    3.106     1.286E-20     7.764     
X17    2.446     1.013E-20     6.114     
X18    3.287     1.362E-20     8.218     
X19    3.575     1.481E-20     8.938     
X1A    3.795     1.572E-20     9.488     
X1B    3.795     1.572E-20     9.489     
X1C    4.406     1.825E-20     11.015    
X1D    10.992    4.553E-20     27.479    
X1E    18.697    7.744E-20     46.743    
X1F    6.511     2.697E-20     16.279    
X1G    10.005    4.144E-20     25.013    
