#Predicted Hamaker constants for hydroxyapatite-001-ph5
#Estimated self-vacuum-self Hamaker: 21.369181458961314#Nominal refractive index: 1.5731986134574885
#Name  kT        Joules        kJ/mol    
ALA    1.441     5.967E-21     3.602     
ARG    -3.152    -1.306E-20    -7.880    
LYS    1.663     6.890E-21     4.159     
HID    2.122     8.789E-21     5.305     
HIE    2.153     8.918E-21     5.383     
ASP    5.800     2.402E-20     14.499    
GLU    5.472     2.267E-20     13.681    
SER    5.867     2.430E-20     14.669    
THR    2.753     1.140E-20     6.883     
ASN    4.984     2.064E-20     12.460    
GLN    -0.623    -2.581E-21    -1.558    
CYS    10.092    4.180E-20     25.230    
GLY    7.530     3.119E-20     18.824    
PRO    1.913     7.924E-21     4.783     
VAL    0.843     3.491E-21     2.107     
ILE    -2.649    -1.097E-20    -6.623    
LEU    0.758     3.139E-21     1.895     
MET    0.689     2.852E-21     1.721     
PHE    -0.052    -2.156E-22    -0.130    
TYR    -1.272    -5.267E-21    -3.179    
TRP    -1.828    -7.570E-21    -4.569    
HIP    0.533     2.207E-21     1.332     
ETA    17.328    7.177E-20     43.320    
PHO    -0.819    -3.391E-21    -2.047    
CHL    15.518    6.427E-20     38.795    
DGL    3.040     1.259E-20     7.599     
EST    2.782     1.152E-20     6.955     
CYM    5.622     2.329E-20     14.056    
GAN    1.727     7.153E-21     4.318     
MAN    5.891     2.440E-20     14.727    
FUC    4.695     1.945E-20     11.737    
BGL    7.720     3.197E-20     19.299    
NGL    1.138     4.713E-21     2.844     
NGA    2.901     1.202E-20     7.252     
NC4    15.515    6.426E-20     38.788    
MAS    2.779     1.151E-20     6.948     
PRA    1.727     7.153E-21     4.318     
DMP    -1.109    -4.595E-21    -2.773    
MMM    17.323    7.175E-20     43.308    
BTE    1.745     7.229E-21     4.363     
PAS    4.795     1.986E-20     11.989    
PGL    4.749     1.967E-20     11.873    
HIS    1.720     7.125E-21     4.301     
X00    7.110     2.945E-20     17.776    
X01    -2.404    -9.955E-21    -6.009    
X02    6.525     2.703E-20     16.314    
X03    5.250     2.175E-20     13.126    
X04    6.955     2.881E-20     17.387    
X05    1.360     5.633E-21     3.400     
X06    0.074     3.075E-22     0.186     
X07    1.814     7.515E-21     4.536     
X08    2.853     1.182E-20     7.131     
