#Predicted Hamaker constants for CNT15-NH3+-2
#Estimated self-vacuum-self Hamaker: 22.711429936147688#Nominal refractive index: 1.5946081654284563
#Name  kT        Joules        kJ/mol    
ALA    1.623     6.722E-21     4.057     
ARG    -3.356    -1.390E-20    -8.389    
LYS    1.864     7.723E-21     4.661     
HID    2.362     9.782E-21     5.904     
HIE    2.396     9.922E-21     5.989     
ASP    6.350     2.630E-20     15.876    
GLU    5.995     2.483E-20     14.988    
SER    6.424     2.661E-20     16.060    
THR    3.046     1.262E-20     7.615     
ASN    5.466     2.264E-20     13.664    
GLN    -0.614    -2.545E-21    -1.536    
CYS    11.008    4.559E-20     27.520    
GLY    8.227     3.408E-20     20.568    
PRO    2.135     8.844E-21     5.338     
VAL    0.975     4.037E-21     2.437     
ILE    -2.811    -1.164E-20    -7.026    
LEU    0.883     3.656E-21     2.207     
MET    0.807     3.345E-21     2.019     
PHE    0.005     1.915E-23     0.012     
TYR    -1.317    -5.456E-21    -3.293    
TRP    -1.920    -7.953E-21    -4.801    
HIP    0.639     2.645E-21     1.597     
ETA    18.866    7.814E-20     47.166    
PHO    -0.826    -3.423E-21    -2.066    
CHL    16.900    7.000E-20     42.249    
DGL    3.357     1.390E-20     8.392     
EST    3.078     1.275E-20     7.694     
CYM    6.158     2.551E-20     15.395    
GAN    1.933     8.008E-21     4.834     
MAN    6.449     2.671E-20     16.123    
FUC    5.152     2.134E-20     12.879    
BGL    8.433     3.493E-20     21.084    
NGL    1.295     5.362E-21     3.236     
NGA    3.206     1.328E-20     8.016     
NC4    16.897    6.999E-20     42.242    
MAS    3.074     1.273E-20     7.686     
PRA    1.933     8.008E-21     4.834     
DMP    -1.141    -4.728E-21    -2.854    
MMM    18.861    7.812E-20     47.153    
BTE    1.953     8.090E-21     4.883     
PAS    5.261     2.179E-20     13.153    
PGL    5.211     2.158E-20     13.028    
HMA    4.193     1.737E-20     10.483    
HMB    3.978     1.648E-20     9.946     
HMC    2.446     1.013E-20     6.114     
HMD    3.097     1.283E-20     7.743     
HFE    -3.577    -1.481E-20    -8.942    
HIS    1.926     7.978E-21     4.815     
HAF    1.926     7.978E-21     4.815     
HAS    3.737     1.548E-20     9.343     
X00    7.772     3.219E-20     19.430    
X01    -2.544    -1.054E-20    -6.361    
X02    7.138     2.956E-20     17.844    
X03    5.754     2.383E-20     14.386    
X04    7.604     3.149E-20     19.009    
X05    1.536     6.360E-21     3.839     
X06    0.142     5.862E-22     0.354     
X07    2.028     8.400E-21     5.070     
X08    3.154     1.306E-20     7.885     
X09    3.330     1.379E-20     8.325     
X0A    8.798     3.644E-20     21.995    
X0B    -0.929    -3.846E-21    -2.322    
X0C    1.001     4.146E-21     2.503     
X0D    3.107     1.287E-20     7.769     
X0E    9.309     3.856E-20     23.274    
X0F    4.260     1.765E-20     10.651    
X0G    0.936     3.879E-21     2.341     
X0H    0.104     4.308E-22     0.260     
X0I    5.680     2.353E-20     14.201    
X0J    1.348     5.583E-21     3.370     
X0K    16.819    6.966E-20     42.047    
X0L    15.778    6.535E-20     39.446    
X0M    1.024     4.243E-21     2.561     
X0N    2.433     1.008E-20     6.082     
X0O    -0.283    -1.172E-21    -0.708    
X0P    4.869     2.017E-20     12.171    
X0Q    13.663    5.659E-20     34.158    
X0R    1.024     4.243E-21     2.561     
X0S    16.819    6.966E-20     42.047    
X0T    2.433     1.008E-20     6.082     
X0U    1.348     5.583E-21     3.370     
X0V    15.778    6.535E-20     39.446    
X0W    4.797     1.987E-20     11.992    
X0X    2.097     8.686E-21     5.243     
X0Y    -0.185    -7.658E-22    -0.462    
X0Z    -0.185    -7.658E-22    -0.462    
X10    6.496     2.691E-20     16.240    
X11    0.294     1.216E-21     0.734     
X12    -0.719    -2.978E-21    -1.797    
X13    3.019     1.251E-20     7.548     
X14    -0.283    -1.172E-21    -0.708    
X15    12.824    5.312E-20     32.060    
X16    6.054     2.508E-20     15.135    
X17    8.604     3.564E-20     21.509    
X18    5.123     2.122E-20     12.807    
X19    1.813     7.510E-21     4.533     
X1A    -0.203    -8.425E-22    -0.509    
X1B    9.089     3.764E-20     22.722    
X1C    -0.299    -1.238E-21    -0.747    
X1D    5.618     2.327E-20     14.045    
X1E    6.868     2.845E-20     17.171    
X1F    6.234     2.582E-20     15.584    
X1G    0.192     7.971E-22     0.481     
X1H    0.514     2.129E-21     1.285     
X1I    3.625     1.502E-20     9.064     
X1J    3.624     1.501E-20     9.061     
X1K    3.964     1.642E-20     9.910     
X1L    9.696     4.016E-20     24.239    
X1M    4.638     1.921E-20     11.595    
X1N    1.277     5.291E-21     3.193     
X1O    2.952     1.223E-20     7.380     
X1P    10.028    4.153E-20     25.069    
X1Q    4.321     1.790E-20     10.802    
X1R    0.535     2.214E-21     1.336     
X1S    0.278     1.150E-21     0.694     
X1T    6.053     2.507E-20     15.132    
X1U    4.041     1.674E-20     10.103    
X1V    12.993    5.382E-20     32.483    
X1W    4.041     1.674E-20     10.103    
X1X    5.350     2.216E-20     13.376    
X1Y    1.576     6.530E-21     3.941     
X1Z    5.292     2.192E-20     13.231    
X20    4.908     2.033E-20     12.269    
X21    5.660     2.344E-20     14.149    
X22    3.635     1.505E-20     9.087     
X23    21.143    8.757E-20     52.857    
X24    1.197     4.959E-21     2.993     
X25    11.906    4.931E-20     29.765    
X26    8.996     3.726E-20     22.489    
X27    1.141     4.728E-21     2.854     
X28    3.408     1.412E-20     8.521     
X29    1.625     6.733E-21     4.064     
X2A    6.056     2.509E-20     15.141    
X2B    7.080     2.932E-20     17.700    
X2C    3.709     1.536E-20     9.273     
X2D    1.803     7.469E-21     4.508     
X2E    16.859    6.983E-20     42.147    
X2F    11.073    4.586E-20     27.682    
X2G    2.894     1.199E-20     7.236     
X2H    0.700     2.900E-21     1.750     
X2I    4.820     1.996E-20     12.050    
X2J    4.707     1.950E-20     11.769    
