#Predicted Hamaker constants for Montmorillonite-001-CEC0
#Estimated self-vacuum-self Hamaker: 10.945741188997344#Nominal refractive index: 1.3887017192654205
#Name  kT        Joules        kJ/mol    
ALA    -0.205    -8.472E-22    -0.511    
ARG    -1.312    -5.432E-21    -3.279    
LYS    -0.151    -6.252E-22    -0.377    
HID    -0.041    -1.686E-22    -0.102    
HIE    -0.033    -1.375E-22    -0.083    
ASP    0.842     3.487E-21     2.105     
GLU    0.763     3.162E-21     1.909     
SER    0.858     3.554E-21     2.145     
THR    0.111     4.597E-22     0.277     
ASN    0.646     2.677E-21     1.616     
GLN    -0.701    -2.905E-21    -1.754    
CYS    1.868     7.735E-21     4.669     
GLY    1.256     5.202E-21     3.140     
PRO    -0.091    -3.766E-22    -0.227    
VAL    -0.348    -1.443E-21    -0.871    
ILE    -1.190    -4.929E-21    -2.975    
LEU    -0.369    -1.528E-21    -0.922    
MET    -0.386    -1.597E-21    -0.964    
PHE    -0.564    -2.335E-21    -1.410    
TYR    -0.858    -3.553E-21    -2.144    
TRP    -0.992    -4.108E-21    -2.480    
HIP    -0.423    -1.752E-21    -1.058    
ETA    3.583     1.484E-20     8.959     
PHO    -0.749    -3.101E-21    -1.871    
CHL    3.156     1.307E-20     7.890     
DGL    0.180     7.447E-22     0.450     
EST    0.118     4.886E-22     0.295     
CYM    0.799     3.311E-21     1.998     
GAN    -0.136    -5.619E-22    -0.339    
MAN    0.864     3.577E-21     2.159     
FUC    0.577     2.390E-21     1.443     
BGL    1.301     5.390E-21     3.253     
NGL    -0.277    -1.149E-21    -0.693    
NGA    0.147     6.068E-22     0.366     
NC4    3.155     1.307E-20     7.888     
MAS    0.117     4.857E-22     0.293     
PRA    -0.136    -5.619E-22    -0.339    
DMP    -0.819    -3.391E-21    -2.047    
MMM    3.582     1.484E-20     8.956     
BTE    -0.131    -5.436E-22    -0.328    
PAS    0.601     2.490E-21     1.503     
PGL    0.590     2.444E-21     1.475     
HMA    0.365     1.512E-21     0.912     
HMB    0.317     1.315E-21     0.794     
HMC    -0.022    -9.136E-23    -0.055    
HMD    0.122     5.068E-22     0.306     
HFE    -1.361    -5.636E-21    -3.402    
HIS    -0.137    -5.686E-22    -0.343    
HAF    -0.137    -5.686E-22    -0.343    
HAS    0.264     1.094E-21     0.660     
X00    1.156     4.786E-21     2.889     
X01    -1.131    -4.684E-21    -2.827    
X02    1.016     4.207E-21     2.539     
X03    0.710     2.942E-21     1.776     
X04    1.118     4.632E-21     2.796     
X05    -0.224    -9.275E-22    -0.560    
X06    -0.533    -2.209E-21    -1.334    
X07    -0.115    -4.750E-22    -0.287    
X08    0.135     5.587E-22     0.337     
X09    0.174     7.202E-22     0.435     
X0A    1.382     5.723E-21     3.454     
X0B    -0.771    -3.195E-21    -1.928    
X0C    -0.343    -1.419E-21    -0.856    
X0D    0.125     5.161E-22     0.312     
X0E    1.494     6.189E-21     3.735     
X0F    0.380     1.573E-21     0.950     
X0G    -0.357    -1.478E-21    -0.892    
X0H    -0.542    -2.244E-21    -1.354    
X0I    0.694     2.874E-21     1.735     
X0J    -0.266    -1.100E-21    -0.664    
X0K    3.138     1.300E-20     7.846     
X0L    2.912     1.206E-20     7.279     
X0M    -0.337    -1.397E-21    -0.843    
X0N    -0.025    -1.034E-22    -0.062    
X0O    -0.628    -2.600E-21    -1.569    
X0P    0.514     2.131E-21     1.286     
X0Q    2.450     1.015E-20     6.124     
X0R    -0.337    -1.397E-21    -0.843    
X0S    3.138     1.300E-20     7.846     
X0T    -0.025    -1.034E-22    -0.062    
X0U    -0.266    -1.100E-21    -0.664    
X0V    2.912     1.206E-20     7.279     
X0W    0.499     2.065E-21     1.246     
X0X    -0.099    -4.115E-22    -0.248    
X0Y    -0.606    -2.510E-21    -1.515    
X0Z    -0.606    -2.510E-21    -1.515    
X10    0.874     3.620E-21     2.185     
X11    -0.500    -2.070E-21    -1.249    
X12    -0.725    -3.002E-21    -1.812    
X13    0.105     4.351E-22     0.263     
X14    -0.628    -2.600E-21    -1.569    
X15    2.266     9.385E-21     5.665     
X16    0.776     3.216E-21     1.941     
X17    1.339     5.545E-21     3.347     
X18    0.571     2.364E-21     1.427     
X19    -0.162    -6.723E-22    -0.406    
X1A    -0.610    -2.527E-21    -1.525    
X1B    1.446     5.988E-21     3.614     
X1C    -0.631    -2.615E-21    -1.578    
X1D    0.680     2.817E-21     1.700     
X1E    0.956     3.961E-21     2.391     
X1F    0.816     3.380E-21     2.040     
X1G    -0.522    -2.163E-21    -1.305    
X1H    -0.451    -1.867E-21    -1.127    
X1I    0.239     9.913E-22     0.598     
X1J    0.239     9.904E-22     0.598     
X1K    0.314     1.302E-21     0.786     
X1L    1.579     6.541E-21     3.948     
X1M    0.463     1.920E-21     1.159     
X1N    -0.281    -1.165E-21    -0.703    
X1O    0.090     3.732E-22     0.225     
X1P    1.652     6.843E-21     4.130     
X1Q    0.393     1.629E-21     0.983     
X1R    -0.446    -1.848E-21    -1.115    
X1S    -0.503    -2.084E-21    -1.258    
X1T    0.776     3.215E-21     1.941     
X1U    0.331     1.372E-21     0.828     
X1V    2.303     9.538E-21     5.757     
X1W    0.331     1.372E-21     0.828     
X1X    0.621     2.572E-21     1.552     
X1Y    -0.215    -8.899E-22    -0.537    
X1Z    0.608     2.519E-21     1.520     
X20    0.523     2.167E-21     1.308     
X21    0.689     2.855E-21     1.723     
X22    0.241     9.997E-22     0.603     
X23    4.076     1.688E-20     10.191    
X24    -0.299    -1.238E-21    -0.747    
X25    2.065     8.551E-21     5.162     
X26    1.425     5.903E-21     3.563     
X27    -0.311    -1.290E-21    -0.778    
X28    0.191     7.921E-22     0.478     
X29    -0.204    -8.449E-22    -0.510    
X2A    0.777     3.218E-21     1.942     
X2B    1.003     4.154E-21     2.507     
X2C    0.258     1.068E-21     0.645     
X2D    -0.165    -6.815E-22    -0.411    
X2E    3.147     1.304E-20     7.868     
X2F    1.882     7.794E-21     4.704     
