#Name  kT        Joules        kJ/mol    
ALA    0.417     1.726E-21     1.042     
ARG    2.354     9.751E-21     5.886     
LYS    2.931     1.214E-20     7.327     
HID    2.384     9.875E-21     5.960     
HIE    2.386     9.881E-21     5.964     
ASP    2.677     1.109E-20     6.693     
GLU    2.267     9.392E-21     5.669     
SER    1.729     7.160E-21     4.322     
THR    1.476     6.112E-21     3.689     
ASN    2.279     9.438E-21     5.697     
GLN    1.999     8.278E-21     4.997     
CYS    4.152     1.720E-20     10.379    
GLY    2.146     8.889E-21     5.365     
PRO    2.006     8.308E-21     5.014     
VAL    0.877     3.632E-21     2.192     
ILE    0.943     3.904E-21     2.357     
LEU    0.931     3.857E-21     2.328     
MET    2.432     1.007E-20     6.079     
PHE    1.495     6.194E-21     3.739     
TYR    1.801     7.459E-21     4.502     
TRP    2.143     8.876E-21     5.357     
HIP    2.825     1.170E-20     7.063     
ETA    8.027     3.325E-20     20.067    
PHO    3.102     1.285E-20     7.755     
CHL    5.280     2.187E-20     13.199    
DGL    2.423     1.004E-20     6.057     
EST    1.838     7.615E-21     4.596     
CYM    4.171     1.728E-20     10.429    
GAN    2.049     8.485E-21     5.121     
HIS    2.506     1.038E-20     6.265     
X00    0.633     2.623E-21     1.583     
X01    2.969     1.230E-20     7.421     
X02    2.641     1.094E-20     6.601     
X03    1.948     8.067E-21     4.869     
X04    5.151     2.133E-20     12.877    
X05    2.096     8.681E-21     5.240     
X06    1.585     6.566E-21     3.963     
X07    2.091     8.662E-21     5.228     
X08    2.089     8.654E-21     5.223     
X09    0.506     2.096E-21     1.265     
X0A    0.496     2.054E-21     1.240     
X0B    1.385     5.735E-21     3.462     
X0C    2.670     1.106E-20     6.675     
X0D    1.170     4.845E-21     2.924     
X0E    1.866     7.730E-21     4.666     
X0F    1.189     4.927E-21     2.974     
X0G    1.905     7.890E-21     4.762     
X0H    1.563     6.473E-21     3.907     
X0I    0.479     1.982E-21     1.197     
X0J    2.513     1.041E-20     6.283     
X0K    3.508     1.453E-20     8.771     
X0L    2.851     1.181E-20     7.127     
X0M    4.374     1.812E-20     10.934    
X0N    1.622     6.717E-21     4.054     
X0O    2.128     8.816E-21     5.321     
X0P    0.726     3.006E-21     1.814     
X0Q    6.681     2.767E-20     16.703    
X0R    4.374     1.812E-20     10.934    
X0S    3.508     1.453E-20     8.771     
X0T    1.622     6.717E-21     4.054     
X0U    2.513     1.041E-20     6.283     
X0V    2.851     1.181E-20     7.127     
X0W    4.208     1.743E-20     10.519    
X0X    2.607     1.080E-20     6.518     
X0Y    2.279     9.439E-21     5.697     
X0Z    2.279     9.439E-21     5.697     
X10    2.402     9.950E-21     6.006     
X11    1.779     7.367E-21     4.447     
X12    2.239     9.275E-21     5.598     
X13    2.112     8.748E-21     5.280     
X14    2.128     8.816E-21     5.321     
X15    0.747     3.093E-21     1.867     
X16    0.877     3.632E-21     2.192     
X17    0.691     2.860E-21     1.726     
X18    0.928     3.845E-21     2.321     
X19    1.010     4.181E-21     2.524     
X1A    1.072     4.439E-21     2.679     
X1B    1.072     4.439E-21     2.679     
X1C    1.244     5.153E-21     3.110     
X1D    3.104     1.286E-20     7.759     
X1E    5.280     2.187E-20     13.199    
X1F    1.839     7.616E-21     4.597     
X1G    2.825     1.170E-20     7.063     
X1H    8.027     3.325E-20     20.067    
X1I    3.290     1.363E-20     8.225     
X1J    2.195     9.091E-21     5.487     
X1K    2.048     8.484E-21     5.121     
X1L    2.366     9.799E-21     5.915     
X1M    2.171     8.993E-21     5.428     
X1N    2.408     9.972E-21     6.019     
X1O    2.412     9.992E-21     6.031     
X1P    2.405     9.962E-21     6.013     
X1Q    1.276     5.283E-21     3.189     
X1R    2.082     8.625E-21     5.206     
X1S    1.545     6.399E-21     3.862     
X1T    16.386    6.787E-20     40.964    
X1U    1.911     7.916E-21     4.778     
X1V    3.982     1.649E-20     9.956     
X1W    3.498     1.449E-20     8.744     
X1X    2.137     8.849E-21     5.341     
X1Y    1.984     8.218E-21     4.961     
X1Z    1.858     7.697E-21     4.646     
X20    2.954     1.224E-20     7.385     
X21    2.146     8.888E-21     5.364     
X22    3.734     1.547E-20     9.336     
X23    2.104     8.716E-21     5.261     
X24    6.112     2.532E-20     15.281    
X25    3.343     1.385E-20     8.358     
X26    2.249     9.315E-21     5.622     
X27    1.515     6.277E-21     3.789     
X28    3.638     1.507E-20     9.096     
X29    0.835     3.461E-21     2.089     
X2A    2.667     1.105E-20     6.668     
X2B    2.109     8.735E-21     5.272     
X2C    1.858     7.694E-21     4.644     
X2D    2.638     1.092E-20     6.594     
X2E    2.217     9.182E-21     5.542     
X2F    2.043     8.464E-21     5.108     
X2G    2.817     1.167E-20     7.044     
X2H    1.996     8.269E-21     4.991     
X2I    2.218     9.188E-21     5.546     
X2J    4.091     1.695E-20     10.228    
X2K    2.102     8.704E-21     5.254     
X2L    2.295     9.505E-21     5.737     
X2M    2.488     1.030E-20     6.219     
X2N    3.354     1.389E-20     8.386     
X2O    2.111     8.744E-21     5.277     
X2P    2.727     1.130E-20     6.819     
X2Q    2.840     1.176E-20     7.101     
X2R    2.086     8.642E-21     5.216     
X2S    1.334     5.526E-21     3.336     
X2T    1.914     7.929E-21     4.786     
X2U    1.979     8.197E-21     4.947     
X2V    1.712     7.089E-21     4.279     
X2W    3.450     1.429E-20     8.625     
X2X    2.765     1.145E-20     6.912     
X2Y    2.764     1.145E-20     6.909     
X2Z    2.813     1.165E-20     7.032     
X30    2.465     1.021E-20     6.163     
X31    1.931     7.999E-21     4.828     
X32    3.201     1.326E-20     8.002     
X33    2.109     8.733E-21     5.271     
X34    1.275     5.280E-21     3.187     
X35    3.947     1.635E-20     9.866     
X36    1.791     7.418E-21     4.477     
X37    2.449     1.014E-20     6.123     
X38    2.088     8.648E-21     5.219     
X39    2.745     1.137E-20     6.862     
X3A    2.382     9.865E-21     5.954     
X3B    1.976     8.186E-21     4.941     
X3C    2.359     9.772E-21     5.898     
X3D    1.258     5.210E-21     3.145     
X3E    3.046     1.261E-20     7.614     
X3F    2.477     1.026E-20     6.193     
X3G    1.982     8.211E-21     4.956     
X3H    2.615     1.083E-20     6.539     
X3I    1.884     7.803E-21     4.710     
X3J    2.338     9.685E-21     5.846     
X3K    1.804     7.471E-21     4.510     
X3L    1.901     7.874E-21     4.753     
X3M    1.864     7.719E-21     4.659     
X3N    2.365     9.795E-21     5.912     
X3O    2.191     9.073E-21     5.476     
X3P    2.251     9.322E-21     5.627     
X3Q    3.079     1.275E-20     7.699     
X3R    1.277     5.288E-21     3.192     
X3S    1.365     5.654E-21     3.413     
X3T    1.579     6.540E-21     3.947     
X3U    1.479     6.126E-21     3.697     
X3V    1.515     6.275E-21     3.787     
X3W    1.212     5.022E-21     3.031     
X3X    3.009     1.246E-20     7.523     
X3Y    2.221     9.199E-21     5.552     
X3Z    3.043     1.260E-20     7.608     
X40    1.818     7.532E-21     4.546     
X41    3.017     1.250E-20     7.542     
X42    2.649     1.097E-20     6.622     
X43    2.763     1.144E-20     6.907     
X44    2.837     1.175E-20     7.091     
X45    3.435     1.423E-20     8.586     
X46    1.703     7.052E-21     4.256     
X47    3.391     1.404E-20     8.477     
X48    2.229     9.231E-21     5.572     
X49    1.215     5.033E-21     3.038     
X4A    2.790     1.156E-20     6.976     
X4B    1.705     7.064E-21     4.263     
X4C    2.641     1.094E-20     6.603     
X4D    2.943     1.219E-20     7.357     
X4E    5.688     2.356E-20     14.220    
X4F    6.042     2.502E-20     15.104    
X4G    2.184     9.046E-21     5.460     
X4H    3.126     1.295E-20     7.814     
X4I    1.508     6.248E-21     3.771     
X4J    1.645     6.815E-21     4.113     
X4K    2.333     9.662E-21     5.832     
X4L    2.912     1.206E-20     7.280     
X4M    2.226     9.222E-21     5.566     
X4N    4.467     1.850E-20     11.168    
X4O    2.371     9.820E-21     5.927     
X4P    0.981     4.062E-21     2.452     
X4Q    3.029     1.255E-20     7.572     
X4R    3.635     1.506E-20     9.087     
