#Name  kT        Joules        kJ/mol    
ALA    1.100     4.557E-21     2.751     
ARG    6.217     2.575E-20     15.542    
LYS    7.738     3.205E-20     19.346    
HID    6.295     2.607E-20     15.738    
HIE    6.299     2.609E-20     15.748    
ASP    7.069     2.928E-20     17.672    
GLU    5.987     2.480E-20     14.968    
SER    4.565     1.891E-20     11.412    
THR    3.897     1.614E-20     9.742     
ASN    6.017     2.492E-20     15.042    
GLN    5.277     2.186E-20     13.193    
CYS    10.962    4.541E-20     27.406    
GLY    5.667     2.347E-20     14.166    
PRO    5.296     2.194E-20     13.240    
VAL    2.315     9.591E-21     5.789     
ILE    2.489     1.031E-20     6.222     
LEU    2.459     1.018E-20     6.147     
MET    6.421     2.660E-20     16.053    
PHE    3.949     1.636E-20     9.872     
TYR    4.755     1.970E-20     11.889    
TRP    5.658     2.344E-20     14.146    
HIP    7.460     3.090E-20     18.650    
ETA    21.195    8.779E-20     52.988    
PHO    8.191     3.393E-20     20.477    
CHL    13.941    5.774E-20     34.852    
DGL    6.398     2.650E-20     15.994    
EST    4.855     2.011E-20     12.136    
CYM    11.015    4.562E-20     27.537    
GAN    5.409     2.240E-20     13.523    
HIS    6.617     2.741E-20     16.543    
X00    1.672     6.926E-21     4.180     
X01    7.839     3.247E-20     19.597    
X02    6.972     2.888E-20     17.431    
X03    5.143     2.130E-20     12.857    
X04    13.600    5.633E-20     34.001    
X05    5.534     2.292E-20     13.836    
X06    4.186     1.734E-20     10.464    
X07    5.522     2.287E-20     13.805    
X08    5.517     2.285E-20     13.793    
X09    1.336     5.535E-21     3.341     
X0A    1.310     5.425E-21     3.274     
X0B    3.656     1.514E-20     9.141     
X0C    7.050     2.920E-20     17.626    
X0D    3.089     1.279E-20     7.722     
X0E    4.928     2.041E-20     12.320    
X0F    3.141     1.301E-20     7.852     
X0G    5.030     2.083E-20     12.575    
X0H    4.127     1.709E-20     10.316    
X0I    1.264     5.234E-21     3.159     
X0J    6.636     2.749E-20     16.590    
X0K    9.264     3.837E-20     23.159    
X0L    7.528     3.118E-20     18.819    
X0M    11.549    4.784E-20     28.872    
X0N    4.282     1.774E-20     10.705    
X0O    5.620     2.328E-20     14.050    
X0P    1.916     7.937E-21     4.791     
X0Q    17.642    7.307E-20     44.105    
X0R    11.549    4.784E-20     28.872    
X0S    9.264     3.837E-20     23.159    
X0T    4.282     1.774E-20     10.705    
X0U    6.636     2.749E-20     16.590    
X0V    7.528     3.118E-20     18.819    
X0W    11.111    4.602E-20     27.777    
X0X    6.884     2.852E-20     17.211    
X0Y    6.017     2.492E-20     15.044    
X0Z    6.017     2.492E-20     15.044    
X10    6.343     2.627E-20     15.858    
X11    4.697     1.945E-20     11.742    
X12    5.913     2.449E-20     14.782    
X13    5.577     2.310E-20     13.942    
X14    5.620     2.328E-20     14.050    
X15    1.972     8.167E-21     4.930     
X16    2.316     9.591E-21     5.789     
X17    1.823     7.553E-21     4.559     
X18    2.451     1.015E-20     6.128     
X19    2.666     1.104E-20     6.664     
X1A    2.830     1.172E-20     7.074     
X1B    2.830     1.172E-20     7.075     
X1C    3.285     1.361E-20     8.213     
X1D    8.196     3.395E-20     20.489    
X1E    13.941    5.774E-20     34.853    
X1F    4.855     2.011E-20     12.138    
X1G    7.460     3.090E-20     18.650    
X1H    21.195    8.779E-20     52.987    
X1I    8.687     3.598E-20     21.717    
X1J    5.795     2.400E-20     14.488    
X1K    5.409     2.240E-20     13.522    
X1L    6.247     2.587E-20     15.618    
X1M    5.733     2.375E-20     14.332    
X1N    6.357     2.633E-20     15.894    
X1O    6.370     2.638E-20     15.925    
X1P    6.351     2.631E-20     15.878    
X1Q    3.368     1.395E-20     8.420     
X1R    5.499     2.277E-20     13.747    
X1S    4.079     1.690E-20     10.199    
X1T    43.267    1.792E-19     108.168   
X1U    5.047     2.090E-20     12.616    
X1V    10.516    4.356E-20     26.289    
X1W    9.235     3.825E-20     23.088    
X1X    5.642     2.337E-20     14.104    
X1Y    5.239     2.170E-20     13.098    
X1Z    4.907     2.032E-20     12.268    
X20    7.800     3.231E-20     19.500    
X21    5.666     2.347E-20     14.165    
X22    9.861     4.084E-20     24.652    
X23    5.556     2.301E-20     13.890    
X24    16.140    6.685E-20     40.350    
X25    8.828     3.656E-20     22.069    
X26    5.938     2.460E-20     14.846    
X27    4.001     1.657E-20     10.004    
X28    9.607     3.979E-20     24.017    
X29    2.206     9.138E-21     5.515     
X2A    7.043     2.917E-20     17.607    
X2B    5.569     2.306E-20     13.921    
X2C    4.905     2.032E-20     12.263    
X2D    6.965     2.885E-20     17.411    
X2E    5.853     2.424E-20     14.633    
X2F    5.396     2.235E-20     13.489    
X2G    7.440     3.081E-20     18.599    
X2H    5.272     2.184E-20     13.179    
X2I    5.858     2.426E-20     14.644    
X2J    10.803    4.475E-20     27.008    
X2K    5.549     2.298E-20     13.873    
X2L    6.060     2.510E-20     15.149    
X2M    6.568     2.721E-20     16.421    
X2N    8.857     3.669E-20     22.143    
X2O    5.574     2.309E-20     13.935    
X2P    7.202     2.983E-20     18.005    
X2Q    7.500     3.106E-20     18.750    
X2R    5.509     2.282E-20     13.773    
X2S    3.523     1.459E-20     8.808     
X2T    5.055     2.094E-20     12.637    
X2U    5.226     2.164E-20     13.064    
X2V    4.519     1.872E-20     11.298    
X2W    9.110     3.773E-20     22.774    
X2X    7.301     3.024E-20     18.252    
X2Y    7.298     3.023E-20     18.244    
X2Z    7.427     3.076E-20     18.567    
X30    6.509     2.696E-20     16.273    
X31    5.099     2.112E-20     12.749    
X32    8.452     3.501E-20     21.130    
X33    5.568     2.306E-20     13.919    
X34    3.366     1.394E-20     8.415     
X35    10.421    4.316E-20     26.052    
X36    4.729     1.959E-20     11.822    
X37    6.467     2.678E-20     16.167    
X38    5.513     2.283E-20     13.782    
