#Predicted Hamaker constants for CNT15-COO--10
#Estimated self-vacuum-self Hamaker: 17.697216473252272#Nominal refractive index: 1.5124862000988164
#Name  kT        Joules        kJ/mol    
ALA    0.914     3.785E-21     2.285     
ARG    -2.563    -1.062E-20    -6.409    
LYS    1.082     4.483E-21     2.706     
HID    1.429     5.920E-21     3.573     
HIE    1.453     6.018E-21     3.632     
ASP    4.210     1.744E-20     10.525    
GLU    3.963     1.641E-20     9.906     
SER    4.261     1.765E-20     10.653    
THR    1.907     7.897E-21     4.767     
ASN    3.593     1.488E-20     8.984     
GLN    -0.648    -2.685E-21    -1.621    
CYS    7.451     3.086E-20     18.626    
GLY    5.516     2.285E-20     13.791    
PRO    1.271     5.265E-21     3.178     
VAL    0.461     1.911E-21     1.154     
ILE    -2.183    -9.040E-21    -5.456    
LEU    0.397     1.645E-21     0.993     
MET    0.345     1.428E-21     0.862     
PHE    -0.216    -8.941E-22    -0.540    
TYR    -1.139    -4.718E-21    -2.848    
TRP    -1.560    -6.463E-21    -3.901    
HIP    0.227     9.396E-22     0.567     
ETA    12.900    5.343E-20     32.250    
PHO    -0.796    -3.298E-21    -1.991    
CHL    11.539    4.779E-20     28.846    
DGL    2.123     8.795E-21     5.308     
EST    1.929     7.988E-21     4.822     
CYM    4.076     1.688E-20     10.190    
GAN    1.131     4.682E-21     2.826     
MAN    4.279     1.772E-20     10.697    
FUC    3.375     1.398E-20     8.437     
BGL    5.660     2.344E-20     14.150    
NGL    0.685     2.836E-21     1.712     
NGA    2.019     8.361E-21     5.046     
NC4    11.537    4.778E-20     28.841    
MAS    1.926     7.979E-21     4.816     
PRA    1.131     4.683E-21     2.826     
DMP    -1.016    -4.209E-21    -2.541    
MMM    12.896    5.342E-20     32.241    
BTE    1.144     4.740E-21     2.861     
PAS    3.451     1.429E-20     8.627     
PGL    3.416     1.415E-20     8.540     
HMA    2.706     1.121E-20     6.766     
HMB    2.557     1.059E-20     6.392     
HMC    1.488     6.163E-21     3.720     
HMD    1.942     8.045E-21     4.856     
HFE    -2.718    -1.126E-20    -6.795    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    1.125     4.661E-21     2.813     
HAF    1.125     4.661E-21     2.813     
HAS    2.389     9.894E-21     5.972     
X00    5.200     2.154E-20     13.000    
X01    -1.996    -8.269E-21    -4.991    
X02    4.758     1.971E-20     11.895    
X03    3.795     1.572E-20     9.487     
X04    5.083     2.105E-20     12.706    
X05    0.853     3.532E-21     2.132     
X06    -0.120    -4.982E-22    -0.301    
X07    1.197     4.956E-21     2.991     
X08    1.982     8.209E-21     4.955     
X09    2.105     8.717E-21     5.262     
X0A    5.914     2.449E-20     14.785    
X0B    -0.868    -3.594E-21    -2.169    
X0C    0.480     1.987E-21     1.199     
X0D    1.950     8.075E-21     4.874     
X0E    6.270     2.597E-20     15.674    
X0F    2.753     1.140E-20     6.884     
X0G    0.435     1.801E-21     1.087     
X0H    -0.146    -6.067E-22    -0.366    
X0I    3.743     1.550E-20     9.358     
X0J    0.722     2.990E-21     1.805     
X0K    11.483    4.756E-20     28.707    
X0L    10.762    4.457E-20     26.904    
X0M    0.496     2.055E-21     1.240     
X0N    1.479     6.125E-21     3.697     
X0O    -0.417    -1.726E-21    -1.042    
X0P    3.177     1.316E-20     7.943     
X0Q    9.295     3.850E-20     23.236    
X0R    0.496     2.055E-21     1.240     
X0S    11.483    4.756E-20     28.707    
X0T    1.479     6.125E-21     3.697     
X0U    0.722     2.990E-21     1.805     
X0V    10.762    4.457E-20     26.904    
X0W    3.127     1.295E-20     7.819     
X0X    1.245     5.155E-21     3.112     
X0Y    -0.348    -1.442E-21    -0.871    
X0Z    -0.348    -1.442E-21    -0.871    
X10    4.311     1.786E-20     10.778    
X11    -0.014    -5.840E-23    -0.035    
X12    -0.721    -2.987E-21    -1.803    
