# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.293000, 14.915907
  0.294000, 14.822008
  0.295000, 14.728109
  0.296000, 14.633962
  0.297000, 14.539815
  0.298000, 14.444792
  0.299000, 14.349769
  0.300000, 14.253190
  0.301000, 14.156611
  0.302000, 14.057575
  0.303000, 13.958538
  0.304000, 13.856560
  0.305000, 13.754582
  0.306000, 13.651904
  0.307000, 13.549227
  0.308000, 13.443822
  0.309000, 13.338416
  0.310000, 13.230957
  0.311000, 13.123498
  0.312000, 13.016756
  0.313000, 12.910015
  0.314000, 12.800790
  0.315000, 12.691565
  0.316000, 12.581692
  0.317000, 12.471819
  0.318000, 12.361811
  0.319000, 12.251804
  0.320000, 12.138825
  0.321000, 12.025846
  0.322000, 11.912273
  0.323000, 11.798700
  0.324000, 11.685229
  0.325000, 11.571757
  0.326000, 11.458319
  0.327000, 11.344880
  0.328000, 11.231729
  0.329000, 11.118577
  0.330000, 11.004730
  0.331000, 10.890882
  0.332000, 10.777452
  0.333000, 10.664022
  0.334000, 10.550905
  0.335000, 10.437789
  0.336000, 10.325208
  0.337000, 10.212627
  0.338000, 10.101327
  0.339000,  9.990028
  0.340000,  9.879614
  0.341000,  9.769200
  0.342000,  9.660287
  0.343000,  9.551373
  0.344000,  9.442969
  0.345000,  9.334564
  0.346000,  9.225738
  0.347000,  9.116911
  0.348000,  9.008969
  0.349000,  8.901027
  0.350000,  8.796573
  0.351000,  8.692119
  0.352000,  8.589761
  0.353000,  8.487404
  0.354000,  8.387962
  0.355000,  8.288519
  0.356000,  8.192413
  0.357000,  8.096306
  0.358000,  8.001800
  0.359000,  7.907295
  0.360000,  7.816358
  0.361000,  7.725422
  0.362000,  7.636700
  0.363000,  7.547977
  0.364000,  7.461069
  0.365000,  7.374160
  0.366000,  7.289761
  0.367000,  7.205361
  0.368000,  7.123297
  0.369000,  7.041234
  0.370000,  6.963389
  0.371000,  6.885544
  0.372000,  6.810766
  0.373000,  6.735987
  0.374000,  6.664399
  0.375000,  6.592812
  0.376000,  6.525341
  0.377000,  6.457870
  0.378000,  6.393753
  0.379000,  6.329636
  0.380000,  6.269676
  0.381000,  6.209716
  0.382000,  6.152961
  0.383000,  6.096207
  0.384000,  6.042785
  0.385000,  5.989363
  0.386000,  5.939655
  0.387000,  5.889947
  0.388000,  5.843050
  0.389000,  5.796154
  0.390000,  5.752673
  0.391000,  5.709192
  0.392000,  5.669267
  0.393000,  5.629341
  0.394000,  5.592707
  0.395000,  5.556073
  0.396000,  5.522891
  0.397000,  5.489709
  0.398000,  5.459692
  0.399000,  5.429675
  0.400000,  5.402785
  0.401000,  5.375894
  0.402000,  5.352334
  0.403000,  5.328775
  0.404000,  5.308324
  0.405000,  5.287873
  0.406000,  5.270471
  0.407000,  5.253068
  0.408000,  5.238565
  0.409000,  5.224061
  0.410000,  5.212564
  0.411000,  5.201067
  0.412000,  5.192359
  0.413000,  5.183650
  0.414000,  5.177591
  0.415000,  5.171531
  0.416000,  5.167998
  0.417000,  5.164465
  0.418000,  5.163320
  0.419000,  5.162175
  0.420000,  5.163445
  0.421000,  5.164715
  0.422000,  5.167929
  0.423000,  5.171143
  0.424000,  5.176586
  0.425000,  5.182030
  0.426000,  5.189546
  0.427000,  5.197062
  0.428000,  5.206144
  0.429000,  5.215227
  0.430000,  5.225782
  0.431000,  5.236336
  0.432000,  5.248151
  0.433000,  5.259966
  0.434000,  5.273041
  0.435000,  5.286116
  0.436000,  5.300337
  0.437000,  5.314558
  0.438000,  5.330006
  0.439000,  5.345455
  0.440000,  5.361704
  0.441000,  5.377953
  0.442000,  5.394301
  0.443000,  5.410649
  0.444000,  5.426695
  0.445000,  5.442740
  0.446000,  5.458733
  0.447000,  5.474726
  0.448000,  5.490907
  0.449000,  5.507089
  0.450000,  5.522151
  0.451000,  5.537213
  0.452000,  5.550799
  0.453000,  5.564386
  0.454000,  5.576844
  0.455000,  5.589302
  0.456000,  5.600374
  0.457000,  5.611446
  0.458000,  5.621196
  0.459000,  5.630946
  0.460000,  5.639152
  0.461000,  5.647357
  0.462000,  5.653346
  0.463000,  5.659335
  0.464000,  5.662624
  0.465000,  5.665913
  0.466000,  5.666917
  0.467000,  5.667922
  0.468000,  5.666549
  0.469000,  5.665176
  0.470000,  5.661027
  0.471000,  5.656878
  0.472000,  5.650120
  0.473000,  5.643362
  0.474000,  5.633572
  0.475000,  5.623783
  0.476000,  5.610873
  0.477000,  5.597963
  0.478000,  5.582013
  0.479000,  5.566063
  0.480000,  5.546812
  0.481000,  5.527560
  0.482000,  5.504890
  0.483000,  5.482220
  0.484000,  5.456362
  0.485000,  5.430505
  0.486000,  5.401343
  0.487000,  5.372180
  0.488000,  5.339604
  0.489000,  5.307029
  0.490000,  5.271057
  0.491000,  5.235085
  0.492000,  5.195719
  0.493000,  5.156353
  0.494000,  5.113728
  0.495000,  5.071103
  0.496000,  5.025286
  0.497000,  4.979469
  0.498000,  4.930685
  0.499000,  4.881901
  0.500000,  4.830376
  0.501000,  4.778851
  0.502000,  4.724544
  0.503000,  4.670237
  0.504000,  4.613125
  0.505000,  4.556013
  0.506000,  4.496228
  0.507000,  4.436443
  0.508000,  4.374057
  0.509000,  4.311670
  0.510000,  4.246772
  0.511000,  4.181874
  0.512000,  4.114553
  0.513000,  4.047231
  0.514000,  3.978442
  0.515000,  3.909653
  0.516000,  3.838708
  0.517000,  3.767764
  0.518000,  3.694214
  0.519000,  3.620665
  0.520000,  3.545787
  0.521000,  3.470909
  0.522000,  3.394315
  0.523000,  3.317721
  0.524000,  3.239373
  0.525000,  3.161025
  0.526000,  3.081273
  0.527000,  3.001522
  0.528000,  2.920703
  0.529000,  2.839884
  0.530000,  2.758738
  0.531000,  2.677592
  0.532000,  2.596174
  0.533000,  2.514755
  0.534000,  2.432736
  0.535000,  2.350717
  0.536000,  2.268419
  0.537000,  2.186122
  0.538000,  2.103554
  0.539000,  2.020987
  0.540000,  1.938078
  0.541000,  1.855168
  0.542000,  1.772839
  0.543000,  1.690510
  0.544000,  1.608588
  0.545000,  1.526666
  0.546000,  1.444732
  0.547000,  1.362798
  0.548000,  1.281692
  0.549000,  1.200585
  0.550000,  1.120414
  0.551000,  1.040244
  0.552000,  0.960944
  0.553000,  0.881644
  0.554000,  0.803482
  0.555000,  0.725321
  0.556000,  0.648320
  0.557000,  0.571320
  0.558000,  0.495608
  0.559000,  0.419896
  0.560000,  0.345674
  0.561000,  0.271452
  0.562000,  0.198821
  0.563000,  0.126191
  0.564000,  0.054984
  0.565000, -0.016223
  0.566000, -0.085858
  0.567000, -0.155493
  0.568000, -0.222913
  0.569000, -0.290333
  0.570000, -0.355574
  0.571000, -0.420814
  0.572000, -0.484315
  0.573000, -0.547815
  0.574000, -0.609204
  0.575000, -0.670593
  0.576000, -0.729884
  0.577000, -0.789174
  0.578000, -0.846457
  0.579000, -0.903741
  0.580000, -0.958646
  0.581000, -1.013552
  0.582000, -1.066156
  0.583000, -1.118760
  0.584000, -1.168930
  0.585000, -1.219101
  0.586000, -1.266728
  0.587000, -1.314356
  0.588000, -1.359578
  0.589000, -1.404799
  0.590000, -1.447681
  0.591000, -1.490562
  0.592000, -1.531089
  0.593000, -1.571616
  0.594000, -1.609747
  0.595000, -1.647878
  0.596000, -1.683546
  0.597000, -1.719214
  0.598000, -1.752418
  0.599000, -1.785621
  0.600000, -1.816409
  0.601000, -1.847197
  0.602000, -1.875748
  0.603000, -1.904299
  0.604000, -1.930543
  0.605000, -1.956787
  0.606000, -1.980676
  0.607000, -2.004565
  0.608000, -2.026205
  0.609000, -2.047845
  0.610000, -2.067321
  0.611000, -2.086797
  0.612000, -2.104056
  0.613000, -2.121315
  0.614000, -2.136338
  0.615000, -2.151361
  0.616000, -2.164365
  0.617000, -2.177368
  0.618000, -2.188360
  0.619000, -2.199351
  0.620000, -2.208460
  0.621000, -2.217568
  0.622000, -2.224898
  0.623000, -2.232227
  0.624000, -2.237731
  0.625000, -2.243235
  0.626000, -2.246962
  0.627000, -2.250690
  0.628000, -2.252790
  0.629000, -2.254890
  0.630000, -2.255410
  0.631000, -2.255931
  0.632000, -2.254879
  0.633000, -2.253828
  0.634000, -2.251417
  0.635000, -2.249007
  0.636000, -2.245397
  0.637000, -2.241787
  0.638000, -2.236887
  0.639000, -2.231988
  0.640000, -2.226013
  0.641000, -2.220038
  0.642000, -2.212920
  0.643000, -2.205801
  0.644000, -2.197539
  0.645000, -2.189276
  0.646000, -2.180225
  0.647000, -2.171173
  0.648000, -2.161247
  0.649000, -2.151320
  0.650000, -2.140564
  0.651000, -2.129808
  0.652000, -2.118361
  0.653000, -2.106914
  0.654000, -2.094896
  0.655000, -2.082878
  0.656000, -2.070373
  0.657000, -2.057868
  0.658000, -2.044653
  0.659000, -2.031438
  0.660000, -2.017733
  0.661000, -2.004027
  0.662000, -1.990082
  0.663000, -1.976137
  0.664000, -1.961790
  0.665000, -1.947442
  0.666000, -1.932736
