# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.451000, 24.075921
  0.452000, 23.943264
  0.453000, 23.810608
  0.454000, 23.680776
  0.455000, 23.550944
  0.456000, 23.424124
  0.457000, 23.297303
  0.458000, 23.144662
  0.459000, 22.992020
  0.460000, 22.838210
  0.461000, 22.684399
  0.462000, 22.540238
  0.463000, 22.396077
  0.464000, 22.266266
  0.465000, 22.136455
  0.466000, 22.010043
  0.467000, 21.883631
  0.468000, 21.769999
  0.469000, 21.656367
  0.470000, 21.552697
  0.471000, 21.449027
  0.472000, 21.342490
  0.473000, 21.235953
  0.474000, 21.129645
  0.475000, 21.023337
  0.476000, 20.919691
  0.477000, 20.816044
  0.478000, 20.715518
  0.479000, 20.614993
  0.480000, 20.517217
  0.481000, 20.419441
  0.482000, 20.323227
  0.483000, 20.227012
  0.484000, 20.133230
  0.485000, 20.039447
  0.486000, 19.949393
  0.487000, 19.859339
  0.488000, 19.771769
  0.489000, 19.684199
  0.490000, 19.598707
  0.491000, 19.513215
  0.492000, 19.431200
  0.493000, 19.349186
  0.494000, 19.271532
  0.495000, 19.193879
  0.496000, 19.118905
  0.497000, 19.043930
  0.498000, 18.972610
  0.499000, 18.901290
  0.500000, 18.833902
  0.501000, 18.766514
  0.502000, 18.702261
  0.503000, 18.638008
  0.504000, 18.577504
  0.505000, 18.517000
  0.506000, 18.460125
  0.507000, 18.403251
  0.508000, 18.350117
  0.509000, 18.296982
  0.510000, 18.247516
  0.511000, 18.198049
  0.512000, 18.151933
  0.513000, 18.105818
  0.514000, 18.062917
  0.515000, 18.020017
  0.516000, 17.980050
  0.517000, 17.940084
  0.518000, 17.902674
  0.519000, 17.865264
  0.520000, 17.830167
  0.521000, 17.795071
  0.522000, 17.761939
  0.523000, 17.728807
  0.524000, 17.696128
  0.525000, 17.663448
  0.526000, 17.632292
  0.527000, 17.601136
  0.528000, 17.570035
  0.529000, 17.538934
  0.530000, 17.505518
  0.531000, 17.472101
  0.532000, 17.439058
  0.533000, 17.406015
  0.534000, 17.373428
  0.535000, 17.340842
  0.536000, 17.305172
  0.537000, 17.269502
  0.538000, 17.228038
  0.539000, 17.186575
  0.540000, 17.142387
  0.541000, 17.098200
  0.542000, 17.049860
  0.543000, 17.001519
  0.544000, 16.945829
  0.545000, 16.890138
  0.546000, 16.828707
  0.547000, 16.767275
  0.548000, 16.698806
  0.549000, 16.630337
  0.550000, 16.558445
  0.551000, 16.486552
  0.552000, 16.411709
  0.553000, 16.336866
  0.554000, 16.252764
  0.555000, 16.168663
  0.556000, 16.077397
  0.557000, 15.986130
  0.558000, 15.889472
  0.559000, 15.792814
  0.560000, 15.688231
  0.561000, 15.583648
  0.562000, 15.473558
  0.563000, 15.363467
  0.564000, 15.246955
  0.565000, 15.130442
  0.566000, 15.006787
  0.567000, 14.883132
  0.568000, 14.751556
  0.569000, 14.619979
  0.570000, 14.478674
  0.571000, 14.337368
  0.572000, 14.188513
  0.573000, 14.039658
  0.574000, 13.882716
  0.575000, 13.725775
  0.576000, 13.563307
  0.577000, 13.400839
  0.578000, 13.231766
  0.579000, 13.062693
  0.580000, 12.884662
  0.581000, 12.706630
  0.582000, 12.521760
  0.583000, 12.336890
  0.584000, 12.146718
  0.585000, 11.956546
  0.586000, 11.762331
  0.587000, 11.568115
  0.588000, 11.369142
  0.589000, 11.170169
  0.590000, 10.965900
  0.591000, 10.761631
  0.592000, 10.551799
  0.593000, 10.341967
  0.594000, 10.129513
  0.595000,  9.917059
  0.596000,  9.703942
  0.597000,  9.490825
  0.598000,  9.277096
  0.599000,  9.063367
  0.600000,  8.851585
  0.601000,  8.639802
  0.602000,  8.429141
  0.603000,  8.218479
  0.604000,  8.008417
  0.605000,  7.798356
  0.606000,  7.588112
  0.607000,  7.377867
  0.608000,  7.164774
  0.609000,  6.951680
  0.610000,  6.738027
  0.611000,  6.524374
  0.612000,  6.312910
  0.613000,  6.101447
  0.614000,  5.893071
  0.615000,  5.684694
  0.616000,  5.478559
  0.617000,  5.272425
  0.618000,  5.066751
  0.619000,  4.861076
  0.620000,  4.658898
  0.621000,  4.456720
  0.622000,  4.257334
  0.623000,  4.057948
  0.624000,  3.861448
  0.625000,  3.664948
  0.626000,  3.473820
  0.627000,  3.282693
  0.628000,  3.094485
  0.629000,  2.906277
  0.630000,  2.723061
  0.631000,  2.539845
  0.632000,  2.362055
  0.633000,  2.184265
  0.634000,  2.010830
  0.635000,  1.837395
  0.636000,  1.668904
  0.637000,  1.500412
  0.638000,  1.336101
  0.639000,  1.171790
  0.640000,  1.013298
  0.641000,  0.854806
  0.642000,  0.702071
  0.643000,  0.549336
  0.644000,  0.401639
  0.645000,  0.253942
  0.646000,  0.112578
  0.647000, -0.028786
  0.648000, -0.164306
  0.649000, -0.299827
  0.650000, -0.429785
  0.651000, -0.559744
