#Name  kT        Joules        kJ/mol    
ALA    19.215    7.959E-20     48.039    
ARG    22.880    9.477E-20     57.200    
ASN    24.556    1.017E-19     61.390    
ASP    25.111    1.040E-19     62.777    
CYS    24.185    1.002E-19     60.463    
GLN    23.254    9.632E-20     58.135    
GLU    22.317    9.244E-20     55.792    
GLY    24.185    1.002E-19     60.463    
HIS    25.111    1.040E-19     62.777    
ILE    16.768    6.945E-20     41.920    
LEU    16.573    6.864E-20     41.433    
LYS    19.790    8.197E-20     49.474    
MET    21.752    9.010E-20     54.380    
PHE    24.000    9.940E-20     59.999    
PRO    18.575    7.694E-20     46.437    
SER    23.627    9.786E-20     59.068    
THR    19.981    8.276E-20     49.952    
TRP    28.394    1.176E-19     70.985    
TYR    21.563    8.931E-20     53.908    
VAL    16.962    7.026E-20     42.406    
CHL    4.411     1.827E-20     11.029    
PHO    6.206     2.571E-20     15.516    
EST    2.392     9.907E-21     5.979     
CYM    24.185    1.002E-19     60.463    
DGL    10.960    4.540E-20     27.401    
ETA    8.937     3.702E-20     22.343    
HID    25.111    1.040E-19     62.777    
HIE    25.111    1.040E-19     62.777    
HIP    25.111    1.040E-19     62.777    
GAN    22.317    9.244E-20     55.792
