#Name  kT        Joules        kJ/mol    
GLY    3.707     1.535E-20     9.267     
ALA    13.588    5.628E-20     33.971    
ARG    17.061    7.067E-20     42.652    
ASN    18.694    7.743E-20     46.735    
ASP    5.084     2.106E-20     12.710    
CYS    18.331    7.592E-20     45.827    
GLN    17.423    7.217E-20     43.558    
GLU    16.518    6.842E-20     41.296    
HIS    14.123    5.850E-20     35.307    
ILE    11.357    4.704E-20     28.392    
LEU    11.183    4.632E-20     27.957    
LYS    14.123    5.850E-20     35.307    
MET    15.977    6.618E-20     39.942    
PHE    18.149    7.517E-20     45.373    
PRO    12.997    5.383E-20     32.492    
SER    17.786    7.367E-20     44.465    
THR    14.301    5.924E-20     35.753    
TRP    22.521    9.328E-20     56.301    
TYR    15.797    6.543E-20     39.492    
VAL    11.531    4.776E-20     28.828    
DGL    6.435     2.665E-20     16.088    
ETA    4.882     2.022E-20     12.204    
CHL    1.853     7.675E-21     4.632     
PHO    2.966     1.228E-20     7.415     
EST    0.793     3.287E-21     1.984     
CYM    18.331    7.592E-20     45.827    
HID    14.123    5.850E-20     35.307    
HIE    14.123    5.850E-20     35.307    
HIP    14.123    5.850E-20     35.307    
ASPP   5.084     2.106E-20     12.710    
GLUP   16.518    6.842E-20     41.296    
BGLC   6.435     2.665E-20     16.088    
AMAN   11.648    4.824E-20     29.119    
AFUC   12.820    5.310E-20     32.050    
BGLCNA 11.823    4.897E-20     29.557    
BGALNA 9.860     4.084E-20     24.650    
NC4    1.853     7.675E-21     4.632     
MAS    0.793     3.287E-21     1.984     
DMEP   2.966     1.228E-20     7.415     
MAMM   4.882     2.022E-20     12.204    
GAN    16.518    6.842E-20     41.296
