#Name  kT        Joules        kJ/mol    
ALA    17.580    7.281E-20     43.950    
ARG    20.922    8.666E-20     52.305    
ASN    22.450    9.299E-20     56.126    
ASP    22.956    9.508E-20     57.390    
CYS    22.112    9.159E-20     55.281    
GLN    21.263    8.807E-20     53.158    
GLU    20.409    8.453E-20     51.022    
GLY    22.112    9.159E-20     55.281    
HIS    22.956    9.508E-20     57.390    
ILE    15.347    6.357E-20     38.367    
LEU    15.169    6.283E-20     37.923    
LYS    18.104    7.498E-20     45.259    
MET    19.893    8.240E-20     49.734    
PHE    21.943    9.089E-20     54.857    
PRO    16.996    7.039E-20     42.489    
SER    21.604    8.948E-20     54.009    
THR    18.278    7.571E-20     45.695    
TRP    25.949    1.075E-19     64.872    
TYR    19.721    8.168E-20     49.303    
VAL    15.524    6.430E-20     38.811
