#Name  kT        Joules        kJ/mol    
ALA    5.170     2.141E-20     12.924    
ARG    6.054     2.508E-20     15.136    
ASN    6.459     2.675E-20     16.146    
ASP    6.592     2.730E-20     16.480    
CYS    6.369     2.638E-20     15.923    
GLN    6.145     2.545E-20     15.361    
GLU    5.918     2.451E-20     14.796    
GLY    6.369     2.638E-20     15.923    
HIS    6.592     2.730E-20     16.480    
ILE    4.578     1.896E-20     11.444    
LEU    4.531     1.877E-20     11.327    
LYS    5.308     2.199E-20     13.271    
MET    5.782     2.395E-20     14.455    
PHE    6.324     2.619E-20     15.811    
PRO    5.015     2.077E-20     12.537    
SER    6.235     2.582E-20     15.586    
THR    5.354     2.218E-20     13.386    
TRP    7.383     3.058E-20     18.457    
TYR    5.737     2.376E-20     14.341    
VAL    4.625     1.916E-20     11.562    
CHL    1.581     6.550E-21     3.953     
PHO    2.017     8.356E-21     5.044     
EST    1.090     4.515E-21     2.725     
CYM    6.369     2.638E-20     15.923    
DGL    3.171     1.314E-20     7.928     
ETA    2.681     1.110E-20     6.701     
HID    6.592     2.730E-20     16.480    
HIE    6.592     2.730E-20     16.480    
HIP    6.592     2.730E-20     16.480    
GAN    5.918     2.451E-20     14.796
