#Name  kT        Joules        kJ/mol    
GLY    3.471     1.438E-20     8.677     
ALA    9.186     3.805E-20     22.966    
ARG    10.946    4.534E-20     27.365    
ASN    11.751    4.867E-20     29.377    
ASP    4.384     1.816E-20     10.961    
CYS    11.573    4.793E-20     28.932    
GLN    11.126    4.608E-20     27.814    
GLU    10.675    4.422E-20     26.689    
HIS    9.462     3.919E-20     23.655    
ILE    8.011     3.318E-20     20.028    
LEU    7.918     3.280E-20     19.795    
LYS    9.462     3.919E-20     23.655    
MET    10.404    4.309E-20     26.010    
PHE    11.484    4.756E-20     28.709    
PRO    8.879     3.678E-20     22.197    
SER    11.305    4.682E-20     28.262    
THR    9.554     3.957E-20     23.884    
TRP    13.595    5.631E-20     33.987    
TYR    10.313    4.272E-20     25.784    
VAL    8.105     3.357E-20     20.262    
DGL    5.225     2.164E-20     13.062    
ETA    4.254     1.762E-20     10.636    
CHL    2.084     8.633E-21     5.211     
PHO    2.945     1.220E-20     7.362     
EST    1.116     4.623E-21     2.790     
CYM    11.573    4.793E-20     28.932    
HID    9.462     3.919E-20     23.655    
HIE    9.462     3.919E-20     23.655    
HIP    9.462     3.919E-20     23.655    
ASPP   4.384     1.816E-20     10.961    
GLUP   10.675    4.422E-20     26.689    
BGLC   5.225     2.164E-20     13.062    
AMAN   8.167     3.383E-20     20.417    
AFUC   8.786     3.639E-20     21.966    
BGLCNA 8.260     3.421E-20     20.650    
BGALNA 7.198     2.981E-20     17.994    
NC4    2.084     8.633E-21     5.211     
MAS    1.116     4.623E-21     2.790     
DMEP   2.945     1.220E-20     7.362     
MAMM   4.254     1.762E-20     10.636    
GAN    10.675    4.422E-20     26.689
