#Name  kT        Joules        kJ/mol    
ALA    1.854     7.681E-21     4.636     
ARG    2.098     8.688E-21     5.244     
ASN    2.209     9.149E-21     5.522     
ASP    2.246     9.301E-21     5.614     
CYS    2.184     9.047E-21     5.460     
GLN    2.122     8.791E-21     5.306     
GLU    2.060     8.533E-21     5.151     
GLY    2.184     9.047E-21     5.460     
HIS    2.246     9.301E-21     5.614     
HID    2.246     9.301E-21     5.614     
ILE    1.692     7.007E-21     4.229     
LEU    1.679     6.954E-21     4.197     
LYS    1.892     7.839E-21     4.731     
MET    2.023     8.378E-21     5.057     
PHE    2.172     8.996E-21     5.430     
PRO    1.812     7.504E-21     4.530     
SER    2.147     8.893E-21     5.368     
THR    1.905     7.891E-21     4.763     
TRP    2.463     1.020E-20     6.158     
TYR    2.010     8.326E-21     5.026     
VAL    1.705     7.061E-21     4.262 
EST    0.378     0.156E-20     0.9442
CHL    0.378     0.156E-20     0.9442
PHO    0.378     0.156E-20     0.9442
