#Name  kT        Joules        kJ/mol    
ALA    10.907    4.518E-20     27.268    
ARG    12.933    5.357E-20     32.332    
ASN    13.859    5.740E-20     34.648    
ASP    14.166    5.867E-20     35.414    
CYS    13.654    5.656E-20     34.136    
GLN    13.140    5.442E-20     32.849    
GLU    12.622    5.228E-20     31.555    
GLY    13.654    5.656E-20     34.136    
HIS    14.166    5.867E-20     35.414    
HID    14.166    5.867E-20     35.414    
ILE    9.553     3.957E-20     23.883    
LEU    9.446     3.912E-20     23.614    
LYS    11.225    4.649E-20     28.062    
MET    12.309    5.099E-20     30.774    
PHE    13.552    5.613E-20     33.879    
PRO    10.553    4.371E-20     26.382    
SER    13.346    5.528E-20     33.365    
THR    11.330    4.693E-20     28.326    
TRP    15.979    6.618E-20     39.948    
TYR    12.205    5.055E-20     30.513    
VAL    9.661     4.002E-20     24.152
