#Name  kT        Joules        kJ/mol    
ALA    4.442     1.840E-20     11.105    
ARG    5.182     2.146E-20     12.954    
ASN    5.519     2.286E-20     13.797    
ASP    5.630     2.332E-20     14.076    
CYS    5.444     2.255E-20     13.611    
GLN    5.257     2.177E-20     13.143    
GLU    5.068     2.099E-20     12.671    
GLY    5.444     2.255E-20     13.611    
HIS    5.630     2.332E-20     14.076    
ILE    3.946     1.635E-20     9.866     
LEU    3.907     1.618E-20     9.767     
LYS    4.558     1.888E-20     11.396    
MET    4.954     2.052E-20     12.386    
PHE    5.407     2.240E-20     13.518    
PRO    4.313     1.786E-20     10.781    
SER    5.332     2.209E-20     13.330    
THR    4.597     1.904E-20     11.492    
TRP    6.289     2.605E-20     15.722    
TYR    4.916     2.036E-20     12.291    
VAL    3.986     1.651E-20     9.965     
CHL    1.423     5.896E-21     3.558     
PHO    1.792     7.422E-21     4.480     
EST    1.008     4.175E-21     2.520     
CYM    5.444     2.255E-20     13.611    
DGL    2.765     1.145E-20     6.912     
ETA    2.351     9.739E-21     5.878     
HID    5.630     2.332E-20     14.076    
HIE    5.630     2.332E-20     14.076    
HIP    5.630     2.332E-20     14.076    
GAN    5.068     2.099E-20     12.671
