#Name  kT        Joules        kJ/mol    
ALA    5.445     2.255E-20     13.612    
ARG    8.037     3.329E-20     20.092    
ASN    9.272     3.841E-20     23.181    
ASP    9.687     4.012E-20     24.217    
CYS    8.997     3.726E-20     22.492    
GLN    8.310     3.442E-20     20.776    
GLU    7.628     3.160E-20     19.071    
GLY    8.997     3.726E-20     22.492    
HIS    9.687     4.012E-20     24.217    
ILE    3.824     1.584E-20     9.559     
LEU    3.700     1.532E-20     9.249     
LYS    5.839     2.419E-20     14.599    
MET    7.222     2.991E-20     18.054    
PHE    8.859     3.669E-20     22.148    
PRO    5.011     2.075E-20     12.526    
SER    8.584     3.556E-20     21.461    
THR    5.972     2.473E-20     14.929    
TRP    12.188    5.048E-20     30.469    
TYR    7.087     2.935E-20     17.716    
VAL    3.949     1.635E-20     9.871
