#Name  kT        Joules        kJ/mol    
GLY    1.782     7.379E-21     4.454     
ALA    4.135     1.713E-20     10.338    
ARG    4.853     2.010E-20     12.133    
ASN    5.181     2.146E-20     12.951    
ASP    2.160     8.947E-21     5.400     
CYS    5.108     2.116E-20     12.771    
GLN    4.926     2.040E-20     12.316    
GLU    4.743     1.965E-20     11.858    
HIS    4.248     1.760E-20     10.620    
ILE    3.654     1.514E-20     9.136     
LEU    3.616     1.498E-20     9.040     
LYS    4.248     1.760E-20     10.620    
MET    4.633     1.919E-20     11.581    
PHE    5.072     2.101E-20     12.680    
PRO    4.010     1.661E-20     10.024    
SER    4.999     2.071E-20     12.498    
THR    4.286     1.775E-20     10.714    
TRP    5.928     2.455E-20     14.819    
TYR    4.596     1.903E-20     11.489    
VAL    3.693     1.529E-20     9.231     
DGL    2.507     1.039E-20     6.269     
ETA    2.106     8.724E-21     5.266     
CHL    1.206     4.994E-21     3.014     
PHO    1.563     6.475E-21     3.908     
EST    0.802     3.324E-21     2.006     
CYM    5.108     2.116E-20     12.771    
HID    4.248     1.760E-20     10.620    
HIE    4.248     1.760E-20     10.620    
HIP    4.248     1.760E-20     10.620    
ASPP   2.160     8.947E-21     5.400     
GLUP   4.743     1.965E-20     11.858    
BGLC   2.507     1.039E-20     6.269     
AMAN   3.718     1.540E-20     9.295     
AFUC   3.972     1.645E-20     9.929     
BGLCNA 3.756     1.556E-20     9.391     
BGALNA 3.320     1.375E-20     8.300     
NC4    1.206     4.994E-21     3.014     
MAS    0.802     3.324E-21     2.006     
DMEP   1.563     6.475E-21     3.908     
MAMM   2.106     8.724E-21     5.266     
