#Name  kT        Joules        kJ/mol    
ALA    41.688    1.727E-19     104.220   
ARG    49.794    2.062E-19     124.485   
ASN    53.503    2.216E-19     133.756   
ASP    54.730    2.267E-19     136.824   
CYS    52.682    2.182E-19     131.705   
GLN    50.622    2.097E-19     126.554   
GLU    48.548    2.011E-19     121.371   
GLY    52.682    2.182E-19     131.705   
HIS    54.730    2.267E-19     136.824   
ILE    36.275    1.502E-19     90.688    
LEU    35.844    1.485E-19     89.611    
LYS    42.958    1.779E-19     107.395   
MET    47.298    1.959E-19     118.246   
PHE    52.271    2.165E-19     130.677   
PRO    40.271    1.668E-19     100.678   
SER    51.447    2.131E-19     128.618   
THR    43.381    1.797E-19     108.451   
TRP    61.996    2.568E-19     154.989   
TYR    46.881    1.942E-19     117.202   
VAL    36.705    1.520E-19     91.764    
CHL    8.965     3.713E-20     22.411    
PHO    12.930    5.356E-20     32.325    
EST    4.503     1.865E-20     11.257    
CYM    52.682    2.182E-19     131.705   
DGL    23.436    9.707E-20     58.590    
ETA    18.964    7.855E-20     47.411    
HID    54.730    2.267E-19     136.824   
HIE    54.730    2.267E-19     136.824   
HIP    54.730    2.267E-19     136.824   
GAN    48.548    2.011E-19     121.371
