#Name  kT        Joules        kJ/mol    
ALA    2.839     1.176E-20     7.098     
ARG    3.259     1.350E-20     8.147     
ASN    3.450     1.429E-20     8.625     
ASP    3.513     1.455E-20     8.783     
CYS    3.408     1.411E-20     8.519     
GLN    3.301     1.367E-20     8.254     
GLU    3.194     1.323E-20     7.986     
GLY    3.408     1.411E-20     8.519     
HIS    3.513     1.455E-20     8.783     
ILE    2.558     1.059E-20     6.394     
LEU    2.535     1.050E-20     6.338     
LYS    2.905     1.203E-20     7.262     
MET    3.130     1.296E-20     7.824     
PHE    3.386     1.403E-20     8.466     
PRO    2.766     1.145E-20     6.914     
SER    3.344     1.385E-20     8.360     
THR    2.927     1.212E-20     7.317     
TRP    3.886     1.610E-20     9.715     
TYR    3.108     1.287E-20     7.770     
VAL    2.580     1.069E-20     6.450
