#Name  kT        Joules        kJ/mol    
GLY    5.897     2.443E-20     14.743    
ALA    15.318    6.345E-20     38.294    
ARG    18.215    7.544E-20     45.536    
ASN    19.539    8.093E-20     48.849    
ASP    7.404     3.067E-20     18.511    
CYS    19.246    7.972E-20     48.116    
GLN    18.510    7.667E-20     46.276    
GLU    17.770    7.360E-20     44.424    
HIS    15.772    6.533E-20     39.429    
ILE    13.383    5.543E-20     33.456    
LEU    13.229    5.479E-20     33.071    
LYS    15.772    6.533E-20     39.429    
MET    17.323    7.175E-20     43.307    
PHE    19.099    7.911E-20     47.749    
PRO    14.811    6.135E-20     37.028    
SER    18.805    7.789E-20     47.013    
THR    15.923    6.595E-20     39.807    
TRP    22.572    9.349E-20     56.431    
TYR    17.174    7.113E-20     42.934    
VAL    13.536    5.607E-20     33.841    
DGL    8.790     3.641E-20     21.975    
ETA    7.190     2.978E-20     17.975    
CHL    3.610     1.495E-20     9.025     
PHO    5.030     2.083E-20     12.574    
EST    2.012     8.334E-21     5.030     
CYM    19.246    7.972E-20     48.116    
HID    15.772    6.533E-20     39.429    
HIE    15.772    6.533E-20     39.429    
HIP    15.772    6.533E-20     39.429    
ASPP   7.404     3.067E-20     18.511    
GLUP   17.770    7.360E-20     44.424    
BGLC   8.790     3.641E-20     21.975    
AMAN   13.639    5.649E-20     34.097    
AFUC   14.659    6.072E-20     36.647    
BGLCNA 13.792    5.713E-20     34.481    
BGALNA 12.042    4.988E-20     30.104    
NC4    3.610     1.495E-20     9.025     
MAS    2.012     8.334E-21     5.030     
DMEP   5.030     2.083E-20     12.574    
MAMM   7.190     2.978E-20     17.975    
