#Name  kT        Joules        kJ/mol    
GLY    1.102     4.566E-21     2.756     
ALA    2.079     8.611E-21     5.197     
ARG    2.377     9.845E-21     5.942     
ASN    2.513     1.041E-20     6.282     
ASP    1.259     5.216E-21     3.148     
CYS    2.483     1.028E-20     6.207     
GLN    2.407     9.971E-21     6.018     
GLU    2.331     9.656E-21     5.828     
HIS    2.126     8.805E-21     5.314     
ILE    1.879     7.784E-21     4.698     
LEU    1.863     7.718E-21     4.658     
LYS    2.126     8.805E-21     5.314     
MET    2.285     9.466E-21     5.713     
PHE    2.468     1.022E-20     6.170     
PRO    2.027     8.395E-21     5.067     
SER    2.438     1.010E-20     6.094     
THR    2.141     8.869E-21     5.353     
TRP    2.823     1.169E-20     7.058     
TYR    2.270     9.402E-21     5.675     
VAL    1.895     7.850E-21     4.738     
DGL    1.403     5.813E-21     3.508     
ETA    1.237     5.123E-21     3.092     
CHL    0.863     3.576E-21     2.159     
PHO    1.012     4.191E-21     2.529     
EST    0.696     2.884E-21     1.741     
CYM    2.483     1.028E-20     6.207     
HID    2.126     8.805E-21     5.314     
HIE    2.126     8.805E-21     5.314     
HIP    2.126     8.805E-21     5.314
GAN    2.331     9.656E-21     5.828
